SCALERANK,NATSCALE,LABELRANK,FEATURECLA,NAME,NAMEPAR,NAMEALT,DIFFASCII,NAMEASCII,ADM0CAP,CAPALT,CAPIN,WORLDCITY,MEGACITY,SOV0NAME,SOV_A3,ADM0NAME,ADM0_A3,ADM1NAME,ISO_A2,NOTE,LATITUDE,LONGITUDE,CHANGED,NAMEDIFF,DIFFNOTE,POP_MAX,POP_MIN,POP_OTHER,RANK_MAX,RANK_MIN,GEONAMEID,MEGANAME,LS_NAME,LS_MATCH,CHECKME,MAX_POP10,MAX_POP20,MAX_POP50,MAX_POP300,MAX_POP310,MAX_NATSCA,MIN_AREAKM,MAX_AREAKM,MIN_AREAMI,MAX_AREAMI,MIN_PERKM,MAX_PERKM,MIN_PERMI,MAX_PERMI,MIN_BBXMIN,MAX_BBXMIN,MIN_BBXMAX,MAX_BBXMAX,MIN_BBYMIN,MAX_BBYMIN,MIN_BBYMAX,MAX_BBYMAX,MEAN_BBXC,MEAN_BBYC,COMPARE,GN_ASCII,FEATURE_CL,FEATURE_CO,ADMIN1_COD,GN_POP,ELEVATION,GTOPO30,TIMEZONE,GEONAMESNO,UN_FID,UN_ADM0,UN_LAT,UN_LONG,POP1950,POP1955,POP1960,POP1965,POP1970,POP1975,POP1980,POP1985,POP1990,POP1995,POP2000,POP2005,POP2010,POP2015,POP2020,POP2025,POP2050,CITYALT,airport,time,valid,timetoairport
10,1,8,Admin-1 capital,Fray Bentos,,,0,Fray Bentos,0,0,,0,0,Uruguay,URY,Uruguay,URY,RRo Negro,UY,,-33.138999,-58.303997,4,1,Added missing admin-1 capital. Population from GeoNames.,23279,23279,0,7,7,3442568,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fray Bentos,P,PPL,12,23279,0,43,America/Montevideo,Geonames ascii name + lat.d + long.d matching.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,AEP,22.60452766689487,false, 
10,1,8,Admin-1 capital,Colonia del Sacramento,,,0,Colonia del Sacramento,0,0,,0,0,Uruguay,URY,Uruguay,URY,Colonia,UY,,-34.479999,-57.840002,4,1,Added missing admin-1 capital. Population from GeoNames.,21714,21714,0,7,7,3443013,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colonia del Sacramento,P,PPL,4,21714,0,28,America/Montevideo,Geonames ascii name + lat.d + long.d matching.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,AEP,22.60452766689487,false, 
10,1,8,Admin-1 capital,Trinidad,,,0,Trinidad,0,0,,0,0,Uruguay,URY,Uruguay,URY,Flores,UY,,-33.543999,-56.900997,4,1,Added missing admin-1 capital. Population from GeoNames.,21093,21093,0,7,7,3439749,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Trinidad,P,PPL,6,21093,0,134,America/Montevideo,Geonames ascii name + lat.d + long.d matching.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MVD,25.154565472531484,true,2.7575 
10,1,8,Admin-1 capital,Bassar,,,0,Bassar,0,0,,0,0,Togo,TGO,Togo,TGO,Kara,TG,,9.261,0.789004,4,1,Added missing admin-1 capital. Population from GeoNames.,61845,61845,0,8,8,2367568,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bassar,P,PPL,5,61845,0,463,Africa/Lome,GeoNames match with ascii name + lat + long whole numbers.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TML,17.108775578041254,true,3.854444444444445 
10,1,8,Admin-1 capital,Florida,,,0,Florida,0,0,,0,0,Uruguay,URY,Uruguay,URY,Florida,UY,,-34.099002,-56.214998,4,1,Added missing admin-1 capital. Population from GeoNames.,32234,32234,0,7,7,3442585,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Florida,P,PPL,7,32234,0,74,America/Montevideo,Geonames ascii name + lat.d + long.d matching.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MVD,23.904843250309263,true,1.5077777777777779 
10,1,8,Admin-1 capital,Canelones,,,0,Canelones,0,0,,0,0,Uruguay,URY,Uruguay,URY,Canelones,UY,,-34.538004,-56.284001,4,1,Added missing admin-1 capital. Population from GeoNames.,19698,19698,0,6,6,3443413,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Canelones,P,PPL,2,19698,0,29,America/Montevideo,Geonames ascii name + lat.d + long.d matching.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MVD,23.229565472531483,true,0.8325 
10,1,8,Admin-1 capital,Sotouboua,,,0,Sotouboua,0,0,,0,0,Togo,TGO,Togo,TGO,Centre,TG,,8.557002,0.984996,4,1,Added missing admin-1 capital. Population from GeoNames.,21054,21054,0,7,7,2364079,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sotouboua,P,PPL,22,21054,0,374,Africa/Lome,Geonames ascii name + lat.d + long.d matching.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TML,19.073497800263475,true,5.819166666666666 
10,1,7,Admin-1 capital,Medenine,,,0,Medemine,0,0,,0,0,Tunisia,TUN,Tunisia,TUN,MUdenine,TN,,33.399999,10.4167,4,1,Added missing admin-1 capital.,61705,61705,0,8,8,-1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,,"No GeoNames match due to small population, not in GeoNames, or poor NEV placement.",0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,GAE,8.59685365681868,true,0.9888888888888889 
10,1,7,Admin-1 capital,Kebili,,,0,Kebili,0,0,,0,0,Tunisia,TUN,Tunisia,TUN,Kebili,TN,,33.689997,8.971003,4,1,Added missing admin-1 capital. Population from GeoNames.,19875,19875,0,6,6,2468018,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kebili,P,PPL,31,19875,0,49,Africa/Tunis,Geonames ascii name + lat.d + long.d matching.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,GAF,9.508572524146533,true,1.9547222222222222 
10,1,7,Admin-1 capital,Tataouine,,,0,Tataouine,0,0,,0,0,Tunisia,TUN,Tunisia,TUN,Tataouine,TN,,33.000003,10.466704,4,1,Added missing admin-1 capital. Population from GeoNames.,62577,62577,0,8,8,2464701,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tataouine,P,PPL,34,62577,0,247,Africa/Tunis,GeoNames match with ascii name + lat + long whole numbers.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,DJE,9.770323765303026,true,2.171111111111111 
10,1,7,Admin-1 capital,L'Ariana,,,0,L'Ariana,0,0,,0,0,Tunisia,TUN,Tunisia,TUN,Manubah,TN,,36.866673,10.199998,4,1,Added missing admin-1 capital.,97687,97687,0,8,8,-1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TUN,5.151191955936781,true,0.09472222222222222 
10,1,7,Admin-1 capital,Jendouba,,,0,Jendouba,0,0,,0,0,Tunisia,TUN,Tunisia,TUN,Jendouba,TN,,36.500004,8.749999,4,1,Added missing admin-1 capital. Population from GeoNames.,51408,51408,0,8,8,2470088,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jendouba,P,PPL,6,51408,0,141,Africa/Tunis,GeoNames match with ascii name + lat + long whole numbers.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,AAE,9.132630774432862,true,2.198888888888889 
10,1,7,Admin-1 capital,Kasserine,,,0,Kasserine,0,0,,0,0,Tunisia,TUN,Tunisia,TUN,Kasssrine,TN,,35.216703,8.716699,4,1,Added missing admin-1 capital.,76243,76243,0,8,8,-1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,,"No GeoNames match due to small population, not in GeoNames, or poor NEV placement.",0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TEE,9.264542736352738,true,1.7033333333333334 
10,1,7,Admin-1 capital,Sdid Bouzid,,,0,Sdid Bouzid,0,0,,0,0,Tunisia,TUN,Tunisia,TUN,Sidi Bou Zid,TN,,35.016696,9.500004,4,1,Added missing admin-1 capital. Population from GeoNames.,42098,42098,0,7,7,2465840,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sidi Bouzid,P,PPL,33,42098,0,313,Africa/Tunis,GeoNames spatial join with similar names only.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,GAF,9.286628079702087,true,1.7327777777777778 
10,1,7,Admin-1 capital,Siliana,,,0,Siliana,0,0,,0,0,Tunisia,TUN,Tunisia,TUN,Siliana,TN,,36.083304,9.383302,4,1,Added missing admin-1 capital. Population from GeoNames.,26960,26960,0,7,7,2465030,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Siliana,P,PPL,22,26960,0,420,Africa/Tunis,Geonames ascii name + lat.d + long.d matching.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NBE,7.584682047453423,true,2.383888888888889 
10,1,7,Admin-1 capital,Monastir,,,0,Monasir,0,0,,0,0,Tunisia,TUN,Tunisia,TUN,Monastir,TN,,35.730702,10.767295,4,1,Added missing admin-1 capital.,71546,41400,0,8,7,-1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MIR,7.4399171843871175,true,0.16611111111111113 
10,1,7,Admin-1 capital,Mahdia,,,0,Mahdia,0,0,,0,0,Tunisia,TUN,Tunisia,TUN,Mahdia,TN,,35.483913,11.040877,4,1,Added missing admin-1 capital.,45977,45977,0,7,7,-1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MIR,8.237972739942673,true,0.9641666666666667 
10,1,7,Admin-1 capital,Zaghouan,,,0,Zaghouan,0,0,,0,0,Tunisia,TUN,Tunisia,TUN,Zaghouan,TN,,36.399996,10.146997,4,1,Added missing admin-1 capital. Population from GeoNames.,16911,16911,0,6,6,2464041,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zaghouan,P,PPL,37,16911,0,198,Africa/Tunis,GeoNames match with ascii name + lat + long whole numbers.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NBE,6.295793158564535,true,1.095 
10,1,5,Admin-1 capital,Tay Ninh,,,0,Tay Ninh,0,0,,0,0,Vietnam,VNM,Vietnam,VNM,TNy Ninh,VN,,11.322999,106.147,4,1,Added missing admin-1 capital. Population from GeoNames.,126370,126370,0,9,9,1566559,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tay Ninh,P,PPLA,33,0,0,20,Asia/Ho_Chi_Minh,GeoNames match general.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SGN,21.035563620516744,false, 
10,1,5,Admin-1 capital,Luan Chau,,,0,Luan Chau,0,0,,0,0,Vietnam,VNM,Vietnam,VNM,Vi?n Bi,VN,,21.740004,103.343005,4,1,Added missing admin-1 capital.,7335,7335,0,5,5,-1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,,"No GeoNames match due to small population, not in GeoNames, or poor NEV placement.",0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,DIN,23.760439644539268,true,1.8919444444444444 
10,1,5,Admin-1 capital,Bac Kan,,,0,Bac Kan,0,0,,0,0,Vietnam,VNM,Vietnam,VNM,VNng B?c,VN,,22.133333,105.833333,4,0,Added missing admin-1 capital round B. Population from GeoNames.,29227,29227,0,7,7,1591538,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bac Kan,P,PPLA,72,0,0,222,Asia/Ho_Chi_Minh,GeoNames match general.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,HAN,21.520467636032777,true,2.136388888888889 
10,1,5,Admin-1 capital,Son La,,,0,Son La,0,0,,0,0,Vietnam,VNM,Vietnam,VNM,Son La,VN,,21.328002,103.910005,4,1,Added missing admin-1 capital. Population from GeoNames.,19054,19054,0,6,6,1567681,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Son La,P,PPLA,32,19054,0,673,Asia/Ho_Chi_Minh,GeoNames match general.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,DIN,24.494606311205935,true,2.626111111111111 
10,1,5,Admin-1 capital,Lang Son,,,0,Lang Son,0,0,,0,0,Vietnam,VNM,Vietnam,VNM,L?ng Son,VN,,21.845997,106.757002,4,1,Added missing admin-1 capital. Population from GeoNames.,148000,148000,0,9,9,1576633,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lang Son,P,PPLA,39,0,0,303,Asia/Ho_Chi_Minh,GeoNames match general.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,HPH,28.496360913749456,true,3.142777777777778 
10,1,5,Admin-1 capital,Tuyen Quang,,,0,Tuyen Quang,0,0,,0,0,Vietnam,VNM,Vietnam,VNM,Tuy,VN,,21.817998,105.211,4,1,Added missing admin-1 capital. Population from GeoNames.,36430,36430,0,7,7,1563287,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tuyen Quang,P,PPLA,68,36430,0,30,Asia/Ho_Chi_Minh,GeoNames match general.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,HAN,21.081023191588333,true,1.6969444444444444 
10,1,5,Admin-1 capital,Yen Bai,,,0,Yen Bai,0,0,,0,0,Vietnam,VNM,Vietnam,VNM,YNn Bai,VN,,21.705003,104.875003,4,1,Added missing admin-1 capital. Population from GeoNames.,96540,96540,0,8,8,1560349,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yen Bai,P,PPLA,70,96540,0,46,Asia/Ho_Chi_Minh,GeoNames match general.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,HAN,21.047134302699444,true,1.6630555555555555 
10,1,5,Admin-1 capital,Hai Duong,,,0,Hai Duong,0,0,,0,0,Vietnam,VNM,Vietnam,VNM,H?i Duong,VN,,20.942001,106.331005,4,1,Added missing admin-1 capital. Population from GeoNames.,58030,58030,0,8,8,1581326,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hai Duong,P,PPLA,79,58030,0,1,Asia/Ho_Chi_Minh,GeoNames match general.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,HPH,26.218583135971677,true,0.865 
10,1,5,Admin-1 capital,Thai Binh,,,0,Thai Binh,0,0,,0,0,Vietnam,VNM,Vietnam,VNM,ThMi Bmnh,VN,,20.450304,106.33303,4,1,Added missing admin-1 capital.,210000,210000,0,10,10,-1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,,"No GeoNames match due to small population, not in GeoNames, or poor NEV placement.",0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,HPH,26.557749802638345,true,1.2041666666666666 
10,1,5,Admin-1 capital,Tuy Hoa,,,0,Tuy Hoa,0,0,,0,0,Vietnam,VNM,Vietnam,VNM,PhM Yan,VN,,13.082004,109.315999,4,1,Added missing admin-1 capital. Population from GeoNames.,69596,69596,0,8,8,1563281,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tuy Hoa,P,PPLA,61,69596,0,2,Asia/Ho_Chi_Minh,GeoNames match general.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TBB,23.15806231531886,true,0.1361111111111111 
10,1,5,Admin-1 capital,Thu Dau Mot,,,0,Thu Dau Mot,0,0,,0,0,Vietnam,VNM,Vietnam,VNM,BNnh Duong,VN,,10.969074,106.652746,4,1,Added missing admin-1 capital. Population from GeoNames.,244277,244277,0,10,10,1565022,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thu Dau Mot,P,PPLA,75,0,0,20,Asia/Ho_Chi_Minh,GeoNames match general.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SGN,21.035563620516744,false, 
10,1,5,Admin-1 capital,Dong Ha,,,0,Dong Ha,0,0,,0,0,Vietnam,VNM,Vietnam,VNM,Qu?ng Tr?,VN,,16.849998,107.133301,4,1,Added missing admin-1 capital. Population from GeoNames.,17662,17662,0,6,6,1582926,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dong Ha,P,PPLA,64,17662,0,6,Asia/Ho_Chi_Minh,GeoNames match general.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,HUI,23.59656843686884,true,1.2594444444444444 
10,1,5,Admin-1 capital,Cao Lanh,,,0,Cao Lanh,0,0,,0,0,Vietnam,VNM,Vietnam,VNM,V?ng Th,VN,,10.467,105.635998,4,1,Added missing admin-1 capital. Population from GeoNames.,149837,149837,0,9,9,1586151,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cao Lanh,P,PPLA,9,0,0,1,Asia/Ho_Chi_Minh,GeoNames match general.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,VCA,23.447939845787722,false, 
10,1,5,Admin-1 capital,Truc Giang,,,0,Truc Giang,0,0,,0,0,Vietnam,VNM,Vietnam,VNM,B?n Tre,VN,,10.234998,106.374997,4,1,Added missing admin-1 capital. Population from GeoNames.,59442,59442,0,8,8,1587976,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ben Tre,P,PPLA,3,59442,0,1,Asia/Ho_Chi_Minh,GeoNames match general.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SGN,21.035563620516744,false, 
10,1,5,Admin-1 capital,Tra Vinh,,,0,Tra Vinh,0,0,,0,0,Vietnam,VNM,Vietnam,VNM,TrM Vinh,VN,,9.934002,106.334002,4,1,Added missing admin-1 capital.,131360,131360,0,9,9,-1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,,"No GeoNames match due to small population, not in GeoNames, or poor NEV placement.",0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,VCA,23.447939845787722,false, 
10,1,5,Admin-1 capital,Vinh Long,,,0,Vinh Long,0,0,,0,0,Vietnam,VNM,Vietnam,VNM,Vinh Long,VN,,10.256004,105.964003,4,1,Added missing admin-1 capital. Population from GeoNames.,103314,103314,0,9,9,1562693,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vinh Long,P,PPLA,69,103314,0,1,Asia/Ho_Chi_Minh,GeoNames match general.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,VCA,23.447939845787722,false, 
10,1,5,Admin-1 capital,Cao Bang,,,0,Cao Bang,0,0,,0,0,Vietnam,VNM,Vietnam,VNM,Cao B?ng,VN,,22.663998,106.268005,4,1,Added missing admin-1 capital. Population from GeoNames.,41112,41112,0,7,7,1586185,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cao Bang,P,PPLA,5,41112,0,197,Asia/Ho_Chi_Minh,GeoNames match general.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,AEB,28.935184012651238,true,5.593055555555555 
10,1,8,Admin-1 capital,Yoro,,,0,Yoro,0,0,,0,0,Honduras,HND,Honduras,HND,Yoro,HN,,15.059997,-87.290001,4,1,Added missing admin-1 capital. Population from GeoNames.,15774,15774,0,6,6,3600195,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yoro,P,PPL,18,15774,0,661,America/Tegucigalpa,GeoNames match with ascii name + lat + long whole numbers.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SAP,20.824373613356425,true,2.641111111111111 
10,1,8,Admin-1 capital,La Esperanza,,,0,La Esperanza,0,0,,0,0,Honduras,HND,Honduras,HND,Intibucs,HN,,14.333004,-88.1667,4,1,Added missing admin-1 capital. Population from GeoNames.,5318,5318,0,5,5,3607966,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,La Esperanza,P,PPL,10,5318,0,1721,America/Tegucigalpa,Geonames ascii name + lat.d + long.d matching.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TGU,21.10252414652275,true,2.7616666666666663 
10,1,8,Admin-1 capital,La Paz,,,0,La Paz,0,0,,0,0,Honduras,HND,Honduras,HND,La Paz,HN,,14.319999,-87.684003,4,1,Added missing admin-1 capital. Population from GeoNames.,17555,17555,0,6,6,3607254,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,La Paz,P,PPL,12,17555,0,680,America/Tegucigalpa,Geonames ascii name + lat.d + long.d matching.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TGU,19.52030192430053,true,1.1794444444444445 
10,1,8,Admin-1 capital,Santa Barbara,,,0,Santa Barbara,0,0,,0,0,Honduras,HND,Honduras,HND,Santa Bsrbara,HN,,14.919003,-88.236,4,1,Added missing admin-1 capital. Population from GeoNames.,15119,15119,0,6,6,3601691,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Barbara,P,PPL,16,15119,0,264,America/Tegucigalpa,Geonames ascii name + lat.d + long.d matching.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SAP,20.06992916891198,true,1.8866666666666667 
10,1,8,Admin-1 capital,Yuscaran,,,0,Yuscaran,0,0,,0,0,Honduras,HND,Honduras,HND,El Parasso,HN,,13.943997,-86.850999,4,1,Added missing admin-1 capital. Population from GeoNames.,2371,2371,0,4,4,3600165,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yuscaran,P,PPL,7,2371,0,1008,America/Tegucigalpa,GeoNames match with ascii name + lat + long whole numbers.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TGU,19.501135257633862,true,1.1602777777777777 
10,1,8,Admin-1 capital,Nueva Ocotepeque,,,0,Nueva Ocotepeque,0,0,,0,0,Honduras,HND,Honduras,HND,Ocotepeque,HN,,14.436999,-89.181999,4,1,Added missing admin-1 capital. Population from GeoNames.,8780,8780,0,5,5,3604384,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nueva Ocotepeque,P,PPL,14,8780,0,820,America/Tegucigalpa,Geonames ascii name + lat.d + long.d matching.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SAL,20.592386185878134,true,1.9916666666666667 
10,1,8,Admin-1 capital,Gracias,,,0,Gracias,0,0,,0,0,Honduras,HND,Honduras,HND,Lempira,HN,,14.583303,-88.583301,4,1,Added missing admin-1 capital. Population from GeoNames.,7909,7909,0,5,5,3609586,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gracias,P,PPL,13,7909,0,803,America/Tegucigalpa,Geonames ascii name + lat.d + long.d matching.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SAP,21.59131805780087,true,3.4080555555555554 
10,1,8,Admin-1 capital,Port-De-Paix,,,0,Port-De-Paix,0,0,,0,0,Haiti,HTI,Haiti,HTI,Nord-Ouest,HT,,19.93176,-72.829485,4,1,Added missing admin-1 capital. Population from GeoNames.,34657,34657,0,7,7,3740016,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ti Port-de-Paix,P,PPL,3,34657,0,83,America/Port-au-Prince,GeoNames spatial join with similar names only.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,CAP,20.386187696639,false, 
10,1,8,Admin-1 capital,Jeremie,,,0,Jeremie,0,0,,0,0,Haiti,HTI,Haiti,HTI,Grand'Anse,HT,,18.633935,-74.118425,4,1,Added missing admin-1 capital. Population from GeoNames.,30917,30917,0,7,7,3723593,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jeremie,P,PPL,14,30917,0,17,America/Port-au-Prince,Geonames ascii name + lat.d + long.d matching.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,PAP,23.076001217779442,true,4.904166666666667 
10,1,8,Admin-1 capital,Hinche,,,0,Hinche,0,0,,0,0,Haiti,HTI,Haiti,HTI,Centre,HT,,19.143,-72.003996,4,1,Added missing admin-1 capital. Population from GeoNames.,18590,18590,0,6,6,3723841,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hinche,P,PPL,7,18590,0,230,America/Port-au-Prince,GeoNames match with ascii name + lat + long whole numbers.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,CAP,20.386187696639,false, 
10,1,5,Admin-1 capital,Kirklareli,,,0,Kirklareli,0,0,,0,0,Turkey,TUR,Turkey,TUR,Kirklareli,TR,,41.742999,27.226,4,1,Added missing admin-1 capital. Population from GeoNames.,58223,58223,0,8,8,743166,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kirklareli,P,PPL,39,58223,0,190,Europe/Istanbul,Geonames ascii name + lat.d + long.d matching.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TEQ,11.48334322719689,false, 
