SCALERANK,NATSCALE,LABELRANK,FEATURECLA,NAME,NAMEPAR,NAMEALT,DIFFASCII,NAMEASCII,ADM0CAP,CAPALT,CAPIN,WORLDCITY,MEGACITY,SOV0NAME,SOV_A3,ADM0NAME,ADM0_A3,ADM1NAME,ISO_A2,NOTE,LATITUDE,LONGITUDE,CHANGED,NAMEDIFF,DIFFNOTE,POP_MAX,POP_MIN,POP_OTHER,RANK_MAX,RANK_MIN,GEONAMEID,MEGANAME,LS_NAME,LS_MATCH,CHECKME,MAX_POP10,MAX_POP20,MAX_POP50,MAX_POP300,MAX_POP310,MAX_NATSCA,MIN_AREAKM,MAX_AREAKM,MIN_AREAMI,MAX_AREAMI,MIN_PERKM,MAX_PERKM,MIN_PERMI,MAX_PERMI,MIN_BBXMIN,MAX_BBXMIN,MIN_BBXMAX,MAX_BBXMAX,MIN_BBYMIN,MAX_BBYMIN,MIN_BBYMAX,MAX_BBYMAX,MEAN_BBXC,MEAN_BBYC,COMPARE,GN_ASCII,FEATURE_CL,FEATURE_CO,ADMIN1_COD,GN_POP,ELEVATION,GTOPO30,TIMEZONE,GEONAMESNO,UN_FID,UN_ADM0,UN_LAT,UN_LONG,POP1950,POP1955,POP1960,POP1965,POP1970,POP1975,POP1980,POP1985,POP1990,POP1995,POP2000,POP2005,POP2010,POP2015,POP2020,POP2025,POP2050,CITYALT,airport,time,valid,timetoairport
10,1,6,Admin-1 capital,Rajbiraj,,,0,Rajbiraj,0,0,,0,0,Nepal,NPL,Nepal,NPL,Sagarmatha,NP,,26.533296,86.733298,4,1,Added missing admin-1 capital. Population from GeoNames.,33061,33061,0,7,7,1282884,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rajbiraj,P,PPL,0,33061,0,76,Asia/Kathmandu,GeoNames match with ascii name + lat + long whole numbers.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BIR,20.250326523763462,true,1.297222222222222 
10,1,6,Admin-1 capital,Ilam,,,0,Ilam,0,0,,0,0,Nepal,NPL,Nepal,NPL,Mechi,NP,,26.908002,87.926005,4,1,Added missing admin-1 capital. Population from GeoNames.,17491,17491,0,6,6,1283333,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ilam,P,PPL,0,17491,0,670,Asia/Kathmandu,Geonames ascii name + lat.d + long.d matching.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BDP,22.59848501960229,true,3.537222222222222 
10,1,8,Admin-1 capital,Wabag,,,0,Wabag,0,0,,0,0,Papua New Guinea,PNG,Papua New Guinea,PNG,Enga,PG,,-5.49,143.718004,4,1,Added missing admin-1 capital. Population from GeoNames.,3958,3958,0,4,4,2084246,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wabag,P,PPL,19,3958,0,2136,Pacific/Port_Moresby,Geonames ascii name + lat.d + long.d matching.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,WBM,36.28203175209981,true,4.915 
10,1,8,Admin-1 capital,Kundiawa,,,0,Kundiawa,0,0,,0,0,Papua New Guinea,PNG,Papua New Guinea,PNG,Chimbu,PG,,-6.022998,144.960013,4,1,Added missing admin-1 capital. Population from GeoNames.,9383,9383,0,5,5,2093059,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kundiawa,P,PPL,8,9383,0,1525,Pacific/Port_Moresby,Geonames ascii name + lat.d + long.d matching.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,CMU,31.274212958103224,true,0.08305555555555556 
10,1,8,Admin-1 capital,Kerema,,,0,Kerema,0,0,,0,0,Papua New Guinea,PNG,Papua New Guinea,PNG,Gulf,PG,,-7.927002,145.837999,4,1,Added missing admin-1 capital. Population from GeoNames.,5646,5646,0,5,5,2094144,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kerema,P,PPL,2,5646,0,1,Pacific/Port_Moresby,GeoNames match with ascii name + lat + long whole numbers.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,LAE,30.975026021127896,false, 
10,1,8,Admin-1 capital,Vanimo,,,0,Vanimo,0,0,,0,0,Papua New Guinea,PNG,Papua New Guinea,PNG,Sandaun,PG,,-2.690001,141.303997,4,1,Added missing admin-1 capital. Population from GeoNames.,11204,11204,0,6,6,2084442,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vanimo,P,PPL,18,11204,0,1,Pacific/Port_Moresby,Geonames ascii name + lat.d + long.d matching.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,VAI,32.15430961707049,true,0.06083333333333333 
10,1,8,Admin-1 capital,Lorengau,,,0,Lorengau,0,0,,0,0,Papua New Guinea,PNG,Papua New Guinea,PNG,Manus,PG,,-2.032002,147.279997,4,1,Added missing admin-1 capital. Population from GeoNames.,5806,5806,0,5,5,2092164,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lorengau,P,PPL,13,5806,0,-9999,Pacific/Port_Moresby,Geonames ascii name + lat.d + long.d matching.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MAS,32.23387676875806,true,0.4305555555555555 
10,1,8,Admin-1 capital,Arawa,,,0,Arawa,0,0,,0,0,Papua New Guinea,PNG,Papua New Guinea,PNG,North Solomons,PG,,-6.228,155.565991,4,1,Added missing admin-1 capital. Population from GeoNames.,40266,40266,0,7,7,2100633,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arawa,P,PPL,7,40266,0,6,Pacific/Port_Moresby,Geonames ascii name + lat.d + long.d matching.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,CHY,35.620134866502156,true,0 
10,1,8,Admin-1 capital,Kimbe,,,0,Kimbe,0,0,,0,0,Papua New Guinea,PNG,Papua New Guinea,PNG,West New Britain,PG,,-5.550003,150.143014,4,1,Added missing admin-1 capital. Population from GeoNames.,18847,18847,0,6,6,2093967,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kimbe,P,PPL,17,18847,0,217,Pacific/Port_Moresby,GeoNames match with ascii name + lat + long whole numbers.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,HKN,32.0481783383954,true,0.6716666666666666 
10,1,8,Admin-1 capital,Dubasari,,,0,Dubasari,0,0,,0,0,Moldova,MDA,Moldova,MDA,Transnistria,MD,,47.263056,29.160833,4,0,Added missing admin-1 capital round B. Population from GeoNames.,23254,23254,0,7,7,618365,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dubasari,P,PPLA,58,23254,0,38,Europe/Chisinau,GeoNames match general.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,KIV,5.622188336624229,false, 
10,1,3,Admin-1 capital,Qacha's Nek,,,0,Qacha's Nek,0,0,,0,0,South Africa,ZAF,South Africa,ZAF,Eastern Cape,ZA,,-30.117267,28.702,4,1,Added missing admin-1 capital. Population from GeoNames.,25573,25573,0,7,7,932218,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Qacha's Nek,P,PPLA,17,25573,0,1839,Africa/Maseru,GeoNames match general.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSU,24.114643041318516,true,4.3575 
10,1,8,Admin-1 capital,Hudur,,Xuddur,0,Xuddur,0,0,,0,0,Somalia,SOM,Somalia,SOM,Bakool,SO,,4.183299,43.866703,4,1,Added missing admin-1 capital.,1639,1639,0,3,3,-1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,,"No GeoNames match due to small population, not in GeoNames, or poor NEV placement.",0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,GDE,32.43498073135582,true,11.2775 
10,1,8,Admin-1 capital,Garbahaarey,,,0,Garbahaarey,0,0,,0,0,Somalia,SOM,Somalia,SOM,Gedo,SO,,3.327003,42.227002,4,1,Added missing admin-1 capital. Population from GeoNames.,12652,12652,0,6,6,58994,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Garbahaarrey,P,PPL,6,12652,0,235,Africa/Mogadishu,GeoNames spatial join with similar names only.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,WJR,28.415630070203377,true,8.482777777777777 
10,1,8,Admin-1 capital,Bu'aale,,,0,Bu'aale,0,0,,0,0,Somalia,SOM,Somalia,SOM,Jubbada Dhexe,SO,,1.083303,42.583303,4,1,Added missing admin-1 capital.,1490,1490,0,3,3,-1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,,"No GeoNames match due to small population, not in GeoNames, or poor NEV placement.",0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,WJR,29.32813007020338,true,9.395277777777778 
10,1,8,Admin-1 capital,Dhuusa Mareeb,,,0,Dhuusa Mareeb,0,0,,0,0,Somalia,SOM,Somalia,SOM,Galguduud,SO,,5.742,46.508004,4,1,Added missing admin-1 capital.,447,447,0,2,2,-1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,,"No GeoNames match due to small population, not in GeoNames, or poor NEV placement.",0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,GLK,26.194827582799466,true,4.233333333333333 
6,30,5,Populated place,Nasca,,,0,Nasca,0,0,,0,0,Peru,PER,Peru,PER,Ica,PE,,-14.830013,-74.94001,1,0,Changed scale rank.,23556,23218,23218,7,7,3934356,,Nasca,1,0,23218,23218,0,0,0,20,14,14,5,5,24,24,15,15,-74.975,-74.975,-74.916667,-74.916667,-14.858333,-14.858333,-14.816667,-14.816667,-74.946814,-14.832108,0,Nazca,P,PPL,11,23556,0,595,America/Lima,GeoNames spatial join with similar names only.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,AYP,29.836562986016535,false, 
6,30,7,Populated place,Filadelfia,,,0,Filadelfia,0,0,,0,0,Paraguay,PRY,Paraguay,PRY,Boqueran,PY,,-22.339994,-60.02999,1,0,Changed scale rank.,10470,8048,0,6,5,3867291,,Filadelfia,1,0,10470,10470,0,0,0,20,9,9,3,3,14,14,9,9,-60.05,-60.05,-60.008333,-60.008333,-22.366667,-22.366667,-22.341667,-22.341667,-60.029167,-22.352652,0,Filadelfia,P,PPL,24,8048,0,129,America/Asuncion,GeoNames match with ascii name + lat + long whole numbers.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BYC,25.91830075238269,false, 
6,30,8,Admin-1 capital,Bluefields,,,0,Bluefields,0,0,,0,0,Nicaragua,NIC,Nicaragua,NIC,Atl,NI,,11.999977,-83.764949,1,0,Changed scale rank.,44373,35693,0,7,7,3620680,,Bluefields,1,0,35693,35693,0,0,0,20,6,6,2,2,11,11,7,7,-83.775,-83.775,-83.758333,-83.758333,12,12,12.033333,12.033333,-83.766071,12.018452,0,Bluefields,P,PPL,18,44373,0,-9999,America/Managua,Geonames ascii name + lat.d + long.d matching.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TTQ,22.916819223223282,false, 
6,30,3,Admin-1 capital,Melilla,,,0,Melilla,0,0,,0,0,Kingdom of Spain,ESP,Spain,ESP,Melilla,ES,,35.300002,-2.950011,1,0,Changed scale rank.,141308,73460,131418,9,8,2513947,,Melilla,1,0,141308,141308,0,0,0,20,36,36,14,14,46,46,28,28,-2.991667,-2.991667,-2.916667,-2.916667,35.241667,35.241667,35.341667,35.341667,-2.957051,35.289423,0,Melilla,P,PPLA,0,67838,0,70,Africa/Ceuta,GeoNames match general.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MLN,7.036863778095688,false, 
6,30,6,Admin-0 region capital,Funchal,,,0,Funchal,0,0,,0,0,Portugal,PRT,Portugal,PRT,Madeira,PT,,32.649983,-16.88004,1,0,Changed scale rank.,204767,100847,204767,10,9,2267827,,Funchal,1,0,204767,204767,0,0,0,20,60,60,23,23,61,61,38,38,-17,-17,-16.825,-16.825,32.625,32.625,32.691667,32.691667,-16.926155,32.65748,0,Funchal,P,PPLA,10,100847,0,-9999,Atlantic/Madeira,GeoNames match general.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FNC,6.133185812989373,false, 
6,30,8,Admin-1 capital,Bo,,,0,Bo,0,0,,0,0,Sierra Leone,SLE,Sierra Leone,SLE,Southern,SL,,7.970016,-11.740018,1,0,Changed scale rank.,174354,167027,167027,9,9,2410048,,Bo,1,0,167027,167027,0,0,0,20,34,34,13,13,33,33,21,21,-11.775,-11.775,-11.7,-11.7,7.925,7.925,7.991667,7.991667,-11.737292,7.961042,0,Bo,P,PPLA,3,174354,0,149,Africa/Freetown,GeoNames match general.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FNA,10.188801081796893,false, 
6,30,8,Admin-1 capital,Ziguinchor,,,0,Ziguinchor,0,0,,0,0,Senegal,SEN,Senegal,SEN,Ziguinchor,SM,,12.589992,-16.289998,1,0,Changed scale rank.,191716,159778,0,9,9,2243940,,Ziguinchor,1,0,191716,191716,0,0,0,20,31,31,12,12,29,29,18,18,-16.3,-16.3,-16.241667,-16.241667,12.525,12.525,12.591667,12.591667,-16.271959,12.564077,0,Ziguinchor,P,PPLA,12,159778,0,16,Africa/Dakar,GeoNames match general.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ZIG,13.739640237371258,false, 
6,30,6,Populated place,Arlit,Uranium,,0,Arlit,0,0,,0,0,Niger,NER,Niger,NER,Agadez,NE,,18.819974,7.329981,1,0,Changed scale rank.,100000,80000,0,8,8,-1,,Arlit (uranium),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,,"No GeoNames match due to small population, not in GeoNames, or poor NEV placement.",0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TMR,9.38727510766032,false, 
6,30,6,Populated place,Djado,,,0,Djado,0,0,,0,0,Niger,NER,Niger,NER,Agadez,NE,,21.014982,12.307507,1,0,Changed scale rank.,10,10,0,1,1,-1,,Djado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,,"No GeoNames match due to small population, not in GeoNames, or poor NEV placement.",0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,DJG,9.292925714788256,false, 
6,30,3,Admin-1 capital,Palma,,Palma De Mallorca,0,Palma,0,0,,0,0,Kingdom of Spain,ESP,Spain,ESP,Islas Baleares,ES,,39.574263,2.654246,1,0,Changed scale rank.,375773,264129,263681,10,10,2512989,,Palma,1,0,264129,264129,0,0,0,20,133,133,51,51,168,168,104,104,2.516667,2.516667,2.808333,2.808333,39.466667,39.466667,39.658333,39.658333,2.649233,39.586629,0,Palma,P,PPLA,7,375773,0,13,Europe/Madrid,GeoNames match general.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,PMI,4.255146332301102,false, 
6,30,5,Populated place,Al Wajh,,,0,Al Wajh,0,0,,0,0,Saudi Arabia,SAU,Saudi Arabia,SAU,Tabuk,SA,,26.232416,36.463552,1,0,Changed scale rank.,43237,26636,43237,7,7,108773,,Al Wajh,1,0,43237,43237,0,0,0,20,8,8,3,3,16,16,10,10,36.441667,36.441667,36.475,36.475,26.225,26.225,26.266667,26.266667,36.4575,26.245833,0,Al Wajh,P,PPL,19,26636,0,1,Asia/Riyadh,Geonames ascii name + lat.d + long.d matching.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,EJH,12.863530995207121,false, 
6,30,5,Populated place,Rumbek,,,0,Rumbek,0,0,,0,0,South Sudan,SSD,South Sudan,SSD,Lakes,SS,,6.80001,29.683294,21,0,Changed scale rank. Changed country.,32083,3462,3462,7,4,367927,,Rumbek,1,0,3462,3462,0,0,0,20,3,3,1,1,7,7,5,5,29.666667,29.666667,29.683333,29.683333,6.8,6.8,6.816667,6.816667,29.675,6.808333,0,Rumbek,P,PPLA,37,32083,0,407,Africa/Khartoum,Geonames ascii name + lat.d + long.d matching.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,JUB,14.564665548492158,false, 
6,30,5,Populated place,Yambio,,,0,Yambio,0,0,,0,0,South Sudan,SSD,South Sudan,SSD,West Equatoria,SS,,4.570534,28.416343,21,0,Changed scale rank. Changed country.,40382,8459,9288,7,5,363656,,Yambio,1,0,8459,8459,0,0,0,20,25,25,10,10,39,39,24,24,28.375,28.375,28.441667,28.441667,4.541667,4.541667,4.6,4.6,28.404454,4.56796,0,Yambio,P,PPLA,45,40382,0,632,Africa/Khartoum,Geonames ascii name + lat.d + long.d matching.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,IRP,21.33008400621585,false, 
6,30,5,Populated place,Bor,,,0,Bor,0,0,,0,0,South Sudan,SSD,South Sudan,SSD,Jungoli,SS,,6.207204,31.559148,21,0,Population from GeoNames. Changed scale rank. Changed country.,26782,26782,0,7,7,377241,,Bor,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bor,P,PPLA,51,26782,0,407,Africa/Khartoum,Geonames ascii name + lat.d + long.d matching.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,JUB,14.564665548492158,false, 
6,30,5,Populated place,Medani,,,0,Medani,0,0,,0,0,Sudan,SDN,Sudan,SDN,Gezira,SD,,14.39996,33.520011,1,0,Changed scale rank.,332714,284367,284533,10,10,364103,,Medani,1,0,284367,284367,0,0,0,20,95,95,37,37,106,106,66,66,33.483333,33.483333,33.625,33.625,14.3,14.3,14.466667,14.466667,33.542935,14.399167,0,Wad Madani,P,PPLA,38,332714,0,412,Africa/Khartoum,GeoNames spatial join with similar names only.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,KRT,12.585385445387066,false, 
6,30,5,Populated place,Gedaref,,,0,Gedaref,0,0,,0,0,Sudan,SDN,Sudan,SDN,Gedarif,SD,,14.039982,35.38,1,0,Changed scale rank.,201282,201282,201282,10,10,379062,,Gedaref,1,0,201282,201282,0,0,0,20,46,46,18,18,46,46,28,28,35.333333,35.333333,35.416667,35.416667,13.991667,13.991667,14.091667,14.091667,35.384015,14.036439,0,Al Qadarif,P,PPLA,39,0,0,635,Africa/Khartoum,GeoNames spatial join with similar names only.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,GDQ,14.568003931900153,false, 
6,30,5,Populated place,EdDamer,,,0,EdDamer,0,0,,0,0,Sudan,SDN,Sudan,SDN,River Nile,SD,,17.589972,33.959984,1,0,Changed scale rank.,103941,84856,84856,9,8,380173,,EdDamer,1,0,84856,0,0,0,0,10,14,14,5,5,20,20,12,12,33.941667,33.941667,33.983333,33.983333,17.566667,17.566667,17.616667,17.616667,33.967892,17.590931,0,Ad-Damar,P,PPLA,53,103941,0,362,Africa/Khartoum,GeoNames spatial join with similar names only.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,KRT,12.585385445387066,false, 
10,1,6,Admin-1 capital,Trincomalee,,,0,Trincomalee,0,0,,0,0,Sri Lanka,LKA,Sri Lanka,LKA,Trincomalee,LK,,8.568999,81.233002,4,1,Added missing admin-1 capital. Population from GeoNames.,108420,108420,0,9,9,1226260,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Trincomalee,P,PPL,31,108420,0,1,Asia/Colombo,Geonames ascii name + lat.d + long.d matching.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TRR,20.867049327658535,false, 
6,30,5,Populated place,Wadi Halfa,,,0,Wadi Halfa,0,0,,0,0,Sudan,SDN,Sudan,SDN,Northern,SD,,21.800025,31.349962,1,0,Changed scale rank.,17121,17121,0,6,6,-1,,Wadi Halfa,1,0,17121,17121,0,0,0,20,12,12,5,5,18,18,11,11,31.35,31.35,31.4,31.4,21.775,21.775,21.808333,21.808333,31.374167,21.791944,0,,,,0,0,0,0,,"No GeoNames match due to small population, not in GeoNames, or poor NEV placement.",0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ABS,13.409053822162196,false, 
6,30,5,Populated place,Merowe,,,0,Merowe,0,0,,0,0,Sudan,SDN,Sudan,SDN,Northern,SD,,18.483302,31.816652,1,0,Changed scale rank.,10234,4576,4576,6,4,370481,,Merowe,1,0,4576,4576,0,0,0,20,4,4,2,2,9,9,6,6,31.808333,31.808333,31.833333,31.833333,18.475,18.475,18.491667,18.491667,31.8225,18.4825,0,Marawi,P,PPL,30,10234,0,276,Africa/Khartoum,GeoNames spatial join with similar names only.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,KRT,12.585385445387066,false, 
6,30,5,Admin-1 capital,Kosti,,,0,Kosti,0,0,,0,0,Sudan,SDN,Sudan,SDN,White Nile,SD,,13.169983,32.660011,1,0,Changed feature class. Changed scale rank.,345068,203858,184708,10,10,371760,,Kosti,1,0,203858,203858,0,0,0,20,33,33,13,13,29,29,18,18,32.633333,32.633333,32.7,32.7,13.116667,13.116667,13.175,13.175,32.664375,13.149375,0,Kusti,P,PPL,27,345068,0,378,Africa/Khartoum,GeoNames spatial join with similar names only.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,KRT,12.585385445387066,false, 
6,30,5,Populated place,Sennar,,,0,Sennar,0,0,,0,0,Sudan,SDN,Sudan,SDN,Sennar,SD,,13.54996,33.600006,1,0,Changed scale rank.,130122,76494,76654,9,8,367644,,Sennar,1,0,76494,0,0,0,0,10,14,14,5,5,18,18,11,11,33.583333,33.583333,33.625,33.625,13.516667,13.516667,13.558333,13.558333,33.608578,13.53701,0,Sannar,P,PPL,27,130122,0,396,Africa/Khartoum,GeoNames spatial join with similar names only.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,KRT,12.585385445387066,false, 
10,1,2,Admin-1 capital,Umuahia,,,0,Umuahia,0,0,,0,0,Nigeria,NGA,Nigeria,NGA,Abia,NG,,5.532003,7.486002,4,1,Added missing admin-1 capital. Population from GeoNames.,264662,264662,0,10,10,2320576,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Umuahia,P,PPLA,45,264662,0,151,Africa/Lagos,GeoNames match general.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,QOW,13.443189626137029,true,0.8138888888888889 
6,30,5,Populated place,Kadugli,,,0,Kadugli,0,0,,0,0,Sudan,SDN,Sudan,SDN,South Kordufan,SD,,11.00996,29.700037,1,0,Changed scale rank.,176931,87666,177096,9,8,373141,,Kadugli,1,0,176931,176931,0,0,0,20,34,34,13,13,50,50,31,31,29.683333,29.683333,29.758333,29.758333,10.95,10.95,11.041667,11.041667,29.724583,11.000625,0,Kadugli,P,PPLA,50,87666,0,493,Africa/Khartoum,Geonames ascii name + lat.d + long.d matching.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,UYL,16.101182786081132,false, 
6,30,5,Admin-1 capital,Abha,,,0,Abha,0,0,,0,0,Saudi Arabia,SAU,Saudi Arabia,SAU,`Asir,SA,,18.230088,42.500134,1,0,Changed scale rank.,210886,204719,207868,10,10,110690,,Abha,1,0,204719,204719,0,0,0,20,36,36,14,14,38,38,24,24,42.466667,42.466667,42.55,42.55,18.183333,18.183333,18.25,18.25,42.508523,18.217235,0,Abha,P,PPL,0,210886,0,2271,Asia/Riyadh,Geonames ascii name + lat.d + long.d matching.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,AHB,12.790942884945022,false, 
6,30,5,Admin-1 capital,Jizan,,Jaizan,0,Jizan,0,0,,0,0,Saudi Arabia,SAU,Saudi Arabia,SAU,Jizan,SA,,16.906551,42.556565,1,0,Changed scale rank.,105198,95596,0,9,8,105299,,Jizan,1,0,95596,95596,0,0,0,20,28,28,11,11,36,36,22,22,42.533333,42.533333,42.608333,42.608333,16.875,16.875,16.941667,16.941667,42.569608,16.899265,0,Jizan,P,PPL,17,105198,0,43,Asia/Riyadh,Geonames ascii name + lat.d + long.d matching.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,GIZ,12.98047824610827,false, 
6,30,5,Populated place,Nimule,,,0,Nimule,0,0,,0,0,South Sudan,SSD,South Sudan,SSD,East Equatoria,SS,,3.599999,32.050023,21,0,Changed scale rank. Changed country.,242,242,0,2,2,-1,,Nimule,1,2,242,0,0,0,0,10,1,1,0,0,4,4,2,2,32.041667,32.041667,32.05,32.05,3.591667,3.591667,3.6,3.6,32.045833,3.595833,0,,,,0,0,0,0,,"No GeoNames match due to small population, not in GeoNames, or poor NEV placement.",0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,RUA,15.455714720249407,false, 
10,1,6,Admin-1 capital,Ratnapura,,,0,Ratnapura,0,0,,0,0,Sri Lanka,LKA,Sri Lanka,LKA,Ratnapura,LK,,6.693003,80.386003,4,1,Added missing admin-1 capital. Population from GeoNames.,47832,47832,0,7,7,1228730,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ratnapura,P,PPL,33,47832,0,128,Asia/Colombo,Geonames ascii name + lat.d + long.d matching.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,CMB,18.22813465687405,true,1.7111111111111112 
6,30,7,Admin-1 capital,Lillehammer,,,0,Lillehammer,0,0,,0,0,Kingdom of Norway,NOR,Norway,NOR,Oppland,NO,,61.133283,10.50002,1,0,Changed scale rank.,19542,19096,16439,6,6,3147474,,Lillehammer,1,0,19542,19542,0,0,0,20,25,25,10,10,51,51,32,32,10.391667,10.391667,10.533333,10.533333,61.083333,61.083333,61.166667,61.166667,10.466737,61.124788,0,Lillehammer,P,PPLA,11,19096,0,210,Europe/Oslo,GeoNames match general.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,VDB,6.21969130564571,false, 
