valid,lat,lon,name,adm,airport,allairport,alltime,nonairport,nontime,oneairport,onetime,twoairport,twotime,time
true,16.429991,-95.019999,Juchitan,MEX,,HUX,,MEX,,HUX,,TAP,,24.784885329519568 
true,17.249992,-100.679989,Tecpan,MEX,,ZIH,,MEX,,ZIH,,TLC,,23.379456523207235 
true,17.199995,-100.43003,Atoyac,MEX,,ACA,,MEX,,ACA,,TLC,,23.10613424962587 
true,19.410015,-99.029987,Nezahualcoyotl,MEX,,MEX,,MEX,,PBC,,TLC,,19.029980243135522 
true,20.379982,-100.000031,SanJuandelRio,MEX,,QRO,,MEX,,QRO,,TLC,,20.849396909802188 
true,18.850024,-97.129999,Orizaba,MEX,,JAL,,MEX,,JAL,,TLC,,22.07378579869108 
true,17.939976,-94.73999,Jaltipan,MEX,,MTT,,MEX,,MTT,,TAP,,22.216068808801356 
true,20.216581,-96.783354,Nautla,MEX,,JAL,,MEX,,JAL,,TLC,,23.2127580209133 
true,19.529982,-96.919986,Xalapa,MEX,,JAL,,MEX,,JAL,,TLC,,21.500010492690155 
true,16.749997,-92.633374,SanCristobaldeLasCasas,MEX,,TGZ,,MEX,,TGZ,,TAP,,21.844211787364642 
true,15.330006,-92.62999,Escuintla,MEX,,TAP,,MEX,,TGZ,,TAP,,24.203122648444744 
true,21.09999,-89.279987,Motul,MEX,,MID,,CUN,,MID,,SPR,,20.55193376273808 
true,20.199993,-89.279987,Tekax,MEX,,MID,,CUN,,MID,,SPR,,21.554989318293636 
true,7.629959,4.179993,Iwo,NGA,,IBA,,LOS,,IBA,,COO,,15.050758073931998 
true,20.129972,-88.919984,Peto,MEX,,MID,,CUN,,MID,,SPR,,20.851314581925156 
true,20.479976,-90.080016,Halacho,MEX,,MID,,CUN,,MID,,SPR,,20.784517096071415 
true,7.970016,3.590003,Iseyin,NGA,,IBA,,LOS,,IBA,,COO,,15.207841407265333 
true,42.00923,20.970079,Tetovo,MKD,,SKP,,SKP,,KSO,,CKZ,,8.07461697726896 
true,33.563028,35.368787,Saida,LBN,,BEY,,BEY,,ECN,,HFA,,10.233621729870807 
true,52.779942,18.249987,Inowroclaw,POL,,BZG,,BZG,,KGD,,RNB,,6.865433859427999 
true,54.18996,19.402681,Elblag,POL,,GDN,,GDN,,KGD,,KLR,,7.140662792646855 
true,50.350039,18.909998,Bytom,POL,,KTW,,KTW,,PED,,RNB,,6.583193294762904 
true,53.800035,20.480031,Olsztyn,POL,,KGD,,GDN,,KGD,,KLR,,8.466635014869077 
true,47.64824,53.326502,Maqat,KAZ,,GUW,,GYD,,GUW,,URA,,14.241653963942742 
true,50.68498,17.93135,Opole,POL,,KTW,,KTW,,PED,,RNB,,7.643887739207349 
true,59.669987,56.749962,Solikamsk,RUS,,PEE,,,,PEE,,URJ,,15.331664143015807 
true,52.499675,73.099713,Bestobe,KAZ,,TSE,,TSE,,KOV,,KRO,,16.80110880674186 
true,59.064365,57.634301,Kizel,RUS,,PEE,,,,PEE,,URJ,,15.97838636523803 
true,50.579948,72.569927,Osakarovka,KAZ,,TSE,,TSE,,KGF,,KRO,,13.759303251186301 
true,48.274869,72.859883,Aqadyr,KAZ,,KGF,,TSE,,KGF,,TCG,,17.682081972053385 
true,52.499908,78.149948,Sharbaqty,KAZ,,PWQ,,TSE,,PWQ,,TCG,,16.22065030692802 
true,50.631598,81.904964,Shemonaikha,KAZ,,UKK,,TSE,,UKK,,TCG,,16.86106427271089 
true,49.699898,83.424871,Serebryansk,KAZ,,UKK,,ALA,,UKK,,TCG,,16.74634205048867 
true,43.334137,76.82884,Boralday,KAZ,,ALA,,ALA,,FRU,,AKU,,14.024455450532772 
true,44.161554,79.98012,Zharkent,KAZ,,YIN,,ALA,,FRU,,YIN,,17.87339989497722 
true,43.36907,77.443789,Esik,KAZ,,ALA,,ALA,,FRU,,YIN,,14.260788783866106 
true,42.189917,69.87991,Lenger,KAZ,,CIT,,TAS,,CIT,,DYU,,15.365587471375978 
true,43.516503,68.51989,Kentau,KAZ,,CIT,,TAS,,CIT,,DYU,,17.339443555838205 
true,38.251734,125.102069,Changyon,PRK,,FNJ,,ICN,,FNJ,,WJU,,23.435265282854633 
true,39.028172,127.518562,Anbyon,PRK,,YNY,,ICN,,YNY,,WJU,,71.38568494887878 
true,39.381303,127.251705,Munchon,PRK,,FNJ,,ICN,,FNJ,,WJU,,24.273015282854637 
true,37.963999,126.564409,Kaesong,PRK,,GMP,,ICN,,GMP,,WJU,,73.74810161554544 
true,40.825478,125.800838,Chosan,PRK,,DDG,,ICN,,DDG,,NBS,,24.281573401755363 
false,41.145433,126.295846,Manpo,PRK,NBS,NBS,,ICN,,DDG,,NBS,, 
true,39.4236,125.938969,Sunchon,PRK,,FNJ,,ICN,,FNJ,,WJU,,21.846543060632413 
true,40.81752,128.155319,Kimhyonggwon,PRK,,NBS,,ICN,,YNJ,,NBS,,26.708197887153503 
true,47.476881,101.450179,Tsetserleg,MNG,,BYN,,,,ULN,,BYN,,24.669442612941793 
false,60.581585,169.049981,Pakhachi,RUS,DYR,DYR,,,,DYR,,CYX,, 
true,52.703849,-8.864147,Shannon,IRL,,SNN,,SNN,,WAT,,LEQ,,5.191123117260152 
true,52.258295,-7.111928,Waterford,IRL,,WAT,,ORK,,WAT,,LEQ,,6.508509168491269 
true,52.266692,-9.716653,Tralee,IRL,,KIR,,KIR,,WAT,,LEQ,,5.334922039056674 
true,54.650009,-8.116673,Donegal,IRL,,CFN,,LDY,,CFN,,CEG,,6.179634536608829 
true,44.650025,10.919995,Modena,ITA,,BLQ,,BLQ,,RMI,,LGG,,6.519019807308475 
true,39.083337,17.123337,Crotone,ITA,,SUF,,SUF,,REG,,PNL,,8.746700224575429 
true,38.666592,16.10004,ViboValentia,ITA,,SUF,,SUF,,REG,,PNL,,7.789672446797652 
true,38.114998,15.64136,ReggiodiCalabria,ITA,,REG,,CTA,,REG,,PNL,,9.365951034565212 
true,41.05996,14.337357,Caserta,ITA,,NAP,,NAP,,BWK,,PNL,,7.208439273314515 
true,36.930031,14.729995,Ragusa,ITA,,CIY,,CIY,,REG,,PNL,,7.812575008918726 
true,41.319996,16.270004,Barletta,ITA,,BRI,,BRI,,BWK,,PNL,,7.760031632359014 
true,32.549989,35.849998,Irbid,JOR,,HFA,,AMM,,URY,,HFA,,11.632574708190823 
true,32.039193,35.727214,AsSalt,JOR,,AMM,,AMM,,URY,,SDV,,10.921824708190822 
true,32.069992,36.100008,AzZarqa,JOR,,AMM,,AMM,,URY,,SDV,,10.824130263746378 
true,45.450002,8.61998,Novara,ITA,,MXP,,MXP,,LUG,,LGG,,6.175364002087043 
true,46.070016,13.240008,Udine,ITA,,TRS,,TRS,,KLU,,LGG,,6.546037790052478 
true,44.929982,8.209979,Asti,ITA,,TRN,,TRN,,CUF,,ANG,,6.524219576416488 
true,45.810006,9.080004,Como,ITA,,LUG,,MXP,,LUG,,LGG,,6.224002890975932 
true,45.670015,12.240017,Treviso,ITA,,TSF,,TSF,,BZO,,LGG,,6.032799043645092 
true,39.830035,97.729993,Yumen,CHN,,JGN,,,,JZH,,DNH,,24.500305645983914 
true,35.600009,103.200047,Linxia,CHN,,LHW,,CTU,,JZH,,LHW,,23.028569947476857 
true,26.229987,117.580048,Sanming,CHN,,LCX,,CAN,,MXZ,,LCX,,26.341172560800203 
true,39.540053,115.789976,Zhuozhou,CHN,,NAY,,PEK,,DAT,,TSN,,19.051471326915248 
true,23.079972,114.399983,Huizhou,CHN,,SZX,,HKG,,MXZ,,SZX,,21.795657908015105 
true,23.680039,116.630028,Chaozhou,CHN,,SWA,,HKG,,MXZ,,XMN,,24.385617005244647 
true,45.899975,6.11667,Annecy,FRA,,GVA,,GVA,,DLE,,ANG,,5.854628082877749 
true,-3.670023,-79.649981,Pinas,ECU,,LOH,,,,,,GYE,,27.81368910966924 
true,-0.933342,-91.016651,PuertoVillamil,ECU,,GPS,,,,,,,,28.449965984285072 
true,46.033326,4.066666,Roanne,FRA,,EBU,,LYS,,EBU,,ANG,,6.684281368191908 
false,-0.900011,-89.599968,PuertoBaquerizoMoreno,ECU,SCY,SCY,,,,,,,, 
true,-1.609993,-79.01002,Guaranda,ECU,,GYE,,,,BOG,,GYE,,26.799133554113688 
true,-2.740002,-78.84003,Azogues,ECU,,CUE,,,,BOG,,GYE,,26.535473110658657 
true,-2.200035,-80.980003,Salinas,ECU,,GYE,,,,,,GYE,,25.714411331891466 
true,-2.189958,-78.849978,Alausi,ECU,,CUE,,,,BOG,,GYE,,26.598077998558132 
true,-0.310021,-78.45995,Sangolqui,ECU,,UIO,,,,BOG,,UIO,,23.886719087866098 
true,5.716614,-75.316628,Sonson,COL,,MDE,,,,BOG,,EOH,,24.4231769187482 
true,5.719998,-72.940003,Sogamoso,COL,,EYP,,,,BOG,,EYP,,23.330693427922508 
true,7.089992,-73.849999,Barrancabermeja,COL,,EJA,,,,BOG,,EJA,,22.9478084031538 
true,9.869978,-83.929978,Cartago,CRI,,SYQ,,,,LIR,,SYQ,,23.60089809181877 
true,8.650026,-83.149974,Golfito,CRI,,GLF,,,,LIR,,SYQ,,25.35337065023053 
true,10.02002,-84.230037,Alajuela,CRI,,SJO,,,,LIR,,SJO,,22.934001154368946 
true,10.429995,-85.10001,Canas,CRI,,FON,,,,LIR,,TNO,,21.6145394221163 
true,0.609974,-80.02001,Muisne,ECU,,ESM,,,,BOG,,UIO,,26.939524972520815 
true,13.719975,-89.729986,Sonsonate,SLV,,SAL,,CUN,,SAL,,TAP,,22.215997296989244 
true,13.880043,-88.630001,Sensuntepeque,SLV,,SAL,,CUN,,SAL,,LCE,,22.810997296989242 
true,21.839996,-78.761947,CiegodeAvila,CUB,,CCC,,NAS,,CCC,,LYB,,19.894158878606124 
true,17.966615,-77.233281,MayPen,JAM,,KIN,,KIN,,GAO,,SCU,,17.632755026022235 
true,20.217227,-75.998808,PalmaSoriano,CUB,,SCU,,KIN,,HOG,,SCU,,20.107995879023775 
true,13.483349,-88.183336,SanMiguel,SLV,,SAL,,CUN,,SAL,,LCE,,22.4983028525448 
true,17.983333,-76.949991,SpanishTown,JAM,,KIN,,KIN,,GAO,,SCU,,17.221255026022234 
true,4.310007,-74.809992,Girardot,COL,,IBE,,,,BOG,,IBE,,22.228221205700287 
true,1.149993,-76.629984,Mocoa,COL,,VGZ,,,,BOG,,VGZ,,23.569465789639445 
true,2.690002,-75.330012,Campoalegre,COL,,NVA,,,,BOG,,NVA,,23.146320108109787 
true,4.74998,-75.910028,Cartago,COL,,PEI,,,,BOG,,PEI,,22.900206014762674 
true,1.089997,-77.61995,Tuquerres,COL,,IPI,,,,BOG,,IPI,,23.889963235666517 
true,0.609974,-77.84004,SanGabriel,ECU,,TUA,,,,BOG,,IPI,,24.027352124555406 
true,10.639982,-74.919985,Sabanalarga,COL,,BAQ,,KIN,,BAQ,,CZU,,21.540233302078757 
true,10.920017,-74.769995,Soledad,COL,,BAQ,,KIN,,BAQ,,VUP,,20.89995552430098 
true,10.260031,-75.349985,Arjona,COL,,CTG,,KIN,,CTG,,CZU,,21.48344095959917 
true,9.229991,-74.740022,Magangue,COL,,CZU,,KIN,,CTG,,CZU,,24.333968737376946 
true,10.479992,-73.25001,Valledupar,COL,,VUP,,KIN,,BAQ,,VUP,,23.470030985899474 
true,2.569984,-72.639995,SanJosedelGuaviare,COL,,SJE,,,,BOG,,SJE,,22.768969050018573 
true,4.089995,-72.960028,PuertoLopez,COL,,VVC,,,,BOG,,VVC,,23.173637872366953 
true,22.891121,-82.499083,SanAntoniodelosBanos,CUB,,HAV,,HAV,,VRA,,LYB,,16.84858886238538 
true,22.515795,-79.47224,Caibarien,CUB,,SNU,,HAV,,SNU,,LYB,,19.312622409426346 
true,22.315807,-79.655484,Placetas,CUB,,SNU,,HAV,,SNU,,LYB,,19.247427964981902 
true,22.836137,-82.028027,Guines,CUB,,HAV,,HAV,,VRA,,LYB,,17.360283306829825 
true,52.029988,8.530011,Bielefeld,DEU,,PAD,,DTM,,PAD,,MST,,6.187066570987625 
true,51.429973,6.750017,Duisburg,DEU,,DUS,,DUS,,FMO,,MST,,5.086601079016095 
true,51.529967,7.450026,Dortmund,DEU,,DTM,,DTM,,FMO,,MST,,5.225316570987625 
true,51.25001,7.169991,Wuppertal,DEU,,DUS,,DUS,,FMO,,MST,,5.505934412349428 
true,48.999992,8.399993,Karlsruhe,DEU,,FKB,,FKB,,MHG,,LGG,,5.691811112190968 
true,51.449998,7.016615,Essen,DEU,,DUS,,DUS,,FMO,,MST,,5.275851079016094 
true,49.419992,8.699975,Heidelberg,DEU,,MHG,,FRA,,MHG,,MST,,6.142531836519012 
true,53.129999,8.220004,Oldenburg,DEU,,BRE,,BRE,,GRQ,,MST,,5.669716904086731 
true,51.300007,9.50003,Kassel,DEU,,KSF,,ERF,,KSF,,MST,,7.25116859425261 
true,53.366677,7.216655,Emden,DEU,,GRQ,,BRE,,GRQ,,MST,,6.655689126308953 
true,52.249975,10.50002,Braunschweig,DEU,,HAJ,,HAJ,,KSF,,MST,,6.0921995819990595 
true,50.970053,11.029962,Erfurt,DEU,,ERF,,ERF,,KSF,,MST,,5.476890816474832 
true,45.487209,15.547774,Karlovac,HRV,,ZAG,,ZAG,,BNX,,MST,,6.9848327064299225 
true,45.329984,14.450012,Rijeka,HRV,,RJK,,RJK,,KLU,,LGG,,6.686672041536444 
true,50.266607,10.966607,Coburg,DEU,,ERF,,ERF,,KLV,,MST,,6.7177241498081655 
true,49.470015,10.99999,Furth,DEU,,NUE,,NUE,,AGB,,MST,,5.577475667859977 
true,48.980019,14.460037,CeskeBudejovice,CZE,,LNZ,,LNZ,,PED,,MST,,7.441547201240339 
true,50.79996,15.079999,Liberec,CZE,,PRG,,PRG,,PED,,RNB,,7.265799436712736 
true,50.829984,12.919976,Chemnitz,DEU,,DRS,,DRS,,KLV,,MST,,6.667326298978915 
true,45.160278,18.015582,SlavonskiBrod,HRV,,BNX,,OSI,,BNX,,CKZ,,7.960766241077769 
true,49.630031,17.249996,Olomouc,CZE,,OSR,,OSR,,PED,,RNB,,7.1791345611741315 
true,59.399978,27.283337,Kohtla-Jarve,EST,,TAY,,TLL,,TAY,,KOK,,9.095409627259883 
true,28.950002,89.63333,Gyangze,CHN,,LXA,,ZYL,,IXB,,LXA,,25.077363793018705 
true,34.795252,109.937775,Dali,CHN,,YCU,,CTU,,XIY,,YCU,,21.696455177131106 
true,32.520016,111.500005,Danjiangkou,CHN,,XFN,,CTU,,XFN,,YIH,,22.7919133957955 
true,37.869974,113.570008,Yangquan,CHN,,TYN,,PEK,,DAT,,TYN,,22.81636021580414 
true,32.570039,110.779998,Shiyan,CHN,,XFN,,CTU,,XFN,,YIH,,23.4089133957955 
true,48.350006,10.899996,Augsburg,DEU,,AGB,,FMM,,AGB,,MST,,6.655004642991127 
true,30.320021,112.229987,Shashi,CHN,,YIH,,CAN,,XFN,,YIH,,23.96324059732286 
true,31.269989,113.670002,Anlu,CHN,,WUH,,PVG,,XFN,,WUH,,23.523107840239945 
true,25.969977,113.400044,Zixing,CHN,,KOW,,CAN,,KOW,,JGS,,27.752399756913317 
true,31.133331,104.399974,Deyang,CHN,,MIG,,CTU,,GYS,,NAO,,18.970644209458708 
true,25.033316,98.466589,Tengchong,CHN,,TCZ,,ZYL,,TCZ,,BSD,,21.488521721131512 
true,23.361945,103.406132,Mengzi,CHN,,WNH,,CTU,,KMG,,WNH,,24.22226117877318 
true,25.036416,101.545574,Chuxiong,CHN,,KMG,,CTU,,KMG,,LNJ,,22.775900067662068 
true,37.719983,115.700007,Hengshui,CHN,,SJW,,PEK,,TNA,,SJW,,21.324637993581916 
true,33.570004,114.02998,Luohe,CHN,,CGO,,PEK,,LYA,,CGO,,24.109180587433197 
true,40.594407,115.024338,Xuanhua,CHN,,DAT,,PEK,,DAT,,TSN,,19.89094354913747 
true,41.810018,120.760009,Beipiao,CHN,,CHG,,PEK,,CHG,,JNZ,,20.926756979902553 
true,39.625913,121.995954,Wafangdian,CHN,,DLC,,ICN,,DLC,,JNZ,,21.639277711291044 
true,35.98996,119.380093,Zhucheng,CHN,,WEF,,PEK,,WEF,,TSN,,21.420438260001355 
true,39.231958,117.776986,Hangu,CHN,,TSN,,PEK,,DOY,,TSN,,19.83208243802636 
true,34.380006,118.350026,Xinyi,CHN,,LYI,,PVG,,LYI,,FUG,,21.70705002087724 
true,32.399998,119.430012,Yangzhou,CHN,,YTY,,PVG,,YTY,,TXN,,21.615432910004447 
true,28.850008,121.119987,Linhai,CHN,,HYN,,PVG,,HYN,,TXN,,22.693997101107875 
true,28.65002,121.250004,Huangyan,CHN,,HYN,,PVG,,HYN,,TXN,,22.18627487888565 
true,34.67203,133.917087,Okayama,JPN,,OKJ,,HND,,OKJ,,UKB,,22.265064318200473 
true,33.965432,130.945433,Shimonoseki,JPN,,KKJ,,ICN,,KKJ,,IKI,,23.921950795496947 
true,45.499999,124.299999,Daan,CHN,,HRB,,PEK,,HLH,,MDG,,23.852099486005073 
true,44.269997,123.989992,Changling,CHN,,CGQ,,PEK,,CGQ,,NBS,,23.567977216218143 
true,41.679974,125.749988,Tonghua,CHN,,NBS,,ICN,,SHE,,NBS,,24.79790077192039 
true,41.900012,126.429998,Baishan,CHN,,NBS,,ICN,,CGQ,,NBS,,25.09261455382017 
true,42.882304,129.512756,Yanji,CHN,,YNJ,,ICN,,YNJ,,MDG,,21.594369484127423 
true,31.383316,130.850039,Kanoya,JPN,,KOJ,,ICN,,KOJ,,FUJ,,22.92290219263626 
true,34.344737,134.044779,Takamatsu,JPN,,TAK,,HND,,TAK,,UKB,,22.411812902825044 
true,34.06739,134.5525,Tokushima,JPN,,TKS,,HND,,TKS,,UKB,,23.010952484958505 
true,50.78332,121.516655,ErgunZuoqi,CHN,,JGD,,,,BQS,,NZH,,26.87612079610867 
true,41.549439,113.533886,Shangdu,CHN,,HET,,PEK,,DAT,,HET,,22.925526882470805 
true,50.566667,123.716676,OrongenZizhiqi,CHN,,JGD,,,,BQS,,NZH,,28.09009595674369 
true,41.095514,111.440836,Wuchuan,CHN,,HET,,PEK,,DAT,,HET,,22.557540159269305 
true,40.8847,107.140013,HangginHouqi,CHN,,RLK,,PEK,,DAT,,BAV,,24.568816721544096 
true,46.399996,125.32004,Anda,CHN,,HRB,,PEK,,NDG,,MDG,,23.68493545307674 
true,46.69003,126.100044,Qinggang,CHN,,HRB,,,,NDG,,MDG,,24.62582434196563 
true,47.160053,123.80003,Angangxi,CHN,,NDG,,PEK,,NDG,,MDG,,21.54329656418785 
true,47.209972,123.610015,HulanErgi,CHN,,NDG,,PEK,,NDG,,NZH,,21.857352119743407 
true,46.871853,127.511844,Qingan,CHN,,HRB,,,,NDG,,MDG,,27.14329656418785 
true,47.601835,126.081854,Baiquan,CHN,,NDG,,,,NDG,,MDG,,24.529491008632295 
true,47.245991,127.105978,Suileng,CHN,,HRB,,,,NDG,,MDG,,26.215018786410074 
true,45.281899,130.251884,Linkou,CHN,,JXA,,ICN,,YNJ,,MDG,,25.096588752616192 
true,36.670021,136.999999,Takaoka,JPN,,TOY,,HND,,TOY,,MMJ,,22.757523761645018 
true,36.699994,137.230011,Toyama,JPN,,TOY,,HND,,TOY,,MMJ,,22.513051539422793 
true,35.006402,135.867407,Otsu,JPN,,ITM,,HND,,KIX,,ITM,,23.43384535164399 
true,48.000002,122.719992,Zalantun,CHN,,NDG,,,,NDG,,NZH,,23.777518786410074 
true,36.3927,139.072689,Maebashi,JPN,,MMJ,,HND,,TOY,,MMJ,,21.719946483034622 
true,35.529988,139.705002,Kawasaki,JPN,,HND,,HND,,OIM,,IBR,,20.1982242608124 
true,35.91769,139.491062,Kawagoe,JPN,,HND,,HND,,OIM,,IBR,,20.838168705256845 
true,36.549977,139.870005,Utsunomiya,JPN,,IBR,,NRT,,SDJ,,IBR,,21.77795256689506 
true,35.657706,139.326059,Hachioji,JPN,,HND,,HND,,OIM,,IBR,,20.825668705256845 
true,16.200005,-89.440004,SanLuis,GTM,,PND,,CUN,,SAP,,FRS,,24.177344172749667 
true,37.409976,140.38,Koriyama,JPN,,FKS,,NRT,,SDJ,,IBR,,22.912397011339504 
true,15.469998,-90.379998,Coban,GTM,,GUA,,CUN,,GUA,,FRS,,24.074338899088815 
true,18.466611,-71.416633,Neiba,DOM,,PAP,,PUJ,,POP,,PAP,,20.69908853195344 
true,14.289992,-89.900001,Jutiapa,GTM,,GUA,,CUN,,GUA,,TAP,,22.400338899088815 
true,19.216591,-70.516585,LaVega,DOM,,STI,,PUJ,,POP,,STI,,19.173032976397884 
true,15.830654,-88.756235,Livingston,GTM,,PND,,CUN,,SAP,,PLJ,,23.1031513911342 
true,4.729981,-52.330021,Roura,FRA,,CAY,,,,CAY,,PBM,,18.76675412346217 
true,19.299996,-70.250012,SanFranciscodeMacoris,DOM,,STI,,PUJ,,POP,,STI,,19.47717186528677 
true,5.380019,-52.959982,Sinnamary,FRA,,CAY,,,,CAY,,PBM,,21.04914301235106 
true,28.900005,76.580018,Rohtak,IND,,DEL,,DEL,,IXC,,AGR,,16.332324257763382 
true,28.450006,77.019991,Gurgaon,IND,,DEL,,DEL,,JAI,,AGR,,15.606768702207827 
true,31.100025,77.166597,Simla,IND,,IXC,,LHE,,IXC,,SXR,,19.296044129063986 
true,28.999999,77.019991,Sonipat,IND,,DEL,,DEL,,DED,,AGR,,16.28907425776338 
true,29.169988,75.725031,Hisar,IND,,DEL,,DEL,,LUH,,AGR,,17.490907591096715 
true,28.81001,76.125007,Bhiwani,IND,,DEL,,DEL,,IXC,,AGR,,16.880129813318938 
true,30.320021,76.820003,Ambala,IND,,IXC,,DEL,,IXC,,AGR,,18.223629813318936 
true,21.019995,75.830038,Bhusawal,IND,,IXU,,BOM,,IXU,,HJR,,21.113611005181443 
true,20.266578,73.016618,Silvassa,IND,,STV,,BOM,,STV,,HJR,,18.148738129540572 
true,19.250232,73.160175,Kalyan,IND,,BOM,,BOM,,PNQ,,HJR,,16.746043685096126 
true,34.299959,74.466658,Sopore,IND,,SXR,,ISB,,KDU,,SXR,,17.766850188607258 
true,26.749981,94.216667,Jorhat,IND,,DMU,,ZYL,,DIB,,DMU,,22.150878096195857 
true,48.516663,-2.783303,St.-Brieuc,FRA,,DNR,,DNR,,LAI,,LEQ,,5.505419576495504 
true,43.473275,-1.561595,Biarritz,FRA,,BIQ,,BIQ,,EAS,,ANG,,5.622964737274827 
true,46.583292,0.333277,Poitier,FRA,,PIS,,PIS,,PGX,,ANG,,5.074735425508755 
true,43.519991,5.449993,Aix-en-Provence,FRA,,MRS,,MRS,,AVN,,ANG,,6.0584875512304075 
true,47.480008,-0.53003,Angers,FRA,,NTE,,NTE,,RNS,,ANG,,6.167747497097949 
true,42.699989,2.899967,Perpignan,FRA,,PGF,,PGF,,DCM,,ANG,,5.817982004140188 
true,43.23329,0.083343,Tarbes,FRA,,LDE,,LDE,,PUF,,ANG,,5.780463245169597 
true,50.283325,2.783334,Arras,FRA,,LIL,,BRU,,LIL,,LGG,,3.375805555555556 
true,45.779982,3.080008,Clermont-Ferrand,FRA,,CFE,,BVE,,CFE,,ANG,,7.127778871343691 
true,48.533302,2.666648,Melun,FRA,,ORY,,ORY,,BVA,,LGG,,5.2169498387921776 
true,-52.649979,-71.466604,RioVerde,CHL,,PUQ,,,,FTE,,RGA,,34.76921467548909 
true,47.229997,6.030009,Besancon,FRA,,DLE,,GVA,,DLE,,LGG,,7.430766971766639 
true,-19.116677,-70.133301,Cuya,CHL,,ARI,,,,VVI,,IQQ,,30.089596160857415 
true,-22.319996,-68.929989,Chuquicamata,CHL,,CJC,,,,VVI,,IQQ,,30.973568383079638 
true,-22.35002,-69.669996,MariaElena,CHL,,CJC,,,,VVI,,IQQ,,29.84629060530186 
true,-27.480042,-70.279984,TierraAmarilla,CHL,,CPO,,,,SCL,,IRJ,,35.42914719957981 
true,-31.180023,-70.999992,Combarbala,CHL,,LSC,,,,SCL,,MDZ,,29.825899983287044 
true,-33.599979,-70.699985,SanBernardo,CHL,,SCL,,,,SCL,,MDZ,,26.355011094398154 
true,-32.750005,-70.720009,SanFelipe,CHL,,SCL,,,,SCL,,MDZ,,27.122733316620376 
true,-33.029988,-71.539985,VinadelMar,CHL,,SCL,,,,SCL,,MDZ,,27.21323331662038 
true,-32.459997,-71.240029,LaLigua,CHL,,SCL,,,,SCL,,MDZ,,27.48434442773149 
true,-32.879971,-71.260002,Quillota,CHL,,SCL,,,,SCL,,MDZ,,27.270427761064823 
true,-39.370014,-72.629996,Loncoche,CHL,,ZAL,,,,BRC,,ZAL,,29.86681117661021 
true,-38.740027,-72.960028,NuevaImperial,CHL,,ZCO,,,,BRC,,ZCO,,29.597116122199296 
true,-39.280046,-72.229995,Villarica,CHL,,ZCO,,,,BRC,,ZCO,,30.02331056664374 
true,-39.216591,-73.212338,Tolten,CHL,,ZAL,,,,BRC,,ZAL,,30.47647784327688 
true,-38.433327,-71.233285,Lonquimay,CHL,,ZCO,,,,BRC,,ZCO,,31.686866122199294 
true,-37.790007,-72.710017,Angol,CHL,,ZCO,,,,BRC,,ZCO,,30.604005011088184 
true,-37.959971,-72.430008,Collipulli,CHL,,ZCO,,,,BRC,,ZCO,,30.082255011088183 
true,-40.289958,-73.089968,LaUnion,CHL,,ZOS,,,,BRC,,ZOS,,29.889424128101272 
true,-40.340033,-72.960028,RioBueno,CHL,,ZOS,,,,BRC,,ZOS,,29.77756301699016 
true,-36.716688,-73.116659,Talcahuano,CHL,,CCP,,,,SCL,,CCP,,28.851137622873598 
true,-37.02995,-73.160015,Coronel,CHL,,CCP,,,,SCL,,CCP,,29.187915400651377 
true,-36.280022,-72.530002,Quirihue,CHL,,CCP,,,,SCL,,CCP,,30.155970956206932 
true,-37.670015,-72.019982,SantaBarbara,CHL,,ZCO,,,,BRC,,ZCO,,31.061727233310407 
true,-37.48,-73.340004,Curanilahue,CHL,,CCP,,,,BRC,,CCP,,29.963054289540267 
true,-34.380035,-71.999983,Pichilemu,CHL,,SCL,,,,SCL,,CCP,,28.90478887217593 
true,-34.580022,-70.989967,SanFernando,CHL,,SCL,,,,SCL,,AFA,,27.562483316620376 
true,-41.752201,-73.141591,Calbuco,CHL,,PMC,,,,BRC,,PMC,,30.33554969487775 
true,-41.329998,-72.99,PuertoVaras,CHL,,PMC,,,,BRC,,PMC,,29.918549694877747 
true,-42.480762,-73.762334,Castro,CHL,,PMC,,,,BRC,,PMC,,32.020466361544415 
true,-42.610023,-73.80995,Chonchi,CHL,,PMC,,,,BRC,,PMC,,32.3524941393222 
true,-35.839997,-71.589982,Linares,CHL,,CCP,,,,SCL,,CCP,,29.160094427731487 
true,37.950021,23.69999,Piraiévs,GRC,,ATH,,ATH,,JSY,,JIK,,8.548053560128242 
true,39.36996,22.95001,Volos,GRC,,VOL,,SKG,,VOL,,CKZ,,10.200949790537733 
true,-35.960041,-72.319989,Cauquenes,CHL,,CCP,,,,SCL,,CCP,,30.077011094398156 
true,40.941211,24.40176,Kavala,GRC,,KVA,,SKG,,KVA,,CKZ,,9.37772756831551 
true,40.848619,25.87441,Alexandroupoli,GRC,,AXD,,PDV,,AXD,,CKZ,,10.78969929737227 
true,42.232498,43.975031,Tskhinvali,GEO,,TBS,,GYD,,OGZ,,TBS,,15.156456355507673 
true,42.249991,42.729991,Kutaisi,GEO,,KUT,,GYD,,KUT,,BUS,,12.187355496981143 
true,31.250016,34.830008,BeerSheva,ISR,,TLV,,TLV,,VDA,,SDV,,11.039759782188955 
true,35.512211,24.015578,Hania,GRC,,CHQ,,CHQ,,KIT,,KSJ,,8.705565944334673 
true,61.866623,28.883343,Savonlinna,FIN,,SVL,,LED,,SVL,,KOK,,9.84123856367682 
