valid,lat,lon,name,adm,airport,allairport,alltime,nonairport,nontime,oneairport,onetime,twoairport,twotime,time
true,9.261,0.789004,Bassar,TGO,,TML,,LOS,,TML,,COO,,19.108858911374586 
true,-34.479999,-57.840002,ColoniadelSacramento,URY,,AEP,,EZE,,AEP,,PDP,,24.202825085012748 
true,-34.099002,-56.214998,Florida,URY,,MVD,,EZE,,MVD,,PDP,,25.904954361420373 
true,-33.138999,-58.303997,FrayBentos,URY,,AEP,,EZE,,AEP,,PRA,,25.955269529457194 
true,-33.543999,-56.900997,Trinidad,URY,,MVD,,EZE,,MVD,,PDP,,26.76546397390164 
true,-34.538004,-56.284001,Canelones,URY,,MVD,,EZE,,MVD,,PDP,,25.229648805864816 
true,8.557002,0.984996,Sotouboua,TGO,,TML,,LOS,,TML,,COO,,20.802924740598666 
true,33.399999,10.4167,Medenine,TUN,,GAE,,TIP,,GAE,,PNL,,10.596853656818682 
true,33.000003,10.466704,Tataouine,TUN,,DJE,,TIP,,DJE,,PNL,,11.770184876414138 
true,33.689997,8.971003,Kebili,TUN,,GAF,,NBE,,GAF,,PNL,,11.508655857479866 
true,36.866673,10.199998,L'Ariana,TUN,,TUN,,TUN,,MIR,,PNL,,7.151247511492337 
true,36.500004,8.749999,Jendouba,TUN,,AAE,,TUN,,AAE,,PNL,,9.377553067047891 
true,35.216703,8.716699,Kasserine,TUN,,TEE,,NBE,,TEE,,PNL,,11.264570514130515 
true,35.016696,9.500004,SdidBouzid,TUN,,GAF,,NBE,,GAF,,PNL,,10.273182047453425 
true,36.083304,9.383302,Siliana,TUN,,NBE,,NBE,,MIR,,PNL,,9.58459871412009 
true,35.483913,11.040877,Mahdia,TUN,,MIR,,NBE,,MIR,,PNL,,9.0382098252312 
true,35.730702,10.767295,Monastir,TUN,,MIR,,NBE,,MIR,,PNL,,8.314015380786756 
true,36.399996,10.146997,Zaghouan,TUN,,NBE,,NBE,,MIR,,PNL,,8.295904269675646 
true,21.740004,103.343005,LuanChau,VNM,,DIN,,BKK,,HAN,,DIN,,25.760550755650378 
true,22.133333,105.833333,BacKan,VNM,,HAN,,CAN,,HAN,,WNH,,23.520356524921667 
true,11.322999,106.147,TayNinh,VNM,,SGN,,BKK,,SGN,,VCA,,24.493424731627854 
true,21.845997,106.757002,LangSon,VNM,,HPH,,CAN,,HAN,,THD,,23.804995413810556 
true,21.328002,103.910005,SonLa,VNM,,DIN,,BKK,,HAN,,DIN,,26.10110652492167 
true,21.817998,105.211,TuyenQuang,VNM,,HAN,,CAN,,HAN,,WNH,,23.081078747143888 
true,21.705003,104.875003,YenBai,VNM,,HAN,,CAN,,HAN,,DIN,,23.047189858255 
true,20.942001,106.331005,HaiDuong,VNM,,HPH,,CAN,,HAN,,THD,,22.51216208047722 
true,20.450304,106.33303,ThaiBinh,VNM,,HPH,,CAN,,HAN,,THD,,23.181106524921667 
true,13.082004,109.315999,TuyHoa,VNM,,TBB,,BKK,,CXR,,TBB,,25.15806231531886 
true,10.969074,106.652746,ThuDauMot,VNM,,SGN,,BKK,,SGN,,VCA,,23.59798028718341 
true,16.849998,107.133301,DongHa,VNM,,HUI,,BKK,,SYX,,HUI,,25.596596214646617 
true,10.467,105.635998,CaoLanh,VNM,,VCA,,BKK,,SGN,,VCA,,25.263146953850075 
true,10.234998,106.374997,TrucGiang,VNM,,SGN,,BKK,,SGN,,VCA,,24.283535842738967 
true,22.663998,106.268005,CaoBang,VNM,,AEB,,CAN,,HAN,,WNH,,25.366689858255 
true,10.256004,105.964003,VinhLong,VNM,,VCA,,BKK,,SGN,,VCA,,24.8603691760723 
true,9.934002,106.334002,TraVinh,VNM,,VCA,,BKK,,SGN,,VCA,,25.21859139829452 
true,15.059997,-87.290001,Yoro,HND,,SAP,,CUN,,SAP,,LCE,,22.824456946689757 
true,14.333004,-88.1667,LaEsperanza,HND,,TGU,,CUN,,TGU,,LCE,,23.10263525763386 
true,14.319999,-87.684003,LaPaz,HND,,TGU,,CUN,,TGU,,LCE,,21.520218590967193 
true,14.919003,-88.236,SantaBarbara,HND,,SAP,,CUN,,SAP,,LCE,,22.0741513911342 
true,14.583303,-88.583301,Gracias,HND,,SAP,,CUN,,SAP,,PLJ,,23.595790280023092 
true,14.436999,-89.181999,NuevaOcotepeque,HND,,SAL,,CUN,,SAL,,PLJ,,22.592469519211466 
true,13.943997,-86.850999,Yuscaran,HND,,TGU,,CUN,,TGU,,LCE,,21.501190813189417 
true,18.633935,-74.118425,Jeremie,HTI,,PAP,,KIN,,GAO,,PAP,,25.07586232889055 
true,19.93176,-72.829485,Port-De-Paix,HTI,,CAP,,KIN,,IGA,,PAP,,23.91811232889055 
true,18.234999,-72.537003,Jacmel,HTI,,PAP,,PUJ,,POP,,PAP,,21.636945662223884 
true,19.143,-72.003996,Hinche,HTI,,CAP,,PUJ,,POP,,PAP,,22.111473440001664 
true,19.665567,-71.84484,Fort-Liberte,HTI,,CAP,,PUJ,,POP,,PAP,,21.396678192324654 
true,41.742999,27.226,Kirklareli,TUR,,TEQ,,BOJ,,AXD,,TEQ,,10.203668317188875 
true,40.149999,29.982997,Bilecik,TUR,,AOE,,SAW,,AOE,,TEQ,,10.67788699968238 
true,40.766661,30.400003,Sakarya,TUR,,SAW,,SAW,,AOE,,TEQ,,9.643442555237936 
true,41.389002,33.783003,Kastamonu,TUR,,KFS,,SAW,,KFS,,TEQ,,11.030109355544067 
true,37.71666,30.283336,Burdur,TUR,,ISE,,AYT,,ISE,,JIK,,10.704625807911068 
true,38.624004,34.723999,Nevsehir,TUR,,NAV,,AYT,,NAV,,KCM,,11.528696900675138 
true,39.141999,34.171003,Kirsehir,TUR,,NAV,,AYT,,NAV,,KCM,,12.192419122897359 
true,36.233334,36.116677,Antioch,TUR,,HTY,,LCA,,HTY,,GZT,,11.966265896312544 
true,40.913001,38.390005,Giresun,TUR,,TZX,,SAW,,VAS,,TZX,,15.567928253539838 
true,42.022998,35.153001,Sinop,TUR,,SIC,,SAW,,MZH,,TZX,,14.546853647203356 
true,40.305996,36.563005,Tokat,TUR,,VAS,,SAW,,VAS,,MLX,,12.821989018637714 
true,38.885004,40.498003,Bingol,TUR,,BGG,,BEY,,VAS,,BGG,,14.159629075074216 
true,41.183001,41.817997,Artvin,TUR,,BUS,,GYD,,KUT,,BUS,,15.044605496981141 
true,38.394,42.122998,Bitlis,TUR,,MSR,,GYD,,EVN,,MSR,,15.050215955424878 
true,-0.308889,32.225,Kalangala,UGA,,EBB,,EBB,,MWZ,,BKZ,,18.725957543335806 
true,40.607001,33.621004,Cankiri,TUR,,ESB,,SAW,,ESB,,KCM,,12.427959767095501 
true,37.976004,34.694002,Nigde,TUR,,NAV,,LCA,,NAV,,KCM,,12.594919122897359 
true,39.817998,34.814997,Yozgat,TUR,,NAV,,AYT,,NAV,,KCM,,13.854446900675137 
true,40.464,39.484,Gumushane,TUR,,TZX,,LCA,,VAS,,TZX,,15.742733809095395 
true,37.944,41.932999,Siirt,TUR,,BAL,,BEY,,EBL,,BAL,,15.225468922651729 
true,39.1167,39.533302,Tunceli,TUR,,EZS,,BEY,,VAS,,EZS,,15.403995801123726 
true,1.460833,33.936111,Kumi,UGA,,KTL,,EBB,,EDL,,BKZ,,19.29601309889136 
true,1.738889,33.159444,Kaberamaido,UGA,,PAF,,EBB,,PAF,,BKZ,,21.256763098891362 
true,0.7025,32.888611,Kayunga,UGA,,EBB,,EBB,,KIS,,BKZ,,16.656485321113585 
true,0.609167,33.468611,Iganga,UGA,,EBB,,EBB,,KIS,,BKZ,,16.94304087666914 
true,0.947222,33.119722,Kamuli,UGA,,EBB,,EBB,,KIS,,BKZ,,17.472013098891363 
true,1.145,33.709444,Pallisa,UGA,,KTL,,EBB,,KIS,,BKZ,,18.252707543335806 
true,0.225,32.313611,Mpigi,UGA,,EBB,,EBB,,PAF,,BKZ,,15.74879087666914 
true,3.361389,31.809722,Adjumani,UGA,,RUA,,EBB,,RUA,,BKZ,,20.990714720249407 
true,2.475833,31.1025,Nebbi,UGA,,PAF,,EBB,,PAF,,BKZ,,18.80932764386815 
true,0.916111,31.774167,Kiboga,UGA,,EBB,,EBB,,PAF,,BKZ,,17.283735321113586 
true,1.308889,32.456389,Nakasongola,UGA,,EBB,,EBB,,PAF,,BKZ,,17.098235321113584 
true,0.583299,32.5333,Bombo,UGA,,EBB,,EBB,,PAF,,BKZ,,15.931679765558028 
true,1.674444,31.715,Masindi,UGA,,PAF,,EBB,,PAF,,BKZ,,18.339874210002474 
true,0.671004,30.275002,FortPortal,UGA,,BUX,,EBB,,PAF,,BKZ,,20.05040198778025 
true,0.8,31.066667,Kibale,UGA,,BUX,,EBB,,PAF,,BKZ,,18.919846432224695 
true,1.25,34.3,Sironko,UGA,,KTL,,EBB,,EDL,,BKZ,,19.37117976555803 
true,0.454444,34.075833,Busia,UGA,,KIS,,EBB,,KIS,,BKZ,,18.00692976555803 
true,1.891111,33.966111,Katakwi,UGA,,KTL,,EBB,,EDL,,BKZ,,20.75892976555803 
true,47.090997,17.911,Veszprem,HUN,,BUD,,BUD,,GRZ,,MST,,8.008288170208026 
true,47.549997,18.433,Tatabanya,HUN,,BUD,,BUD,,GRZ,,MST,,7.466260392430248 
true,46.844001,16.84,Zalaegerszeg,HUN,,GRZ,,ZAG,,GRZ,,MST,,8.425138261985477 
true,46.343997,18.712999,Szekszard,HUN,,OSI,,OSI,,BNX,,CKZ,,8.314405129966657 
true,46.672002,21.101005,Bekescsaba,HUN,,ARW,,TSR,,ARW,,TEQ,,8.7736050599021 
true,48.105,19.826002,Salgotarjan,HUN,,BUD,,BUD,,UDJ,,RNB,,8.054149281319138 
true,47.895003,20.383003,Eger,HUN,,BUD,,BUD,,OMR,,TEQ,,8.019038170208026 
true,-2.483298,29.566702,Gikongoro,RWA,,KME,,EBB,,KGL,,KME,,19.372217257493215 
true,-1.353889,29.698333,Kisoro,UGA,,GOM,,EBB,,KGL,,KME,,19.32780059082655 
true,-0.879444,30.264167,Ntungamo,UGA,,KGL,,EBB,,KGL,,BKZ,,19.652550590826547 
true,-2.050002,29.35,Kibuye,RWA,,GOM,,EBB,,KGL,,KME,,19.38127281304877 
true,-2.166696,30.533302,Kibungo,RWA,,KGL,,EBB,,KGL,,BKZ,,18.500939479715434 
true,45.045,23.274001,TarguJiu,ROU,,CRA,,CRA,,SBZ,,TEQ,,9.134102245667655 
true,44.434998,24.371002,Slatina,ROU,,CRA,,CRA,,SBZ,,TEQ,,8.154130023445434 
true,43.901631,25.286707,Alexandria,ROU,,OTP,,OTP,,SBZ,,TEQ,,9.524820527426725 
true,44.937999,25.459003,Targoviste,ROU,,OTP,,OTP,,SBZ,,TEQ,,9.04298719409339 
true,43.929999,25.84,Giurgiu,ROU,,OTP,,OTP,,CND,,TEQ,,9.253264971871168 
true,44.569998,27.381997,Slobozia,ROU,,CND,,OTP,,CND,,TEQ,,9.078320527426724 
true,47.390004,8.034004,Aarau,CHE,,ZRH,,ZRH,,MLH,,LGG,,5.967727960280255 
true,47.369997,7.344999,Delemont,CHE,,MLH,,BSL,,MLH,,LGG,,5.969173500512745 
true,46.998999,6.922999,Neuchatel,CHE,,BRN,,BRN,,MLH,,LGG,,6.066937031924313 
true,32.625,36.105004,Dar'a,SYR,,AMM,,AMM,,URY,,HFA,,11.716713597079712 
true,46.239003,7.353999,Sion,CHE,,BRN,,BRN,,LUG,,LGG,,6.958964809702091 
true,46.950003,8.383303,Stans,CHE,,ZRH,,ZRH,,MLH,,LGG,,6.285255738058033 
true,47.383299,9.283302,Herisau,CHE,,ACH,,ZRH,,ACH,,LGG,,6.208089071391366 
true,47.422998,9.361999,SaintGallen,CHE,,ACH,,ZRH,,ACH,,LGG,,6.205811293613588 
true,46.197,9.019999,Bellinzona,CHE,,LUG,,MXP,,LUG,,LGG,,6.820002890975932 
true,47.050002,9.0667,Glarus,CHE,,ZRH,,ZRH,,ACH,,LGG,,6.319533515835811 
true,47.706003,8.632999,Schaffhausen,CHE,,ZRH,,ZRH,,FDH,,LGG,,5.889894626946922 
true,47.019996,8.648002,Schwyz,CHE,,ZRH,,ZRH,,ACH,,LGG,,6.190450182502477 
true,47.567997,9.108001,Frauenfeld,CHE,,FDH,,ZRH,,FDH,,LGG,,5.993950182502477 
true,46.879002,8.638003,Altdorf,CHE,,ZRH,,ZRH,,ACH,,LGG,,6.407116849169144 
true,47.178999,8.487001,Zug,CHE,,ZRH,,ZRH,,MLH,,LGG,,5.891033515835811 
true,60.613002,15.647005,Falun,SWE,,BLE,,VST,,BLE,,TYF,,8.176170648719 
true,62.633997,17.934004,Harnosand,SWE,,SDL,,SFT,,SDL,,KOK,,9.236126338635176 
true,58.763997,17.015005,Nykoping,SWE,,NYO,,NYO,,NRK,,KLR,,6.433034954726081 
true,56.203002,15.296005,Karlskrona,SWE,,RNB,,MMX,,KID,,RNB,,8.01112175101477 
true,46.077003,23.580001,AlbaLulia,ROU,,SBZ,,TGM,,SBZ,,TEQ,,8.686086703163756 
true,47.138004,24.513004,Bistrita,ROU,,CLJ,,CLJ,,BAY,,TEQ,,8.68308030312928 
true,45.883323,22.916674,Deva,ROU,,SBZ,,CLJ,,SBZ,,TEQ,,9.156552525351502 
true,47.791998,22.885002,SatuMare,ROU,,SUJ,,DEB,,SUJ,,TEQ,,8.488446167804378 
true,45.109998,24.382999,RimnicuVilcea,ROU,,SBZ,,CRA,,SBZ,,TEQ,,9.402574467889877 
true,47.175003,23.063004,Zalau,ROU,,SUJ,,CLJ,,SUJ,,TEQ,,8.45833030312928 
true,45.867996,25.793001,Sfintu-Gheorghe,ROU,,TGM,,TGM,,SBZ,,TEQ,,9.83664225871931 
true,46.940004,26.382997,Piatra-Neamt,ROU,,IAS,,IAS,,SBZ,,TEQ,,9.494209394485475 
true,19.301004,97.968997,MaeHongSon,THA,,HGN,,BKK,,LPT,,CNX,,25.800742767748662 
true,45.291996,27.969004,Braila,ROU,,CND,,OTP,,CND,,TEQ,,10.424070527426725 
true,46.360998,25.524001,MiercureaCuic,ROU,,TGM,,TGM,,SBZ,,TEQ,,9.200170036497088 
true,46.633329,27.733339,Vaslui,ROU,,IAS,,IAS,,ODS,,TEQ,,8.637848283374364 
true,28.35,82.183303,Salyan,NPL,,KEP,,DEL,,LKO,,KEP,,22.900819097884405 
true,18.503001,99.073999,Lamphun,THA,,CNX,,BKK,,LPT,,CNX,,23.84023869878603 
true,9.962001,98.638003,Ranong,THA,,KAW,,BKK,,URT,,UTP,,26.19871283971371 
true,7.614999,100.081,Phatthalung,THA,,TST,,KUL,,HDY,,PEN,,24.536617215553154 
true,8.052003,98.911999,Krabi,THA,,KBV,,BKK,,KBV,,PEN,,23.357294639102395 
true,8.451,98.533999,Phangnga,THA,,HKT,,BKK,,HKT,,PEN,,23.406289656022498 
true,6.616701,100.066699,Satun,THA,,LGK,,KUL,,HDY,,PEN,,24.536922771108706 
true,16.472997,99.529003,KamphaengPhet,THA,,PHS,,BKK,,THS,,CNX,,24.63705501796582 
true,16.439004,100.349002,Phichit,THA,,PHS,,BKK,,THS,,DMK,,25.135860573521377 
true,16.418997,101.159002,Phetchabun,THA,,PHS,,BKK,,THS,,VTE,,24.587897679967234 
true,14.471001,100.128997,SuphamBuri,THA,,DMK,,BKK,,THS,,DMK,,21.84148101330057 
true,15.179004,100.126,Chainat,THA,,DMK,,BKK,,THS,,DMK,,22.774286568856127 
true,14.583303,100.45,AngThong,THA,,DMK,,BKK,,THS,,DMK,,21.659203235522792 
true,14.200002,101.215999,NakhonNayok,THA,,DMK,,BKK,,TDX,,DMK,,21.669175457745016 
true,14.886999,100.401004,SingBuri,THA,,DMK,,BKK,,THS,,DMK,,22.130036568856127 
true,11.802996,99.800002,PrachuapKhiriKhan,THA,,CJM,,BKK,,USM,,UTP,,24.15336990218946 
true,13.817997,100.063999,NakhonPathom,THA,,DMK,,BKK,,TDX,,DMK,,21.20434212441168 
true,13.412997,100.000999,SamutSongkhram,THA,,DMK,,BKK,,TDX,,DMK,,21.460869902189458 
true,13.536,100.274005,SamutSakhon,THA,,BKK,,BKK,,TDX,,DMK,,21.291119902189457 
true,15.787998,104.150998,Yasothon,THA,,ROI,,BKK,,UBP,,VTE,,24.47577876278944 
true,12.237003,102.509002,Trat,THA,,TDX,,BKK,,TDX,,UTP,,22.90678458920309 
true,13.679001,101.076004,Chachoengsao,THA,,BKK,,BKK,,TDX,,DMK,,20.863814346633905 
true,16.427997,103.509001,Kalasin,THA,,ROI,,BKK,,UBP,,VTE,,26.445806540567215 
true,16.050996,103.654999,RoiEt,THA,,ROI,,BKK,,UBP,,VTE,,25.569278762789438 
true,16.183998,103.298005,MahaSarakham,THA,,ROI,,BKK,,UBP,,VTE,,26.113612096122772 
true,6.864003,101.250001,Pattani,THA,,NAW,,KUL,,HDY,,PEN,,24.767589437775374 
true,-25.961004,31.247001,PiggsPeak,SWZ,,MTS,,JNB,,MTS,,HLA,,23.034785707328894 
true,-26.495001,31.388004,Manzini,SWZ,,MTS,,JNB,,MTS,,HLA,,21.888202373995558 
true,-26.454996,31.951999,Siteki,SWZ,,MTS,,JNB,,MTS,,HLA,,22.77142459621778 
true,13.475997,-86.582997,Somoto,NIC,,TGU,,CUN,,TGU,,LCE,,23.136718590967195 
true,-27,31.416697,Hlatikulu,SWZ,,MTS,,JNB,,MTS,,HLA,,23.120480151773336 
true,39.738996,-8.804996,Leiria,PRT,,LIS,,LIS,,BJZ,,ANG,,8.292511307542718 
true,13.629996,-86.472999,Ocotal,NIC,,TGU,,CUN,,TGU,,LCE,,22.72452414652275 
true,40.641003,-8.650998,Aveiro,PRT,,OPO,,OPO,,VGO,,ANG,,7.235296033877914 
true,41.696235,-8.844137,VianaDoCastelo,PRT,,OPO,,OPO,,VGO,,ANG,,6.882796033877914 
true,38.912004,-6.337998,Merida,ESP,,BJZ,,SVQ,,BJZ,,CBH,,8.755767049963193 
true,38.014002,-7.863002,Beja,PRT,,FAO,,FAO,,BJZ,,CBH,,8.698198585972355 
true,38.559996,-7.905996,Evora,PRT,,BJZ,,LIS,,BJZ,,CBH,,8.153511307542718 
true,39.290004,-7.423002,Portalegre,PRT,,BJZ,,LIS,,BJZ,,ANG,,9.163316863098274 
true,39.231,-8.682003,Santarem,PRT,,LIS,,LIS,,BJZ,,,,7.609094640876052 
true,41.807997,-6.755003,Braganca,PRT,,LEN,,OPO,,LEN,,ANG,,8.846157144989025 
true,39.810996,-7.488,CasteloBranco,PRT,,BJZ,,LIS,,BJZ,,ANG,,8.973150196431607 
true,40.541004,-7.262001,Guarda,PRT,,OPO,,OPO,,SLM,,ANG,,8.421907144989024 
true,40.656996,-7.91,Viseu,PRT,,OPO,,OPO,,VGO,,ANG,,7.749629367211247 
true,14.344002,-16.416,Fatick,SEN,,BJL,,BVC,,BJL,,ZIG,,16.73273280026123 
true,41.293998,-7.737002,VilaReal,PRT,,OPO,,OPO,,VGO,,ANG,,7.523879367211247 
true,31.333302,37.333297,AnNabk,SAU,,URY,,AMM,,URY,,SDV,,12.759880263746378 
true,53.000001,6.550003,Assen,NLD,,GRQ,,AMS,,GRQ,,MST,,6.594691823052869 
true,51.987996,5.923,Arnhem,NLD,,NRN,,NRN,,FMO,,MST,,5.687166666666667 
true,52.524,6.096997,Zwolle,NLD,,GRQ,,AMS,,GRQ,,MST,,5.899802934163979 
true,51.501996,3.61,Middelburg,NLD,,OST,,ANR,,LIL,,LGG,,4.341027777777778 
true,50.852997,5.677002,Maastricht,NLD,,MST,,EIN,,CRL,,MST,,5.0865277777777775 
true,51.683337,5.31666,'s-Hertogenbosch,NLD,,EIN,,EIN,,CRL,,MST,,5.051916666666667 
true,60.630003,6.441003,Vossavangen,NOR,,SOG,,BGO,,SOG,,SDN,,7.2888987869081845 
true,58.464756,8.766001,Arendal,NOR,,KRS,,TRF,,KRS,,THN,,7.946887119095345 
true,61.183296,6.849999,Leikanger,NOR,,SOG,,BGO,,SOG,,SDN,,8.56465867035329 
true,59.913486,11.347237,Bærum,NOR,,OSL,,OSL,,KSD,,TYF,,6.891039389429291 
true,60.820002,11.069002,Hamar,NOR,,OSL,,OSL,,VDB,,TYF,,7.103733833873735 
true,28.266696,83.583298,Baglung,NPL,,PKR,,DEL,,GOP,,PKR,,22.342974181237523 
true,59.264001,10.421001,Tønsberg,NOR,,TRF,,TRF,,SKE,,THN,,6.1951648968731226 
true,29.25,82.216702,Jumla,NPL,,KEP,,DEL,,GOP,,KEP,,27.452191211520105 
true,27.533304,83.3833,Bhairawa,NPL,,BWA,,DEL,,GOP,,BWA,,20.018961494917637 
true,28.694997,80.593003,Dhangarhi,NPL,,DHI,,DEL,,LKO,,DHI,,20.606379813318938 
true,27.325998,86.086999,Ramechhap,NPL,,KTM,,DAC,,KTM,,TMI,,20.833685799608453 
true,27.550998,85.130002,Bhimphedi,NPL,,KTM,,DAC,,KTM,,BHR,,19.705963577386232 
true,29.300004,80.600005,Dandeldhura,NPL,,DHI,,DEL,,DED,,DHI,,22.574546479985603 
true,26.533296,86.733298,Rajbiraj,NPL,,BIR,,DAC,,IXB,,BIR,,21.572150104318585 
true,-5.49,143.718004,Wabag,PNG,,WBM,,,,POM,,WBM,,38.28189286321091 
true,-6.022998,144.960013,Kundiawa,PNG,,CMU,,,,POM,,CMU,,33.27432406921433 
true,-7.927002,145.837999,Kerema,PNG,,LAE,,,,POM,,LAE,,34.193886397382485 
true,-2.690001,141.303997,Vanimo,PNG,,VAI,,,,POM,,VAI,,34.15419850595938 
true,26.908002,87.926005,Ilam,NPL,,BDP,,DAC,,IXB,,BDP,,22.87506677098525 
false,-6.228,155.565991,Arawa,PNG,CHY,CHY,,,,POM,,BUA,, 
true,-2.032002,147.279997,Lorengau,PNG,,MAS,,,,POM,,MAS,,34.22826565764695 
true,47.263056,29.160833,Dubasari,MDA,,KIV,,KIV,,ODS,,EGO,,8.571632781068674 
true,4.183299,43.866703,Hudur,SOM,,GDE,,ADD,,AMH,,MGQ,,25.93301152347908 
true,-30.117267,28.702,Qacha'sNek,ZAF,,MSU,,JNB,,MSU,,HLA,,26.114754152429626 
false,-5.550003,150.143014,Kimbe,PNG,HKN,HKN,,,,POM,,HKN,, 
true,3.327003,42.227002,Garbahaarey,SOM,,WJR,,ADD,,AMH,,MGQ,,27.185261523479078 
true,1.083303,42.583303,Bu'aale,SOM,,WJR,,NBO,,MYD,,MGQ,,28.49134485681241 
true,8.568999,81.233002,Trincomalee,LKA,,TRR,,CMB,,GIU,,TRR,,22.302190212429604 
true,5.742,46.508004,DhuusaMareeb,SOM,,GLK,,ADD,,JIB,,MGQ,,28.194716471688352 
true,8.033004,79.826005,Puttalan,LKA,,GIU,,CMB,,GIU,,TRR,,20.29621799020738 
true,6.693003,80.386003,Ratnapura,LKA,,CMB,,CMB,,KCT,,DIW,,20.244329101318495 
true,5.532003,7.486002,Umuahia,NGA,,QOW,,ABV,,QOW,,BSG,,15.443050737248141 
true,5.007996,7.849999,Uyo,NGA,,CBQ,,ABV,,CBQ,,BSG,,15.99884064427279 
true,38.507004,125.762005,Sariwon,PRK,,FNJ,,ICN,,FNJ,,WJU,,22.239237505076858 
true,5.492997,7.026004,Owerri,NGA,,QOW,,ABV,,QOW,,BSG,,14.998745181692584 
true,39.488004,125.463997,Sin-Ni,PRK,,FNJ,,ICN,,FNJ,,WJU,,21.740904171743523 
true,50.249997,106.200001,Suchboatar,MNG,,UUD,,,,ULN,,UUD,,22.146081501830682 
true,47.710998,106.947001,Dzuunmod,MNG,,ULN,,,,ULN,,UUD,,18.41647039071957 
true,-21.436002,15.950998,Omaruru,NAM,,WDH,,,,WDH,,WVB,,23.498386439250066 
true,-19.639998,17.342002,Otavi,NAM,,WDH,,,,WDH,,WVB,,24.3469697725834 
true,-21.939003,15.852996,Karibib,NAM,,WVB,,,,WDH,,WVB,,22.897497550361177 
true,-22.455,18.963001,Gobabis,NAM,,WDH,,,,WDH,,WVB,,21.60533088369451 
false,-5.063464,39.725799,Wete,TZA,UKA,UKA,,NBO,,MBA,,LAU,, 
true,-6.766704,38.916703,Kibaha,TZA,,DAR,,NBO,,DAR,,MYW,,19.396569394294918 
true,-5.878998,39.259999,Mkokotoni,TZA,,ZNZ,,NBO,,ZNZ,,ARK,,19.168395797570756 
true,46.8,7.149997,Fribourg,CHE,,BRN,,BRN,,MLH,,LGG,,5.80760369859098 
true,47.483001,7.737003,Liestal,CHE,,MLH,,BSL,,MLH,,LGG,,5.543617944957189 
true,47.212002,7.536997,Solothurn,CHE,,BRN,,BRN,,MLH,,LGG,,5.956575920813202 
true,46.899,8.243002,Sarnen,CHE,,BRN,,BRN,,MLH,,LGG,,6.578103698590979 
true,58.705002,13.827997,Mariestad,SWE,,KSD,,GOT,,KSD,,THN,,8.094069984693423 
true,58.363002,12.330001,Vannersborg,SWE,,THN,,GSE,,KSD,,THN,,6.836398025696839 
true,47.333304,9.416701,Appenzell,CHE,,ACH,,ZRH,,ACH,,LGG,,6.410505738058033 
true,53.633333,-8.183333,RosComain,IRL,,NOC,,NOC,,CFN,,CEG,,5.879871338464522 
true,12.268998,-16.164999,Cacheu,GNB,,ZIG,,FNA,,OXB,,ZIG,,15.57414398513739 
true,12.492999,-15.227,Farim,GNB,,OXB,,FNA,,OXB,,ZIG,,16.345060651804054 
true,11.772999,-15.194997,Fulacunda,GNB,,OXB,,FNA,,OXB,,ZIG,,17.586393985137388 
true,12.279996,-14.234003,Gabu,GNB,,OXB,,FNA,,OXB,,ZIG,,16.7660050962485 
true,11.2167,-15.1667,Catio,GNB,,OXB,,FNA,,OXB,,ZIG,,18.4065050962485 
true,4.799997,-8.166699,Barclayville,LBR,,ROB,,FNA,,ROB,,BOY,,25.43899123185149 
true,8.416701,-9.749997,Voinjama,LBR,,ROB,,FNA,,ROB,,BOY,,20.48032456518482 
true,6.433299,-10.600002,Bensonville,LBR,,MLW,,FNA,,MLW,,BOY,,15.384504211308428 
true,7.371,-8.684999,Sanniquellie,LBR,,ROB,,FNA,,ROB,,BOY,,18.25243567629593 
true,5.464998,-9.577997,Rivercess,LBR,,ROB,,FNA,,ROB,,BOY,,17.802546787407042 
true,40.642002,15.798996,Potenza,ITA,,BRI,,BRI,,REG,,PNL,,9.010448299025681 
true,41.562999,14.655997,Campobasso,ITA,,NAP,,NAP,,BWK,,PNL,,8.773355939981183 
true,32.283297,36.233299,AlMafraq,JOR,,AMM,,AMM,,URY,,HFA,,11.182046930413046 
true,6.525999,-10.349001,Kakata,LBR,,ROB,,FNA,,ROB,,BOY,,15.281519009629264 
true,30.833334,35.600005,AtTafilah,JOR,,AMM,,AMM,,VDA,,SDV,,12.407602485968601 
true,30.192003,35.736004,Ma'an,JOR,,VDA,,AMM,,VDA,,SDV,,12.505519152635268 
true,45.737001,7.315003,Aosta,ITA,,TRN,,TRN,,LUG,,ANG,,6.952275131972044 
true,49.883301,6.166702,Diekirch,LUX,,LUX,,LUX,,ETZ,,LGG,,5.399497627324836 
true,49.699998,6.333301,Grevenmacher,LUX,,LUX,,LUX,,SCN,,LGG,,5.155997627324836 
true,6.433002,100.189999,Kangar,MYS,,AOR,,KUL,,HDY,,PEN,,24.537589437775374 
true,4.184001,102.042001,KualaLipis,MYS,,IPH,,KUL,,IPH,,PEN,,24.794186105453843 
true,3.066696,101.549998,ShahAlam,MYS,,SZB,,KUL,,IPH,,PEN,,22.303686105453842 
true,-0.416997,36.951004,Nyeri,KEN,,NYK,,NBO,,EDL,,WIL,,17.494775627581618 
true,-30.159,27.479998,MohalesHoek,LSO,,MSU,,JNB,,MSU,,HLA,,23.449004152429627 
true,-30.411,27.716005,Moyeni,LSO,,MSU,,JNB,,MSU,,HLA,,24.321031930207404 
