airport,time,valid,lat,lon,name,timetoairport
SAP,20.824373613356425,true,15.059997,-87.290001,Yoro,2.641111111111111
TGU,21.10252414652275,true,14.333004,-88.1667,La Esperanza,2.7616666666666663
TGU,19.52030192430053,true,14.319999,-87.684003,La Paz,1.1794444444444445
SAP,20.06992916891198,true,14.919003,-88.236,Santa Barbara,1.8866666666666667
TGU,19.501135257633862,true,13.943997,-86.850999,Yuscaran,1.1602777777777777
SAL,20.592386185878134,true,14.436999,-89.181999,Nueva Ocotepeque,1.9916666666666667
SAP,21.59131805780087,true,14.583303,-88.583301,Gracias,3.4080555555555554
PAP,23.076001217779442,true,18.633935,-74.118425,Jeremie,4.904166666666667
PAP,19.636834551112774,true,18.234999,-72.537003,Jacmel,1.465
AOE,9.582767132014496,true,40.149999,29.982997,Bilecik,1.0725
KFS,9.029998244432957,true,41.389002,33.783003,Kastamonu,0.14944444444444444
SAW,7.643498110793492,true,40.766661,30.400003,Sakarya,1.3972222222222221
ISE,9.290709689128779,true,37.71666,30.283336,Burdur,0.48833333333333334
NAV,9.52878023400847,true,38.624004,34.723999,Nevsehir,0.44111111111111106
NAV,10.192391345119582,true,39.141999,34.171003,Kirsehir,1.1047222222222222
HTY,9.966377007423654,true,36.233334,36.116677,Antioch,0.4072222222222222
TZX,13.56803936465095,true,40.913001,38.390005,Giresun,1.9144444444444444
BGG,12.15971240840755,true,38.885004,40.498003,Bingol,0.3030555555555556
VAS,10.822072351971046,true,40.305996,36.563005,Tokat,1.4849999999999999
BUS,13.311680109694615,true,41.183001,41.817997,Artvin,1.541388888888889
MSR,13.050243733202658,true,38.394,42.122998,Bitlis,1.038888888888889
EBB,16.72542976555803,true,-0.308889,32.225,Kalangala,3.894722222222222
NAV,10.594891345119581,true,37.976004,34.694002,Nigde,1.5072222222222222
NAV,11.854613567341804,true,39.817998,34.814997,Yozgat,2.766944444444445
TZX,13.742761586873172,true,40.464,39.484,Gumushane,2.0891666666666664
BAL,13.22558003376284,true,37.944,41.932999,Siirt,1.2425
EZS,13.403912467790393,true,39.1167,39.533302,Tunceli,1.713611111111111
KTL,24.036962327114196,true,1.460833,33.936111,Kumi,3.301111111111111
PAF,20.083577643868153,true,1.738889,33.159444,Kaberamaido,4.794722222222222
EBB,14.65654087666914,true,0.7025,32.888611,Kayunga,1.8258333333333332
EBB,14.942929765558029,true,0.609167,33.468611,Iganga,2.1122222222222224
EBB,15.472096432224696,true,0.947222,33.119722,Kamuli,2.641388888888889
KTL,24.07862899378086,true,1.145,33.709444,Pallisa,3.3427777777777776
EBB,13.748763098891363,true,0.225,32.313611,Mpigi,0.9180555555555556
RUA,18.990714720249407,true,3.361389,31.809722,Adjumani,3.5349999999999997
PAF,16.809410977201487,true,2.475833,31.1025,Nebbi,1.5205555555555557
EBB,15.098207543335807,true,1.308889,32.456389,Nakasongola,2.2675
EBB,15.283763098891363,true,0.916111,31.774167,Kiboga,2.4530555555555558
EBB,13.931818654446918,true,0.583299,32.5333,Bombo,1.1011111111111112
PAF,17.785799866090375,true,1.674444,31.715,Masindi,2.4969444444444444
BUX,30.582453956950935,true,0.671004,30.275002,Fort Portal,6.711666666666667
KTL,23.84640677155864,true,1.25,34.3,Sironko,3.1105555555555555
BUX,32.88328729028427,true,0.8,31.066667,Kibale,9.0125
KIS,17.396957289230357,true,0.454444,34.075833,Busia,1.5263888888888888
KTL,25.338628993780862,true,1.891111,33.966111,Katakwi,4.602777777777778
BUD,6.008315947985804,true,47.090997,17.911,Veszprem,1.5341666666666667
GRZ,7.9411314170212925,true,46.844001,16.84,Zalaegerszeg,1.856388888888889
BUD,5.466371503541359,true,47.549997,18.433,Tatabanya,0.9922222222222222
OSI,6.314544018855546,true,46.343997,18.712999,Szekszard,1.713611111111111
BUD,6.0541492813191375,true,48.105,19.826002,Salgotarjan,1.5799999999999998
BUD,6.019149281319137,true,47.895003,20.383003,Eger,1.5450000000000002
KGL,17.652467257493214,true,-0.879444,30.264167,Ntungamo,2.4724999999999997
KGL,16.501078368604325,true,-2.166696,30.533302,Kibungo,1.3211111111111111
CRA,7.134074467889878,true,45.045,23.274001,Targu Jiu,1.8569444444444445
CRA,6.154074467889878,true,44.434998,24.371002,Slatina,0.8769444444444444
OTP,7.524764971871169,true,43.901631,25.286707,Alexandria,2.0236111111111112
OTP,7.043098305204502,true,44.937999,25.459003,Targoviste,1.5419444444444443
OTP,7.25337608298228,true,43.929999,25.84,Giurgiu,1.7522222222222223
CND,10.367119126173197,true,44.569998,27.381997,Slobozia,1.5555555555555556
MLH,6.042566468014768,true,47.369997,7.344999,Delemont,0.7566666666666666
BRN,4.066909254146536,true,46.998999,6.922999,Neuchatel,0.7872222222222223
BRN,4.95885369859098,true,46.239003,7.353999,Sion,1.6791666666666667
ACH,7.353998044538785,true,47.383299,9.283302,Herisau,0.3561111111111111
ACH,7.2439980445387855,true,47.422998,9.361999,Saint Gallen,0.2461111111111111
LUG,6.0142495942046885,true,46.197,9.019999,Bellinzona,0.4286111111111111
FDH,6.591174652966534,true,47.567997,9.108001,Frauenfeld,1.0575
BLE,6.8031311991611245,true,60.613002,15.647005,Falun,0.4388888888888889
SDL,7.23607078307962,true,62.633997,17.934004,Harnosand,0.4494444444444444
RNB,9.212154369957842,true,56.203002,15.296005,Karlskrona,0.1836111111111111
CLJ,6.683024747573724,true,47.138004,24.513004,Bistrita,1.6522222222222223
SUJ,9.474668610178302,true,47.175003,23.063004,Zalau,1.261388888888889
SUJ,8.440779721289413,true,47.791998,22.885002,Satu Mare,0.2275
TGM,7.83664225871931,true,45.867996,25.793001,Sfintu-Gheorghe,2.6969444444444446
TGM,7.200253369830422,true,46.360998,25.524001,Miercurea Cuic,2.0605555555555557
IAS,7.49415383892992,true,46.940004,26.382997,Piatra-Neamt,2.0419444444444443
CND,11.02795245950653,true,45.291996,27.969004,Braila,2.2163888888888885
IAS,6.637764950041031,true,46.633329,27.733339,Vaslui,1.1855555555555557
KEP,21.49888565596455,true,28.35,82.183303,Salyan,2.3230555555555554
HGN,23.800714989970885,true,19.301004,97.968997,Mae Hong Son,0.022500000000000003
HKT,21.40626187824472,true,8.451,98.533999,Phangnga,0.795
KAW,37.82067991900701,true,9.962001,98.638003,Ranong,11.45
KBV,21.357183527991285,true,8.052003,98.911999,Krabi,0.3225
TST,26.00700168757092,true,7.614999,100.081,Phatthalung,0.8613888888888889
ESB,10.427931989317724,true,40.607001,33.621004,Cankiri,1.6825
LGK,29.55597834618258,true,6.616701,100.066699,Satun,4.0938888888888885
CNX,22.306033205726848,true,18.503001,99.073999,Lamphun,0.7272222222222222
PHS,26.001223750379,true,16.472997,99.529003,Kamphaeng Phet,1.9875
PHS,25.287890417045666,true,16.439004,100.349002,Phichit,1.2741666666666667
PHS,26.257057083712333,true,16.418997,101.159002,Phetchabun,2.243333333333333
DMK,23.370774646415754,true,14.471001,100.128997,Supham Buri,1.4255555555555555
DMK,23.129663535304644,true,14.583303,100.45,Ang Thong,1.1844444444444444
DMK,24.244663535304642,true,15.179004,100.126,Chainat,2.2994444444444446
DMK,23.31994131308242,true,14.200002,101.215999,Nakhon Nayok,1.3747222222222222
DMK,23.600496868637975,true,14.886999,100.401004,Sing Buri,1.6552777777777776
DMK,23.00855242419353,true,13.817997,100.063999,Nakhon Pathom,1.0633333333333332
CJM,26.879054143458333,true,11.802996,99.800002,Prachuap Khiri Khan,2.2991666666666664
BKK,19.291036568856125,true,13.536,100.274005,Samut Sakhon,1.3397222222222223
ROI,25.823361533528796,true,15.787998,104.150998,Yasothon,1.1794444444444445
DMK,23.30494131308242,true,13.412997,100.000999,Samut Songkhram,1.359722222222222
BKK,18.863814346633905,true,13.679001,101.076004,Chachoengsao,0.9125
TDX,20.90667347809198,true,12.237003,102.509002,Trat,0.5700000000000001
ROI,25.805028200195462,true,16.427997,103.509001,Kalasin,1.1611111111111112
ROI,25.563639311306574,true,16.183998,103.298005,Maha Sarakham,0.9197222222222222
ROI,25.023639311306574,true,16.050996,103.654999,Roi Et,0.37972222222222224
NAW,26.591113113920372,true,6.864003,101.250001,Pattani,1.2602777777777776
MTS,21.034757929551116,true,-25.961004,31.247001,Piggs Peak,1.390277777777778
MTS,20.77142459621778,true,-26.454996,31.951999,Siteki,1.1269444444444443
MTS,19.888091262884448,true,-26.495001,31.388004,Manzini,0.2436111111111111
MTS,21.12059126288445,true,-27,31.416697,Hlatikulu,1.4761111111111112
TGU,21.136690813189418,true,13.475997,-86.582997,Somoto,2.7958333333333334
OPO,5.235296033877914,true,40.641003,-8.650998,Aveiro,1.0577777777777777
TGU,20.724468590967195,true,13.629996,-86.472999,Ocotal,2.383611111111111
OPO,4.882796033877914,true,41.696235,-8.844137,Viana Do Castelo,0.7052777777777778
LIS,6.292400196431608,true,39.738996,-8.804996,Leiria,1.6719444444444445
BJZ,7.184221239640809,true,38.912004,-6.337998,Merida,0.5480555555555555
BJZ,8.017276795196365,true,38.559996,-7.905996,Evora,1.381111111111111
BJZ,7.756443461863032,true,39.290004,-7.423002,Portalegre,1.1202777777777777
FAO,6.698198585972355,true,38.014002,-7.863002,Beja,1.8299999999999998
BJZ,8.874776795196365,true,39.810996,-7.488,Castelo Branco,2.238611111111111
LEN,9.44927439209333,true,41.807997,-6.755003,Braganca,2.435277777777778
LIS,5.609066863098274,true,39.231,-8.682003,Santarem,0.9886111111111112
OPO,5.749740478322358,true,40.656996,-7.91,Viseu,1.5722222222222222
OPO,6.42196270054458,true,40.541004,-7.262001,Guarda,2.2444444444444445
OPO,5.523907144989025,true,41.293998,-7.737002,Vila Real,1.3463888888888889
URY,13.950369562867744,true,31.333302,37.333297,An Nabk,0.20916666666666667
GRQ,5.279390966472498,true,53.000001,6.550003,Assen,0.27694444444444444
BJL,14.732843911372342,true,14.344002,-16.416,Fatick,3.2152777777777777
MST,7.648040701005277,true,50.852997,5.677002,Maastricht,0.2261111111111111
GRQ,5.93411318869472,true,52.524,6.096997,Zwolle,0.9316666666666666
EIN,3.053954258068675,true,51.683337,5.31666,'s-Hertogenbosch,0.3897222222222222
SOG,8.086186448131068,true,60.630003,6.441003,Vossavangen,2.126111111111111
SOG,6.564797559242178,true,61.183296,6.849999,Leikanger,0.6047222222222222
OSL,4.891122722762623,true,59.913486,11.347237,Bdrum,0.8958333333333334
TRF,4.1951648968731226,true,59.264001,10.421001,Tdnsberg,0.3911111111111111
OSL,5.103622722762624,true,60.820002,11.069002,Hamar,1.1083333333333334
PKR,20.3430019590153,true,28.266696,83.583298,Baglung,1.5325
BWA,19.128330046689555,true,27.533304,83.3833,Bhairawa,0.24083333333333332
DHI,21.757883662856425,true,29.300004,80.600005,Dandeldhura,2.387222222222222
KEP,25.452218989297883,true,29.25,82.216702,Jumla,6.276388888888889
DHI,19.58260588507865,true,28.694997,80.593003,Dhangarhi,0.21194444444444444
KTM,17.70646357738623,true,27.550998,85.130002,Bhimphedi,1.1400000000000001
KTM,18.833685799608453,true,27.325998,86.086999,Ramechhap,2.2672222222222222
BIR,20.250326523763462,true,26.533296,86.733298,Rajbiraj,1.297222222222222
BDP,22.59848501960229,true,26.908002,87.926005,Ilam,3.537222222222222
WBM,36.28203175209981,true,-5.49,143.718004,Wabag,4.915
CMU,31.274212958103224,true,-6.022998,144.960013,Kundiawa,0.08305555555555556
VAI,32.15430961707049,true,-2.690001,141.303997,Vanimo,0.06083333333333333
MAS,32.23387676875806,true,-2.032002,147.279997,Lorengau,0.4305555555555555
CHY,35.620134866502156,true,-6.228,155.565991,Arawa,0
HKN,32.0481783383954,true,-5.550003,150.143014,Kimbe,0.6716666666666666
MSU,24.114643041318516,true,-30.117267,28.702,Qacha's Nek,4.3575
GDE,32.43498073135582,true,4.183299,43.866703,Hudur,11.2775
WJR,28.415630070203377,true,3.327003,42.227002,Garbahaarey,8.482777777777777
WJR,29.32813007020338,true,1.083303,42.583303,Bu'aale,9.395277777777778
GLK,26.194827582799466,true,5.742,46.508004,Dhuusa Mareeb,4.233333333333333
QOW,13.443189626137029,true,5.532003,7.486002,Umuahia,0.8138888888888889
CMB,18.22813465687405,true,6.693003,80.386003,Ratnapura,1.7111111111111112
CBQ,13.9989517553839,true,5.007996,7.849999,Uyo,1.26
QOW,12.998745181692584,true,5.492997,7.026004,Owerri,0.36944444444444446
FNJ,20.239293060632413,true,38.507004,125.762005,Sariwon,1.3591666666666666
FNJ,19.740959727299078,true,39.488004,125.463997,Sin-Ni,0.8608333333333333
UUD,20.474449505393398,true,50.249997,106.200001,Suchboatar,3.23
WDH,21.498386439250066,true,-21.436002,15.950998,Omaruru,3.4619444444444443
WVB,22.944346959368282,true,-21.939003,15.852996,Karibib,2.417777777777778
WDH,22.346997550361177,true,-19.639998,17.342002,Otavi,4.310555555555555
WDH,19.60533088369451,true,-22.455,18.963001,Gobabis,1.568888888888889
DAR,17.39668050540603,true,-6.766704,38.916703,Kibaha,0.8805555555555556
ZNZ,17.16836801979298,true,-5.878998,39.259999,Mkokotoni,0.7619444444444444
BRN,3.807742587479869,true,46.8,7.149997,Fribourg,0.5280555555555556
MLH,5.617010912459213,true,47.483001,7.737003,Liestal,0.33111111111111113
BRN,3.956631476368758,true,47.212002,7.536997,Solothurn,0.6769444444444445
BRN,4.578020365257647,true,46.899,8.243002,Sarnen,1.2983333333333333
KSD,8.617258263452584,true,58.705002,13.827997,Mariestad,1.7619444444444445
THN,9.165995679556351,true,58.363002,12.330001,Vannersborg,0.19777777777777777
ACH,7.497609155649896,true,47.333304,9.416701,Appenzell,0.49972222222222223
NOC,3.879815782908966,true,53.633333,-8.183333,Ros Comain,0.8358333333333333
ZIG,16.56047357070459,true,12.268998,-16.164999,Cacheu,2.8208333333333333
OXB,14.344949540692944,true,12.492999,-15.227,Farim,2.6344444444444446
OXB,15.586338429581833,true,11.772999,-15.194997,Fulacunda,3.8758333333333335
OXB,14.766060651804056,true,12.279996,-14.234003,Gabu,3.055555555555556
ROB,23.439046787407044,true,4.799997,-8.166699,Barclayville,10.885
ROB,18.480435676295933,true,8.416701,-9.749997,Voinjama,5.926388888888889
MLW,13.384393100197316,true,6.433299,-10.600002,Bensonville,0.5738888888888888
ROB,13.281546787407041,true,6.525999,-10.349001,Kakata,0.7274999999999999
ROB,16.252380120740376,true,7.371,-8.684999,Sanniquellie,3.6983333333333333
ROB,15.802657898518152,true,5.464998,-9.577997,Rivercess,3.248611111111111
BRI,7.010503854581236,true,40.642002,15.798996,Potenza,2.104722222222222
NAP,6.773439273314516,true,41.562999,14.655997,Campobasso,2.0572222222222223
VDA,12.835914538717828,true,30.192003,35.736004,Ma'an,2.5
LUX,3.399636516213725,true,49.883301,6.166702,Diekirch,0.5477777777777778
LUX,3.156025405102614,true,49.699998,6.333301,Grevenmacher,0.30416666666666664
IPH,26.502301049972225,true,4.184001,102.042001,Kuala Lipis,3.5722222222222224
SZB,26.025435469991105,true,3.066696,101.549998,Shah Alam,0.31444444444444447
NYK,21.113095791822925,true,-0.416997,36.951004,Nyeri,0.6880555555555555
MSU,20.765754152429626,true,-29.152998,27.753004,Teyateyaneng,1.0086111111111111
MSU,21.44908748576296,true,-30.159,27.479998,Mohales Hoek,1.6919444444444445
MSU,22.321031930207404,true,-30.411,27.716005,Moyeni,2.563888888888889
MSU,21.604087485762957,true,-28.878003,28.055998,Hlotse,1.8469444444444443
MSU,22.06047637465185,true,-28.749996,28.250002,Butha-Buthe,2.3033333333333332
PZB,24.142936301839075,true,-29.291004,29.078002,Mokhotlong,4.272222222222222
SAL,20.469886185878135,true,13.919004,-89.845002,Ahuachapan,1.8691666666666669
SAL,19.540997296989243,true,13.716702,-88.933302,Cojutepeque,0.9402777777777778
SAL,19.419608408100355,true,13.673997,-89.289998,Nueva San Salvador,0.8188888888888889
SAL,19.109608408100357,true,13.508001,-88.867998,Zacatecoluca,0.508888888888889
TGU,20.981968590967195,true,13.331997,-87.839001,La Union,2.641111111111111
TGU,21.196135257633863,true,13.699998,-88.100001,San Francisco Gotera,2.855277777777778
SAL,19.4665528525448,true,13.641003,-88.785,San Vicente,0.8658333333333333
SAL,20.00683063032258,true,13.346001,-88.432002,Usulutan,1.406111111111111
SAL,20.165997296989243,true,14.072004,-89.093996,Chalatenango,1.5652777777777778
MBJ,15.312064504677828,true,18.442998,-78.179004,Lucea,0.7241666666666667
MBJ,16.36067561578894,true,18.033003,-77.499999,Mandeville,1.7727777777777776
MBJ,15.758453393566716,true,18.030996,-77.851997,Black River,1.1705555555555556
MBJ,15.082342282455606,true,18.479583,-77.65605,Falmouth,0.49444444444444446
MBJ,15.529008949122272,true,18.163998,-77.948001,Savanna-la-Mar,0.9411111111111111
KIN,16.643282803800016,true,18.159003,-76.380003,Port Antonio,2.1055555555555556
KIN,16.30661613713335,true,18.432639,-77.199525,St. Ann's Bay,1.768888888888889
KIN,15.98022724824446,true,18.377001,-76.899995,Port Maria,1.4425
KIN,14.961893914911126,true,18.0333,-76.799997,Half Way Tree,0.42416666666666664
KIN,15.669671692688905,true,17.891001,-76.329,Port Morant,1.1319444444444444
STI,20.336944999779003,true,19.504998,-71.344989,Sabaneta,1.7969444444444445
STI,19.639444999779002,true,19.551996,-71.074997,Mao,1.0994444444444444
AZS,19.380607173600083,true,19.059003,-70.152003,Cotui,1.2858333333333334
GIU,20.367548471601815,true,8.033004,79.826005,Puttalan,1.7261111111111112
SSG,13.812830803720583,true,3.449997,8.550001,Luba,0.8380555555555556
SPU,5.42153964633772,true,43.727222,15.905833,Sibenik,0.8722222222222222
CAI,9.30732113663698,true,30.591999,30.899997,Shibin el Kom,1.422222222222222
CAI,8.746487803303648,true,30.466665,31.183336,Benha,0.8613888888888889
CAI,8.722321136636982,true,30.583332,31.51666,Zagazig,0.8372222222222222
CAI,9.830654469970314,true,31.109004,30.935998,Kafr el Sheikh,1.9455555555555555
JIB,15.563882252526897,true,11.104002,42.372001,Dikhil,1.6633333333333333
JIB,16.70110447474912,true,11.783304,42.900003,Tadjoura,2.8005555555555555
TLL,6.637992960593216,true,58.943056,23.541389,Haapsalu,1.6391666666666667
KWI,10.191581995007791,true,29.33334,47.999998,Hawalli,0.40694444444444444
LLW,21.11150081631848,true,-11.9,33.6,Mzimba,3.326111111111111
CIP,21.187602724078168,true,-13.8,32.9,Mchinji,0.6708333333333333
BLZ,20.46186510786774,true,-14.966667,35.516667,Machinga,2.3733333333333335
BLZ,19.84158733008996,true,-14.816667,34.633333,Ntcheu,1.7530555555555556
LLW,19.32177859409626,true,-14.366667,34.333333,Dedza,1.536388888888889
BLZ,18.778809552312183,true,-15.7,35.183333,Chiradzulu,0.6902777777777778
BLZ,20.616031774534406,true,-16.916667,35.266667,Nsanje,2.5275000000000003
BLZ,19.22408733008996,true,-15.616667,34.516667,Mwanza,1.1355555555555557
BLZ,19.27158733008996,true,-16.033333,35.5,Mulanje,1.1830555555555555
TAP,22.690983759555856,true,14.537097,-91.677015,Retalhuleu,1.7694444444444446
GUA,21.07892223242215,true,15.102999,-90.314001,Salama,2.49
TAP,22.49126153733363,true,14.966001,-91.8,San Marcos,1.5697222222222222
GUA,19.474477787977705,true,14.661999,-90.819999,Chimaltenango,0.8855555555555555
GUA,19.27614445464437,true,14.566698,-90.733302,Antigua Guatemala,0.6872222222222223
GUA,20.82642223242215,true,14.772996,-91.182996,Solola,2.2375
GUA,20.169200010199926,true,14.85,-90.016704,El Progreso,1.5802777777777777
GUA,21.553088899088817,true,14.913999,-91.358001,Totonicapan,2.9641666666666664
GUA,19.598366676866593,true,14.279004,-90.297999,Cuilapa,1.0094444444444446
GUA,21.306977787977704,true,14.796999,-89.543997,Chiquimula,2.718055555555556
GUA,20.50142223242215,true,14.633001,-89.989002,Jalapa,1.9125
POP,16.198900414546873,true,19.790217,-70.690247,Puerto Plata,0.275
GUA,20.989477787977705,true,14.972004,-89.529003,Zacapa,2.4005555555555556
STI,18.79722277755678,true,19.396998,-70.523001,Moca,0.25722222222222224
STI,19.05472277755678,true,19.383003,-70.416701,Salcedo,0.5147222222222222
PAP,19.065167884446108,true,18.493002,-71.850996,Jimani,0.8933333333333333
PAP,20.25489010666833,true,18.875997,-71.706995,Comendador,2.0830555555555557
JBQ,22.26987137386717,true,18.453996,-70.729002,Azua,1.6927777777777777
PAP,21.03127899555722,true,18.037998,-71.740998,Pedernales,2.8594444444444442
STI,19.430278333112337,true,18.942003,-70.408998,Bonao,0.8902777777777777
JBQ,21.466538040533834,true,18.279999,-70.331003,Bani,0.8894444444444445
LRM,19.317275784292256,true,18.764001,-69.256997,Hato Mayor,1.0922222222222222
JBQ,21.508760262756056,true,18.807003,-69.784002,Monte Plata,0.9316666666666666
AZS,18.50866272915564,true,19.376001,-69.847001,Nagua,0.41388888888888886
AZS,18.82505161804453,true,19.212003,-69.332004,Samana,0.7302777777777778
JBQ,21.11209359608939,true,18.415998,-70.109001,San Cristobal,0.535
LRM,18.973664673181144,true,18.764001,-69.035003,El Seibo,0.7486111111111111
LRM,18.729775784292258,true,18.615996,-68.707997,Higuey,0.5047222222222223
ZIG,17.890195792926814,true,13.551003,-14.767002,Georgetown,4.150555555555555
OXB,17.787727318470722,true,13.310001,-14.222996,Basse Santa Su,6.077222222222222
BJL,13.120899466927897,true,13.493997,-16.094996,Kerewan,1.6033333333333333
BJL,13.978677244705674,true,13.377312,-15.678566,Mansa Konko,2.461111111111111
NYI,13.104260442464284,true,7.335999,-2.336003,Sunyani,0.07916666666666666
BSG,19.389870724914047,true,2.152998,11.330002,Ebebiyin,4.016666666666667
TAY,8.597799518200247,true,58.363889,25.59,Viljandi,1.1252777777777778
BZV,19.69976487047326,true,-4.164003,13.554,Madingou,5.036666666666666
PNR,25.146935165193554,true,-2.856996,11.026998,Tchibanga,10.47638888888889
VOL,9.024314632450299,true,38.898999,22.434004,Lamia,1.236388888888889
AXD,9.412440555035959,true,41.133303,25.416703,Komatini,0.7577777777777778
BEY,7.979760618759695,true,33.833304,35.533297,B'abda,0.18194444444444444
BEY,8.801149507648583,true,33.383304,35.450002,Nabatiye et Tahta,1.0033333333333334
TMP,5.967917880069137,true,60.996996,24.472,Hameenlinna,0.9336111111111111
MHQ,6.790647026530457,true,60.096996,19.949004,Mariehamn,0.1636111111111111
LPP,8.68772127925226,true,60.876,26.709004,Kouvola,1.1005555555555555
LPP,9.076054612585594,true,61.689996,27.285003,Mikkeli,1.4888888888888887
THL,23.947254408822943,true,20.2775,100.412778,Ban Houayxay,2.0344444444444445
LXG,24.836151877801058,true,20.950002,101.416699,Louang Namtha,0.07361111111111111
PKZ,25.670171710180654,true,14.8833,105.866704,Champasak,0.7155555555555555
PKZ,26.878782821291765,true,15.715998,106.426999,Saravan,1.9241666666666668
XKH,28.373950958963185,true,20.416698,104.033305,Xam Nua,3.9080555555555554
PKZ,27.878227265736207,true,14.807997,106.839001,Attapu,2.923611111111111
DIN,27.83738408898371,true,21.683304,102.099997,Phongsali,5.9688888888888885
BZV,15.916431537139928,true,-4.356,14.761999,Kinkala,1.2533333333333334
BLL,3.726193533152423,true,55.709001,9.534996,Vejle,0.4216666666666667
CKY,19.44865438090895,true,12.084003,-12.301001,Mali,7.418611111111111
CKY,18.50448771424228,true,11.439999,-11.670002,Tongue,6.474444444444444
CKY,16.59976549202006,true,11.079999,-12.401001,Pita,4.5697222222222225
CKY,16.040043269797838,true,10.656,-12.272004,Dalaba,4.01
CKY,13.91004326979784,true,10.185003,-14.042996,Boffa,1.88
OXB,17.0830050962485,true,12.480003,-13.295996,Koundara,5.3725000000000005
CKY,18.405876603131173,true,11.754,-13.212998,Gaoual,6.3758333333333335
CKY,15.612821047575617,true,10.905003,-13.042998,Telimele,3.582777777777778
CKY,13.224487714242283,true,9.430002,-13.097997,Forecariah,1.1944444444444444
ROB,19.506546787407043,true,8.686998,-8.657,Beyla,6.9525
ROB,20.06682456518482,true,8.553996,-10.151,Gueckedou,7.512777777777777
CKY,17.165321047575617,true,10.747998,-11.108996,Dabola,5.135277777777778
ABJ,16.878803584569248,true,6.977997,-5.748002,Bouafle,4.15
ROB,20.375435676295933,true,8.28,-7.684002,Touba,7.821388888888889
ABJ,15.629636917902582,true,5.839002,-5.360003,Divo,2.9008333333333334
ABJ,15.46630358456925,true,6.552,-5.019002,Toumodi,2.7375
ABJ,14.228248029013693,true,5.466699,-3.200004,Aboisso,1.4994444444444446
GUA,21.165866676866592,true,15.033303,-91.133298,Santa Cruz Del Quiche,2.5769444444444445
TIA,5.606032730594544,true,41.518998,19.797004,Kruje,0.44583333333333336
TIA,6.584088286150099,true,40.730004,19.573003,Fier,1.423888888888889
TIA,6.267421619483432,true,40.940001,19.716003,Lushnje,1.1072222222222223
TGD,7.081558391379051,true,42.033303,19.883304,Puke,2.0869444444444443
TGD,8.869058391379053,true,42.3333,20.083303,Bajram Curri,3.8744444444444444
CFU,7.604208602692517,true,39.877002,19.999999,Sarande,2.1869444444444444
KSO,10.59769964043249,true,40.333302,20.683297,Erseke,1.953888888888889
KSO,10.30019964043249,true,40.899996,20.664001,Pogradec,1.656388888888889
KSO,9.896032973765823,true,40.616676,20.766664,Korce,1.2522222222222223
TIA,6.899088286150099,true,40.709997,19.972,Berat,1.7388888888888887
KSO,12.270477418210268,true,40.516704,20.233297,Corovode,3.6266666666666665
TIA,6.890754952816765,true,40.866696,20.199997,Gramsh,1.7305555555555554
TIA,6.740754952816766,true,41.200002,20.366704,Librazhd,1.5805555555555555
CFU,8.874486380470294,true,40.283298,20.033299,Tepelene,3.457222222222222
CFU,8.526986380470294,true,40.078998,20.149003,Gjirokaster,3.1097222222222225
TIA,6.459643841705654,true,41.625999,20.016001,Burrel,1.2994444444444444
