destination,route,length,stops
YBC,"YBC,YYY,YZV,YNA,YHR,YIF,YBX,YAY,YYT,LONDON",8.755617030645798,10
YYY,"YYY,YZV,YNA,YHR,YIF,YBX,YAY,YYT,LONDON",8.658526552748437,9
YBG,"YBG,YZV,YNA,YHR,YIF,YBX,YAY,YYT,LONDON",8.949348051346004,9
YCD,"YCD,YVR,LONDON",12.715005639186893,3
YCG,"YCG,YYC,LONDON",12.234268449418456,3
YDF,"YDF,YYT,LONDON",6.841556456034221,3
YYR,"YYR,YYT,LONDON",7.588899442984539,3
YQU,"YQU,YEG,LONDON",12.017020645091904,3
YFC,"YFC,YHZ,LONDON",8.081360893719513,3
YGK,"YGK,YYZ,LONDON",9.932963365349066,3
YGP,"YGP,YGR,YVB,YYY,YZV,YNA,YHR,YIF,YBX,YAY,YYT,LONDON",9.90304300374649,12
YGR,"YGR,YVB,YYY,YZV,YNA,YHR,YIF,YBX,YAY,YYT,LONDON",9.48552131448459,11
YQM,"YQM,YHZ,LONDON",7.920856133507079,3
YQX,"YQX,YYT,LONDON",6.530697971074282,3
YQY,"YQY,YHZ,LONDON",8.154806285888887,3
YSJ,"YSJ,YHZ,LONDON",7.968503549354416,3
YYG,"YYG,YHZ,LONDON",7.912621242865358,3
YPR,"YPR,YVR,LONDON",13.885398938372994,3
YQF,"YQF,YYC,LONDON",11.88788369137115,3
YQG,"YQG,YYZ,LONDON",10.035952034019935,3
YQL,"YQL,YYC,LONDON",11.999857558898503,3
YQT,"YQT,YYZ,LONDON",11.03465550991054,3
YSB,"YSB,YYZ,LONDON",10.082911651504716,3
YTS,"YTS,YTZ,YOW,LONDON",10.449357136738636,4
YTZ,"YTZ,YOW,LONDON",9.498828377112407,3
YVO,"YVO,YUL,LONDON",9.396176113114425,3
ZBF,"ZBF,YVB,YYY,YZV,YNA,YHR,YIF,YBX,YAY,YYT,LONDON",9.100183558375548,11
ZSA,"ZSA,NAS,LONDON",12.163356901346717,3
YYF,"YYF,YVR,LONDON",13.063285259677633,3
YZP,"YZP,YVR,LONDON",13.87914617860565,3
YXH,"YXH,YYC,LONDON",12.127524148844627,3
YYB,"YYB,YYZ,LONDON",10.014291619209676,3
YZR,"YZR,YYZ,LONDON",9.897910948400758,3
AAX,"AAX,PLU,VDC,SSA,LIS,LONDON",15.634336918719669,6
POJ,"POJ,PLU,VDC,SSA,LIS,LONDON",15.601742813781371,6
AFL,"AFL,CGB,BSB,LIS,LONDON",17.311526146337442,5
AJU,"AJU,REC,LIS,LONDON",13.041690674600147,4
MCZ,"MCZ,REC,LIS,LONDON",12.684457440595637,4
VCP,"VCP,LIS,LONDON",15.833984490325694,3
AQA,"AQA,VCP,LIS,LONDON",16.11390587278598,4
ARU,"ARU,VCP,LIS,LONDON",16.496450334702885,4
ATM,"ATM,BEL,CAY,ORY,LONDON",14.557779921901414,5
BEL,"BEL,CAY,ORY,LONDON",13.776758258085216,4
STM,"STM,BEL,CAY,ORY,LONDON",14.962566902470058,5
MAB,"MAB,IMP,SLZ,FOR,LIS,LONDON",14.171655345358076,6
BAZ,"BAZ,MAO,PMV,GND,UVF,LONDON",15.468084020230275,6
CKS,"CKS,MAB,IMP,SLZ,FOR,LIS,LONDON",14.383191098373512,7
FOR,"FOR,LIS,LONDON",11.974328139543271,3
IMP,"IMP,SLZ,FOR,LIS,LONDON",13.86062571947593,5
MCP,"MCP,BEL,CAY,ORY,LONDON",14.325958843753678,5
BPS,"BPS,SSA,LIS,LONDON",14.11868369603857,4
SDU,"SDU,SSA,LIS,LONDON",15.490322570327407,4
BVB,"BVB,MAO,PMV,GND,UVF,LONDON",15.909698271978428,6
BVH,"BVH,CGB,BSB,LIS,LONDON",17.140356683638647,5
BYO,"BYO,VCP,LIS,LONDON",17.46625296192698,4
CAW,"CAW,VIX,SSA,LIS,LONDON",15.175914695604547,5
CCM,"CCM,FLN,GRU,LONDON",16.88161055947815,4
CFB,"CFB,SDU,SSA,LIS,LONDON",15.676218442756383,5
JPR,"JPR,CGB,BSB,LIS,LONDON",17.60029041378827,5
LDB,"LDB,VCP,LIS,LONDON",16.517399111725627,4
MGF,"MGF,VCP,LIS,LONDON",16.66979686084591,4
OAL,"OAL,CGB,BSB,LIS,LONDON",32.326842247893296,5
PVH,"PVH,MAO,PMV,GND,UVF,LONDON",16.08088083837889,6
ROO,"ROO,CGB,BSB,LIS,LONDON",16.54326899957722,5
CGH,"CGH,CNF,LIS,LONDON",15.89294103567319,4
CMG,"CMG,CGR,BSB,LIS,LONDON",16.82790520274455,5
CIZ,"CIZ,MAO,PMV,GND,UVF,LONDON",15.416380840024496,6
CLV,"CLV,VCP,LIS,LONDON",16.845696887643307,4
CPV,"CPV,PNZ,REC,LIS,LONDON",14.382335423738876,5
IPN,"IPN,CNF,LIS,LONDON",15.280656587723254,4
IZA,"IZA,CNF,LIS,LONDON",15.394862084503288,4
MOC,"MOC,CNF,LIS,LONDON",15.563267523962168,4
SLZ,"SLZ,FOR,LIS,LONDON",13.05216393582263,4
VIX,"VIX,SSA,LIS,LONDON",14.856370311399587,4
PNZ,"PNZ,REC,LIS,LONDON",13.441851837559906,4
CXJ,"CXJ,CWB,GRU,LONDON",17.135870151311515,4
IGU,"IGU,VCP,LIS,LONDON",17.16503636511815,4
ERN,"ERN,TFF,MAO,PMV,GND,UVF,LONDON",16.806817020982088,7
TFF,"TFF,MAO,PMV,GND,UVF,LONDON",15.679903579444233,6
FEN,"FEN,NAT,LIS,LONDON",12.684714618766034,4
NAT,"NAT,LIS,LONDON",12.038794510234755,3
FLN,"FLN,GRU,LONDON",16.639136244286593,3
JPA,"JPA,FOR,LIS,LONDON",12.883758100163593,4
THE,"THE,FOR,LIS,LONDON",12.802083319412837,4
IOS,"IOS,SSA,LIS,LONDON",13.82621722699276,4
NVT,"NVT,GRU,LONDON",16.516656538777504,3
GVR,"GVR,PLU,VDC,SSA,LIS,LONDON",15.493605175428396,6
IRZ,"IRZ,TFF,MAO,PMV,GND,UVF,LONDON",16.232564162258175,7
ITB,"ITB,STM,BEL,CAY,ORY,LONDON",15.36782545101276,6
JDO,"JDO,FOR,LIS,LONDON",12.626682837338649,4
JOI,"JOI,GRU,LONDON",16.429201941185475,3
JTC,"JTC,VCP,LIS,LONDON",16.200454836735894,4
MII,"MII,VCP,LIS,LONDON",16.33471633232331,4
LEC,"LEC,SSA,LIS,LONDON",13.98975466841356,4
TUR,"TUR,BEL,CAY,ORY,LONDON",14.278731729573897,5
PIN,"PIN,MAO,PMV,GND,UVF,LONDON",15.430744910259355,6
TBT,"TBT,MAO,PMV,GND,UVF,LONDON",16.654890529287314,6
MEA,"MEA,CAW,VIX,SSA,LIS,LONDON",15.319572689552835,6
OLC,"OLC,TFF,MAO,PMV,GND,UVF,LONDON",16.456072863925364,7
PAV,"PAV,SSA,LIS,LONDON",14.101933458474736,4
PET,"PET,POA,GRU,LONDON",17.592474083366035,4
PFB,"PFB,GRU,LONDON",17.102647826369882,3
SJK,"SJK,PLU,VDC,SSA,LIS,LONDON",15.813843221687556,6
RIA,"RIA,POA,GRU,LONDON",17.63172210305077,4
XAP,"XAP,CWB,GRU,LONDON",17.029883730572443,4
PPB,"PPB,VCP,LIS,LONDON",16.58405827359195,4
RBR,"RBR,PVH,MAO,PMV,GND,UVF,LONDON",16.75584982278086,7
RVD,"RVD,VCP,LIS,LONDON",17.002926139623867,4
SJL,"SJL,TFF,MAO,PMV,GND,UVF,LONDON",16.411262529055975,7
TMT,"TMT,STM,BEL,CAY,ORY,LONDON",15.306292346553537,6
RMQ,"RMQ,FOC,XIY,HEL,LONDON",16.443671478980335,5
HUN,"HUN,RMQ,FOC,XIY,HEL,LONDON",16.617978518359976,6
KNH,"KNH,RMQ,FOC,XIY,HEL,LONDON",16.82668449447122,6
MXZ,"MXZ,CAN,LONDON",16.324811449689093,3
MZG,"MZG,RMQ,FOC,XIY,HEL,LONDON",16.65555618190433,6
OKA,"OKA,PEK,LONDON",16.661971109685716,3
YNZ,"YNZ,PEK,LONDON",14.921811889095862,3
TTT,"TTT,TSA,WUH,XIY,HEL,LONDON",16.869496597157166,6
ABV,"ABV,LONDON",7.965804188589736,2
PHC,"PHC,ABV,LONDON",8.707735501017213,3
ABY,"ABY,ATL,LONDON",11.664401434939034,3
LGG,"LGG,LIL,NTE,LONDON",1.9541587240593887,4
HRE,"HRE,AMS,LONDON",14.296453144515127,3
JRO,"JRO,NBO,LONDON",11.795467567485627,3
ANR,"ANR,LONDON",0.5637517984277552,2
ATW,"ATW,DTW,LONDON",10.870118591452457,3
BQK,"BQK,ATL,LONDON",11.912543859034843,3
CSG,"CSG,ATL,LONDON",11.495559456362903,3
DAL,"DAL,STL,DTW,LONDON",12.720306733806428,4
DHN,"DHN,ATL,LONDON",11.731136211310325,3
ECP,"ECP,BWI,LONDON",11.872774695163674,3
GTR,"GTR,ATL,LONDON",11.917243561036369,3
MDW,"MDW,YTZ,YOW,LONDON",10.686270781695002,4
SBN,"SBN,DTW,LONDON",10.496865509063845,3
VLD,"VLD,ATL,LONDON",11.832195186166553,3
SOU,"SOU,GCI,LONDON",0.7853506263872229,3
BEY,"BEY,LONDON",5.79781617431525,2
BGF,"BGF,CDG,LONDON",9.224315574297549,3
NSI,"NSI,CDG,LONDON",9.094503497937971,3
EBU,"EBU,BIA,LONDON",2.9596237470725657,3
KBV,"KBV,BKK,LONDON",17.034683527991284,3
LPQ,"LPQ,JHG,CTU,LONDON",15.958137071864698,4
BLL,"BLL,LONDON",1.3045268664857563,2
BZV,"BZV,CDG,LONDON",10.663098203806594,3
EXT,"EXT,GCI,LONDON",0.7275050767823859,3
GOA,"GOA,LONDON",1.7429572372513011,2
LBV,"LBV,SSG,ABV,LONDON",9.59946614050613,4
LJU,"LJU,LONDON",2.053318692392434,2
MRU,"MRU,LONDON",16.306654077786593,2
NKC,"NKC,CMN,LONDON",6.654855773088885,3
PNR,"PNR,CDG,LONDON",10.670546276304663,3
RBA,"RBA,LONDON",3.3496471427059626,2
TNR,"TNR,CDG,LONDON",15.161775305877757,3
VGO,"VGO,BIO,LONDON",2.3595246370105563,3
DAR,"DAR,NBO,LONDON",12.516124949850475,3
SSG,"SSG,ABV,LONDON",8.974775248165027,3
DOL,"DOL,LONDON",0.40588863653753754,2
DZA,"DZA,ORY,LONDON",14.007015769638636,3
HAH,"HAH,NBO,LONDON",13.627128771313096,3
EGC,"EGC,LONDON",1.247263317846893,2
ENH,"ENH,WUH,XIY,HEL,LONDON",15.590826102995567,5
LUN,"LUN,AMS,LONDON",13.705332652642385,3
IVL,"IVL,HEL,LONDON",4.614235332520424,3
KTT,"KTT,HEL,LONDON",4.434283980345199,3
LIG,"LIG,LONDON",1.0671996870746845,2
LLW,"LLW,NBO,LONDON",13.785389705207368,3
LVI,"LVI,LUN,AMS,LONDON",14.362048145454303,4
RUN,"RUN,CDG,LONDON",16.1969373764292,3
ZSE,"ZSE,MRU,LONDON",16.731314911645455,3
NBS,"NBS,SHE,FRA,LONDON",15.07486455382017,4
TLN,"TLN,LONDON",1.763073518487837,2
ROR,"ROR,TPE,AMS,LONDON",20.383488678351696,4
AAE,"AAE,MRS,LONDON",2.9337418855439727,3
ORN,"ORN,ALC,LONDON",2.947765026355876,3
AZR,"AZR,ORN,ALC,LONDON",4.392375390496578,4
BJA,"BJA,ORY,LONDON",2.8694319122432526,3
BLJ,"BLJ,ORY,LONDON",3.07674391428185,3
BSK,"BSK,ORY,LONDON",3.236240365068818,3
CZL,"CZL,ORY,LONDON",2.9915621881389254,3
DJG,"DJG,ALG,LONDON",5.292925714788256,3
ELU,"ELU,ALG,LONDON",3.5893808338600115,3
GHA,"GHA,ALG,LONDON",3.5933073629144467,3
HME,"HME,LONDON",3.7854402423479687,2
HRM,"HRM,ALG,LONDON",3.487344208886308,3
INZ,"INZ,ALG,LONDON",4.543200948324434,3
MUW,"MUW,ALG,LONDON",3.326371580384315,3
OGX,"OGX,ALG,LONDON",3.7366740471981092,3
QSF,"QSF,ORY,LONDON",2.9729817112828814,3
TEE,"TEE,ALG,LONDON",3.561209403019404,3
TGR,"TGR,ALG,LONDON",3.5912134885286706,3
TID,"TID,ALG,LONDON",3.152981016826005,3
TLM,"TLM,ORY,LONDON",3.2065790029579078,3
BMW,"BMW,AZR,ORN,ALC,LONDON",5.604552157163706,5
CBH,"CBH,ORN,ALC,LONDON",3.727631516894959,4
TMR,"TMR,ALG,LONDON",5.3872751076603205,3
ELG,"ELG,OGX,ALG,LONDON",4.211910299067068,4
IAM,"IAM,HME,LONDON",4.661261274572146,3
AGR,"AGR,VNS,DEL,LONDON",13.192332332693525,4
HJR,"HJR,VNS,DEL,LONDON",12.826754362593181,4
AGX,"AGX,COK,MCT,LONDON",14.548604411549057,4
GWL,"GWL,BOM,LONDON",13.631493987078397,3
IXD,"IXD,DEL,LONDON",12.16705001275861,3
JGA,"JGA,BOM,LONDON",12.810293742572108,3
DMU,"DMU,CCU,DEL,LONDON",14.475864709715896,4
SHL,"SHL,CCU,DEL,LONDON",14.2176506242116,4
DHM,"DHM,DEL,LONDON",11.88813479365502,3
JLR,"JLR,DEL,LONDON",12.320869542079041,3
KNU,"KNU,DEL,LONDON",11.873057868366104,3
KUU,"KUU,DEL,LONDON",11.821370483726302,3
LUH,"LUH,DEL,LONDON",11.670571019571632,3
STV,"STV,BOM,LONDON",12.38859281112216,3
TIR,"TIR,HYD,LONDON",13.620702365932663,3
VGA,"VGA,HYD,LONDON",13.333903269300624,3
MLE,"MLE,LONDON",14.223939617773894,2
AOR,"AOR,SZB,PEN,HKT,DME,LONDON",18.31646969563367,6
BDO,"BDO,KUL,LONDON",19.755903264390593,3
JHB,"JHB,KUL,LONDON",18.08126538783409,3
KBR,"KBR,PEN,HKT,DME,LONDON",17.650880340644814,5
KCH,"KCH,PEN,HKT,DME,LONDON",19.237788257817588,5
MYY,"MYY,MZV,BWN,BKK,LONDON",19.333359731255285,5
SDK,"SDK,BKI,CAN,LONDON",19.455001292719775,4
TWU,"TWU,BKI,CAN,LONDON",19.571206791412287,4
BPN,"BPN,SIN,LONDON",20.566793636232905,3
BTJ,"BTJ,PEN,HKT,DME,LONDON",18.14267191649035,5
BTU,"BTU,MYY,MZV,BWN,BKK,LONDON",19.618388365091675,6
DMK,"DMK,RGN,DAC,LONDON",15.9452190908602,4
HDY,"HDY,BKK,LONDON",17.20353388221982,3
SBW,"SBW,KUL,LONDON",19.569203616034017,3
JOG,"JOG,KUL,LONDON",20.196658023999145,3
LBU,"LBU,BKI,CAN,LONDON",19.273785975274116,4
LOP,"LOP,SIN,LONDON",21.069419882398627,3
PDG,"PDG,KUL,LONDON",18.381233271380104,3
PKU,"PKU,KUL,LONDON",18.09090337077503,3
PLM,"PLM,KUL,LONDON",18.848181510153676,3
SOC,"SOC,SIN,LONDON",20.19221405326524,3
SRG,"SRG,SIN,LONDON",20.06930680300857,3
SUB,"SUB,SIN,LONDON",20.421050929741334,3
TGG,"TGG,KUL,LONDON",18.217062669971188,3
UPG,"UPG,SIN,LONDON",21.243561717996243,3
URT,"URT,BKK,LONDON",16.843657284158155,3
VTE,"VTE,KMG,CTU,LONDON",16.17557261472122,4
CLQ,"CLQ,MEX,LONDON",15.633313943770911,3
CVM,"CVM,MEX,LONDON",15.63607398087008,3
DGO,"DGO,IAH,LONDON",14.806374657548092,3
TAP,"TAP,GUA,MIA,LONDON",14.921539315111408,4
LMM,"LMM,HMO,PHX,LONDON",15.63415492089376,4
MXL,"MXL,HMO,PHX,LONDON",15.8588771207128,4
JAL,"JAL,MEX,LONDON",15.24256604824571,3
LZC,"LZC,MEX,LONDON",15.458256713183316,3
MAM,"MAM,MEX,LONDON",16.048225591296497,3
NLD,"NLD,MEX,LONDON",16.331457201297507,3
PAZ,"PAZ,MEX,LONDON",15.199204118171133,3
PDS,"PDS,MEX,LONDON",16.566220975050033,3
PXM,"PXM,MEX,LONDON",15.591841084854046,3
SLW,"SLW,IAH,LONDON",14.173042192938137,3
TPQ,"TPQ,MEX,LONDON",15.91234909908625,3
AFA,"AFA,AEP,GRU,LONDON",20.12807973905511,4
CPC,"CPC,AEP,GRU,LONDON",20.737126011391602,4
CTC,"CTC,AEP,GRU,LONDON",20.204733445707053,4
FMA,"FMA,AEP,GRU,LONDON",20.151622404817637,4
FTE,"FTE,EZE,LONDON",21.970992453266867,3
IGR,"IGR,AEP,GRU,LONDON",20.35679392218929,4
IRJ,"IRJ,AEP,GRU,LONDON",20.233350492012164,4
JUJ,"JUJ,COR,GRU,LONDON",20.332080859213924,4
LUQ,"LUQ,AEP,GRU,LONDON",19.848446241895846,4
PSS,"PSS,AEP,GRU,LONDON",19.98937681189183,4
RES,"RES,AEP,GRU,LONDON",19.925949514191263,4
RHD,"RHD,AEP,GRU,LONDON",20.27061626631703,4
RSA,"RSA,AEP,GRU,LONDON",19.564348147428596,4
SDE,"SDE,AEP,GRU,LONDON",20.171870033127128,4
SLA,"SLA,COR,GRU,LONDON",20.256055443647462,4
TUC,"TUC,AEP,GRU,LONDON",20.387341284284528,4
UAQ,"UAQ,MDZ,COR,GRU,LONDON",20.05244961216816,5
VDM,"VDM,AEP,GRU,LONDON",19.95283774388609,4
ADK,"ADK,ANC,SEA,LONDON",19.898828723368077,4
AKN,"AKN,ANC,SEA,LONDON",17.481480899513517,4
ALW,"ALW,SEA,LONDON",13.402681982404376,3
CDB,"CDB,ANC,SEA,LONDON",18.369184702157604,4
DLG,"DLG,ANC,SEA,LONDON",17.58858709306437,4
SDP,"SDP,ANC,SEA,LONDON",18.20105728915209,4
SNP,"SNP,ANC,SEA,LONDON",18.75910173584317,4
STG,"STG,ANC,SEA,LONDON",18.76731043505918,4
BLI,"BLI,SEA,LONDON",13.084617103816827,3
LWS,"LWS,SEA,LONDON",13.533004851108942,3
PBG,"PBG,BOS,LONDON",9.275883857469573,3
PQI,"PQI,BOS,LONDON",9.629833628782599,3
BZN,"BZN,MSP,LONDON",13.078107781275907,3
YAK,"YAK,JNU,SEA,LONDON",15.762324833463843,4
EAT,"EAT,SEA,LONDON",13.097888328181893,3
FCA,"FCA,MSP,LONDON",13.483432351706444,3
GTF,"GTF,MSP,LONDON",13.112257572929533,3
HLN,"HLN,MSP,LONDON",13.181422000745512,3
PSG,"PSG,WRG,KTN,SEA,LONDON",14.958285141682353,5
SIT,"SIT,KTN,SEA,LONDON",15.14472078748931,4
WRG,"WRG,KTN,SEA,LONDON",14.875244508419257,4
LTO,"LTO,LAX,LONDON",16.457315800547732,3
PUW,"PUW,SEA,LONDON",13.502767089316784,3
MSO,"MSO,MSP,LONDON",13.449534611785218,3
PSC,"PSC,SEA,LONDON",13.293987454777433,3
YKM,"YKM,SEA,LONDON",13.11041668257126,3
AGA,"AGA,LONDON",4.11606451660195,2
EUN,"EUN,AGA,LONDON",4.961082951523197,3
VIL,"VIL,LPA,LONDON",5.632390089724304,3
AHU,"AHU,CMN,LONDON",4.1679589052474055,3
RAI,"RAI,BVC,LONDON",7.60182169779451,3
OUD,"OUD,ORY,LONDON",3.2620570677805287,3
OZZ,"OZZ,CMN,LONDON",3.9654596620663805,3
TFN,"TFN,SCQ,LONDON",4.81222474444283,3
TTU,"TTU,CMN,LONDON",4.041928135980104,3
ESU,"ESU,ORY,LONDON",4.240060674085151,3
TTA,"TTA,CMN,LONDON",4.576785235143188,3
AXM,"AXM,BOG,PUJ,LONDON",14.556513485242101,4
BAQ,"BAQ,MIA,LONDON",14.781483302078758,3
BGA,"BGA,BOG,PUJ,LONDON",14.736929416611853,4
CTG,"CTG,MIA,LONDON",14.821357626265836,3
CUC,"CUC,BOG,PUJ,LONDON",14.923244448617844,4
EJA,"EJA,BOG,PUJ,LONDON",14.6888084031538,4
EYP,"EYP,BOG,PUJ,LONDON",14.598810674504104,4
IBE,"IBE,BOG,PUJ,LONDON",14.443264998587475,4
MTR,"MTR,BOG,PUJ,LONDON",15.077832269236765,4
MZL,"MZL,BOG,PUJ,LONDON",14.504615725769074,4
NVA,"NVA,BOG,PUJ,LONDON",14.64154233033201,4
PEI,"PEI,BOG,PUJ,LONDON",14.548650459207117,4
PPN,"PPN,BOG,PUJ,LONDON",14.870932356534198,4
RCH,"RCH,BOG,PUJ,LONDON",15.538238692014993,4
SMR,"SMR,MDE,CUR,SXM,ANU,LONDON",15.295760812839257,6
VUP,"VUP,BOG,PUJ,LONDON",15.329058763677253,4
TCO,"TCO,CLO,BOG,PUJ,LONDON",15.262219731534142,5
TML,"TML,ACC,LONDON",9.254331133596807,3
BMA,"BMA,GOT,LONDON",2.3983664265797096,3
MMX,"MMX,LONDON",1.6828995287925468,2
UME,"UME,ARN,LONDON",3.218069617398638,3
JOE,"JOE,HEL,LONDON",3.6636890868283123,3
JYV,"JYV,HEL,LONDON",3.4569239067277207,3
KAJ,"KAJ,HEL,LONDON",3.83775216484328,3
KAO,"KAO,HEL,LONDON",4.1753587238210255,3
KEF,"KEF,LONDON",3.154663749992055,2
KEM,"KEM,HEL,LONDON",4.079046365154185,3
KUO,"KUO,HEL,LONDON",3.623114343525448,3
MSQ,"MSQ,LONDON",3.198116784117648,2
NRK,"NRK,HEL,LONDON",3.9461773166104464,3
OUL,"OUL,ARN,LONDON",3.591092236634329,3
RVN,"RVN,HEL,LONDON",4.22588411490192,3
SVL,"SVL,HEL,LONDON",3.5323218970101533,3
TAY,"TAY,HEL,LONDON",3.472521740422469,3
TLL,"TLL,LONDON",2.9988262939265504,2
TMP,"TMP,LONDON",3.034306768958025,2
VAA,"VAA,ARN,LONDON",3.139603035690278,3
AAL,"AAL,LONDON",1.5093438155699193,2
PNA,"PNA,MAD,LONDON",2.5839610672114692,3
AES,"AES,LONDON",2.1440497763302333,2
AHO,"AHO,LONDON",2.3029974418814714,2
HUY,"HUY,NWI,MAN,LONDON",1.062602927206066,4
KRS,"KRS,AMS,LONDON",1.7527102954973537,3
MME,"MME,AMS,LONDON",1.4016190322915256,3
NWI,"NWI,MAN,LONDON",0.8161637691493121,3
KHI,"KHI,LONDON",10.555590777883387,2
KRT,"KRT,CAI,LONDON",8.585385445387066,3
SEZ,"SEZ,FRA,LONDON",13.685931780677093,3
BAY,"BAY,OTP,LONDON",4.165495853666632,3
IAS,"IAS,LONDON",3.452209394485475,2
BZO,"BZO,FCO,LONDON",3.279046901763242,3
CIY,"CIY,LONDON",3.334325008918726,2
CLJ,"CLJ,LONDON",3.0308025253515023,2
REG,"REG,FCO,LONDON",3.2512762136176128,3
TGD,"TGD,LONDON",2.9946139469346074,2
TRS,"TRS,LONDON",1.9927044567191445,2
LCG,"LCG,LONDON",1.8223695480611881,2
PSR,"PSR,LONDON",2.488217335331469,2
OMR,"OMR,OTP,LONDON",4.2088706398812015,3
SUJ,"SUJ,OTP,LONDON",4.213279721289415,3
TSR,"TSR,LONDON",2.8483550599020986,2
TAS,"TAS,LONDON",8.756115249153757,2
TGM,"TGM,LONDON",3.1396978142748657,2
ASB,"ASB,LONDON",7.891758148601008,2
TSE,"TSE,LONDON",7.9815810289640785,2
ASV,"ASV,WIL,JRO,NBO,LONDON",12.447351464639068,5
WIL,"WIL,JRO,NBO,LONDON",12.189021330664453,4
HGA,"HGA,JIB,CDG,LONDON",10.312942537278987,4
WJR,"WJR,HGA,JIB,CDG,LONDON",11.932852292425602,5
KTL,"KTL,WIL,JRO,NBO,LONDON",12.735851216003082,5
LKG,"LKG,WIL,JRO,NBO,LONDON",13.310361485329796,5
MRE,"MRE,WIL,JRO,NBO,LONDON",12.524132315759607,5
UKA,"UKA,WIL,JRO,NBO,LONDON",12.940230383226163,5
BQN,"BQN,JFK,LONDON",13.476507920531837,3
ORH,"ORH,MCO,LONDON",14.545452588968974,3
PSE,"PSE,JFK,LONDON",13.587406677630767,3
ABD,"ABD,THR,TBZ,IST,LONDON",8.696273904475188,5
MHD,"MHD,IST,LONDON",8.708433717425685,3
THR,"THR,TBZ,IST,LONDON",7.600500065478479,4
AWZ,"AWZ,TBZ,IST,LONDON",8.039200512591496,4
IFN,"IFN,IST,LONDON",7.909533830808889,3
KIH,"KIH,SYZ,IST,LONDON",8.940945013083176,4
SRY,"SRY,AWZ,TBZ,IST,LONDON",9.23380340671119,5
SYZ,"SYZ,IST,LONDON",8.338018130782466,3
AZD,"AZD,THR,TBZ,IST,LONDON",8.43709910987209,5
BND,"BND,SYZ,IST,LONDON",9.090599152238404,4
GSM,"GSM,SYZ,IST,LONDON",9.106854935734228,4
KSH,"KSH,IST,LONDON",7.13334698494774,3
RAS,"RAS,THR,TBZ,IST,LONDON",7.996265084258986,5
TBZ,"TBZ,IST,LONDON",6.722329207202087,3
ZAH,"ZAH,KER,IFN,IST,LONDON",9.487805457189907,5
AAR,"AAR,LONDON",1.4884041439503424,2
TAB,"TAB,BGI,LONDON",11.69488940738555,3
DUR,"DUR,JNB,LONDON",15.967286312595672,3
PLZ,"PLZ,JNB,LONDON",16.644617396817317,3
GRX,"GRX,LONDON",2.694609600243734,2
IOM,"IOM,LONDON",0.6705986932666016,2
VFA,"VFA,HRE,AMS,LONDON",15.222860878310525,4
WDH,"WDH,LAD,LONDON",14.036441994805621,3
PFO,"PFO,LONDON",5.357073405334633,2
SDJ,"SDJ,NRT,LONDON",16.41899954401554,3
UKB,"UKB,YGJ,ICN,LONDON",16.1706337633986,4
YGJ,"YGJ,ICN,LONDON",15.829667344876949,3
KOJ,"KOJ,ICN,LONDON",15.989513303747374,3
ISG,"ISG,TPE,AMS,LONDON",16.85858549373266,4
MMY,"MMY,ISG,TPE,AMS,LONDON",17.062261353505047,5
NGS,"NGS,ICN,LONDON",15.747666046236683,3
KOI,"KOI,ABZ,LONDON",1.4021051099027877,3
LSI,"LSI,ABZ,LONDON",1.5731212070220857,3
EMA,"EMA,GCI,LONDON",1.11461359614405,3
INV,"INV,LONDON",1.1817143131873962,2
BEB,"BEB,GLA,LONDON",1.340824833550034,3
SYY,"SYY,GLA,LONDON",1.393677395972724,3
NOC,"NOC,LONDON",1.0439824495756325,2
WAT,"WAT,MAN,LONDON",0.9812272405995315,3
BRR,"BRR,GLA,LONDON",1.293950742379096,3
CAL,"CAL,GLA,LONDON",1.072936672769218,3
CFN,"CFN,DUB,LONDON",1.126393493090291,3
DND,"DND,LONDON",0.9567085037117323,2
DSA,"DSA,JER,LONDON",1.2831790514306154,3
WIC,"WIC,ABZ,LONDON",1.3185384077973474,3
ILY,"ILY,GLA,LONDON",1.1124114772109115,3
TRE,"TRE,GLA,LONDON",1.1959214765548944,3
LPL,"LPL,IOM,LONDON",0.9097088754573289,3
GTE,"GTE,DRW,MNL,LONDON",24.28680300746618,4
MZV,"MZV,BWN,BKK,LONDON",19.17385369191355,4
MIR,"MIR,TUN,LONDON",3.273806073276006,3
HJJ,"HJJ,CSX,XIY,HEL,LONDON",15.694709524420716,5
LLF,"LLF,CSX,XIY,HEL,LONDON",15.533618551886143,5
TEN,"TEN,KWE,URC,TSE,LONDON",15.18459468802551,5
YNT,"YNT,PEK,LONDON",14.426028366956091,3
HEK,"HEK,HRB,NZH,KJA,LED,LONDON",14.644847879756359,6
OHE,"OHE,JGD,HLD,HTA,UUD,KJA,LED,LONDON",13.910188484424157,8
JGD,"JGD,HLD,HTA,UUD,KJA,LED,LONDON",13.400957067854801,7
JMU,"JMU,HRB,NZH,KJA,LED,LONDON",14.363240718979664,6
JXA,"JXA,HRB,NZH,KJA,LED,LONDON",14.397221312418086,6
BMV,"BMV,HAN,DME,LONDON",17.021201530622076,4
VII,"VII,HAN,DME,LONDON",15.844968561074463,4
CXR,"CXR,DME,LONDON",17.121975252504555,3
DAD,"DAD,HAN,DME,LONDON",16.431415828413133,4
HPH,"HPH,DAD,HAN,DME,LONDON",17.35358313597168,5
