destination,route,length,stops
RJK,"RJK,LONDON",2.1746998193142217,2
RLG,"RLG,CGN,LONDON",1.6923855942496773,3
SJJ,"SJJ,LJU,LONDON",2.727833461323645,3
SKG,"SKG,LONDON",3.607005346093288,2
SPU,"SPU,LONDON",2.549317424115498,2
SUF,"SUF,LONDON",3.176283557908763,2
TUN,"TUN,LONDON",3.056469733714559,2
VCE,"VCE,LONDON",1.9165328251868443,2
VIE,"VIE,LONDON",2.1179838841596252,2
VRN,"VRN,LONDON",1.7882549422454057,2
WAW,"WAW,LONDON",2.438162582391786,2
XRY,"XRY,LONDON",2.839870167813657,2
ZAG,"ZAG,LONDON",2.275138261985478,2
CWL,"CWL,JER,LONDON",0.9083001928332348,3
DTM,"DTM,LONDON",0.9213165709876242,2
KTW,"KTW,LONDON",2.2713599614295705,2
MAD,"MAD,LONDON",2.0852437371080312,2
NQY,"NQY,LONDON",0.5746742485065611,2
NUE,"NUE,LONDON",1.3990034456377543,2
POZ,"POZ,LONDON",1.9667533342415078,2
TRN,"TRN,LONDON",1.532164020860932,2
WRO,"WRO,LONDON",1.9970748806665648,2
FKB,"FKB,LONDON",1.125700001079857,2
FRA,"FRA,LONDON",1.081531836519012,2
HEL,"HEL,LONDON",3.0658500656205425,2
KRK,"KRK,LONDON",2.3695743557432745,2
LIN,"LIN,LONDON",1.6341231356746755,2
AKP,"AKP,FAI,SEA,LONDON",17.615209379743362,4
FAI,"FAI,SEA,LONDON",16.93662737749489,3
BTT,"BTT,FAI,SEA,LONDON",17.41474357479964,4
CXF,"CXF,BTT,FAI,SEA,LONDON",17.530687155571282,5
CEM,"CEM,FAI,SEA,LONDON",17.213985621450327,4
IRC,"IRC,FAI,SEA,LONDON",17.284072790175188,4
CIK,"CIK,FAI,SEA,LONDON",17.398315851994994,4
FYU,"FYU,FAI,SEA,LONDON",17.31795566313298,4
MLY,"MLY,FAI,SEA,LONDON",17.158318625222773,4
RMP,"RMP,FAI,SEA,LONDON",17.15594309548948,4
TAL,"TAL,FAI,SEA,LONDON",17.27390589985629,4
WBQ,"WBQ,FAI,SEA,LONDON",17.225403545304378,4
MNT,"MNT,FAI,SEA,LONDON",17.06997922921987,4
AKI,"AKI,TLT,BET,ANC,SEA,LONDON",17.916589573801215,6
TLT,"TLT,BET,ANC,SEA,LONDON",17.873633634221566,5
ATT,"ATT,BET,ANC,SEA,LONDON",27.288903211751006,5
KUK,"KUK,BET,ANC,SEA,LONDON",17.840206114508963,5
BET,"BET,ANC,SEA,LONDON",17.775816589091928,4
EEK,"EEK,BET,ANC,SEA,LONDON",17.882410640010256,5
GNU,"GNU,BET,ANC,SEA,LONDON",18.0848245807821,5
KPN,"KPN,BET,ANC,SEA,LONDON",18.030773454782317,5
KWN,"KWN,BET,ANC,SEA,LONDON",17.965734624421216,5
KWT,"KWT,BET,ANC,SEA,LONDON",17.811543945738016,5
MLL,"MLL,RSH,ANI,ANC,SEA,LONDON",17.78444581674427,6
NME,"NME,BET,ANC,SEA,LONDON",18.042251742292684,5
WTL,"WTL,BET,ANC,SEA,LONDON",17.887565906802674,5
CYF,"CYF,BET,ANC,SEA,LONDON",18.02809850806412,5
PTU,"PTU,BET,ANC,SEA,LONDON",18.103553608551525,5
KKH,"KKH,BET,ANC,SEA,LONDON",17.95516776994408,5
KWK,"KWK,BET,ANC,SEA,LONDON",17.98300661364364,5
NUP,"NUP,BET,ANC,SEA,LONDON",17.834910296407184,5
PQS,"PQS,MLL,RSH,ANI,ANC,SEA,LONDON",17.861769524685158,7
OOK,"OOK,BET,ANC,SEA,LONDON",18.07412250101376,5
TNK,"TNK,OOK,BET,ANC,SEA,LONDON",18.09207781990191,6
WWT,"WWT,BET,ANC,SEA,LONDON",18.03048091473164,5
BOC,"BOC,SJO,SDQ,PUJ,LONDON",15.128983305687115,5
DRK,"DRK,SJO,SDQ,PUJ,LONDON",15.009399851172113,5
FON,"FON,SJO,SDQ,PUJ,LONDON",14.870011062875868,5
XQP,"XQP,SJO,SDQ,PUJ,LONDON",14.854436142438093,5
GLF,"GLF,SJO,SDQ,PUJ,LONDON",15.06287065023053,5
PJM,"PJM,SJO,SDQ,PUJ,LONDON",15.069000075219872,5
LIR,"LIR,MIA,LONDON",14.819344977671857,3
SYQ,"SYQ,LIR,MIA,LONDON",15.101314758485435,4
TNO,"TNO,LIR,MIA,LONDON",14.890752940067665,4
MGA,"MGA,MIA,LONDON",14.585985343270147,3
NOB,"NOB,SJO,SDQ,PUJ,LONDON",15.01497267523941,5
TMU,"TMU,SJO,SDQ,PUJ,LONDON",14.905771052096828,5
PMZ,"PMZ,SJO,SDQ,PUJ,LONDON",14.987284586306853,5
TTQ,"TTQ,SJO,SDQ,PUJ,LONDON",14.916819223223282,5
KMS,"KMS,ACC,LONDON",8.844176536436388,3
EDL,"EDL,NBO,LONDON",11.850600225223797,3
LOK,"LOK,NBO,LONDON",12.261991147922108,3
JUB,"JUB,CAI,LONDON",10.564665548492158,3
KIS,"KIS,NBO,LONDON",11.870568400341469,3
LAU,"LAU,MYD,NBO,LONDON",12.324815472329982,4
MYD,"MYD,NBO,LONDON",12.089579608827458,3
MBA,"MBA,NBO,LONDON",12.108396892128855,3
ZNZ,"ZNZ,NBO,LONDON",12.406423575348532,3
BCD,"BCD,MNL,LONDON",18.726951718476464,3
CEB,"CEB,MNL,LONDON",18.87654463602915,3
DVO,"DVO,MNL,LONDON",19.53785956655614,3
BKI,"BKI,CAN,LONDON",19.084735761449238,3
BWN,"BWN,BKK,LONDON",19.006270417060072,3
CGM,"CGM,CEB,MNL,LONDON",19.112789582115433,4
CRK,"CRK,HKG,LONDON",17.79847560052849,3
DPL,"DPL,MNL,LONDON",19.10416991750466,3
ILO,"ILO,HKG,LONDON",18.675782160368524,3
PAG,"PAG,MNL,LONDON",19.246685074258547,3
PUS,"PUS,PEK,LONDON",15.599998466163598,3
TAC,"TAC,MNL,LONDON",18.877042855507835,3
USU,"USU,MNL,LONDON",18.404008636227026,3
CGK,"CGK,KUL,LONDON",19.546291097010787,3
MFM,"MFM,CKG,URC,TSE,LONDON",16.04730149981161,5
CYZ,"CYZ,MNL,LONDON",18.398943668136404,3
DPS,"DPS,BKK,LONDON",20.8822918442803,3
HAN,"HAN,DME,LONDON",15.384078747143889,3
LAO,"LAO,MNL,LONDON",18.617101616018477,3
NGO,"NGO,HEL,LONDON",16.000689401892952,3
NRT,"NRT,LONDON",15.971897011339504,2
SJI,"SJI,MNL,LONDON",18.644553176638382,3
TAG,"TAG,MNL,LONDON",18.96575672825792,3
VRC,"VRC,MNL,LONDON",18.52983859614293,3
WNP,"WNP,MNL,LONDON",18.370898200714556,3
NEV,"NEV,ANU,LONDON",11.074213139689624,3
ARH,"ARH,LED,LONDON",4.727978644933986,3
CSH,"CSH,ARH,LED,LONDON",5.120083694002145,4
MMK,"MMK,TOS,LONDON",4.678325256871929,3
NNM,"NNM,ARH,LED,LONDON",5.833017776284075,4
SVO,"SVO,LONDON",4.167760776946172,2
USK,"USK,ARH,LED,LONDON",6.064691642116152,4
SCW,"SCW,LED,LONDON",5.397005903826975,3
TOS,"TOS,LONDON",3.756271832839118,2
ANF,"ANF,IQQ,VVI,MAD,LONDON",18.83407248248423,5
IQQ,"IQQ,VVI,MAD,LONDON",18.29301282752408,4
CCP,"CCP,SCL,MAD,LONDON",20.666526511762488,4
SCL,"SCL,MAD,LONDON",19.951344427731488,3
AEP,"AEP,GRU,LONDON",18.60452766689487,3
MVD,"MVD,GRU,LONDON",18.397065472531484,3
PDP,"PDP,AEP,GRU,LONDON",19.11347373300927,4
ASU,"ASU,GRU,LONDON",17.675366361243107,3
CWB,"CWB,GRU,LONDON",16.379692162923416,3
POA,"POA,GRU,LONDON",17.22382163888897,3
YBK,"YBK,YCS,YZS,YTE,YFB,YVP,YKL,YWK,YYR,YYT,LONDON",12.637221640669281,11
YCS,"YCS,YZS,YTE,YFB,YVP,YKL,YWK,YYR,YYT,LONDON",12.16602055895055,10
YXN,"YXN,YRT,YFB,YVP,YKL,YWK,YYR,YYT,LONDON",12.41178307375202,9
YCB,"YCB,YZF,YEG,LONDON",14.46133726614046,4
YCO,"YCO,YZF,YEG,LONDON",14.038416952410593,4
YYH,"YYH,YZF,YEG,LONDON",15.075125755532586,4
YRT,"YRT,YFB,YVP,YKL,YWK,YYR,YYT,LONDON",12.298146272339643,8
YCY,"YCY,YFB,YVP,YKL,YWK,YYR,YYT,LONDON",11.58589226391803,8
YFB,"YFB,YVP,YKL,YWK,YYR,YYT,LONDON",10.338704415552794,7
YIO,"YIO,YCY,YFB,YVP,YKL,YWK,YYR,YYT,LONDON",12.271616313115942,9
YEK,"YEK,YRT,YFB,YVP,YKL,YWK,YYR,YYT,LONDON",12.659081086573957,9
YYQ,"YYQ,YRT,YFB,YVP,YKL,YWK,YYR,YYT,LONDON",13.073073381819853,9
YEV,"YEV,YVQ,YZF,YEG,LONDON",14.92014056181183,5
YVQ,"YVQ,YZF,YEG,LONDON",14.17792104585897,4
YGT,"YGT,YFB,YVP,YKL,YWK,YYR,YYT,LONDON",11.759735573823011,8
YTE,"YTE,YFB,YVP,YKL,YWK,YYR,YYT,LONDON",10.99189823330644,8
YUX,"YUX,YFB,YVP,YKL,YWK,YYR,YYT,LONDON",11.661039375674722,8
YXP,"YXP,YFB,YVP,YKL,YWK,YYR,YYT,LONDON",10.834263026687045,8
YHK,"YHK,YZF,YEG,LONDON",14.86051817953145,4
YUT,"YUT,YZS,YTE,YFB,YVP,YKL,YWK,YYR,YYT,LONDON",12.027395071780994,10
YZS,"YZS,YTE,YFB,YVP,YKL,YWK,YYR,YYT,LONDON",11.542569179510888,9
YTH,"YTH,YWG,YUL,LONDON",12.819212549896418,4
YVM,"YVM,YXP,YFB,YVP,YKL,YWK,YYR,YYT,LONDON",11.12133552902857,9
YWG,"YWG,YUL,LONDON",11.725229266233102,3
BZE,"BZE,MIA,LONDON",13.9150624561475,3
FRS,"FRS,BZE,MIA,LONDON",14.214233061638556,4
SAP,"SAP,MIA,LONDON",14.183262502245315,3
TGU,"TGU,MIA,LONDON",14.340857479856084,3
RTB,"RTB,MIA,LONDON",13.91522650447358,3
ELL,"ELL,JNB,LONDON",15.59662863420239,3
JNB,"JNB,LONDON",15.130891536197069,2
MGH,"MGH,JNB,LONDON",16.06956670778307,3
AMD,"AMD,KWI,LONDON",12.033864678516373,3
BLR,"BLR,LONDON",13.432866358926955,2
BOM,"BOM,LONDON",12.01259924065168,2
GOI,"GOI,BOM,LONDON",12.720594458839825,3
HYD,"HYD,LONDON",12.887071664000334,2
JAI,"JAI,DEL,LONDON",11.594020019636284,3
MAA,"MAA,LONDON",13.716169651694058,2
PNQ,"PNQ,BOM,LONDON",12.219594586033462,3
BBI,"BBI,DEL,LONDON",13.337376954375353,3
VTZ,"VTZ,DEL,LONDON",13.47118962626772,3
BDQ,"BDQ,DEL,LONDON",12.531982896695974,3
COK,"COK,MCT,LONDON",13.770547068828256,3
GAU,"GAU,DEL,LONDON",13.633712323918989,3
LKO,"LKO,DEL,LONDON",11.913652431217738,3
NAG,"NAG,DEL,LONDON",12.63100997990413,3
TRV,"TRV,MCT,LONDON",14.047941016685296,3
CJB,"CJB,BOM,LONDON",13.682235001563022,3
IDR,"IDR,DEL,LONDON",12.312617566555813,3
IXC,"IXC,DEL,LONDON",11.601599684619543,3
IXJ,"IXJ,SXR,ATQ,ASB,LONDON",11.306501414137522,5
PAT,"PAT,DEL,LONDON",12.635706655118321,3
SXR,"SXR,ATQ,ASB,LONDON",11.065751744365464,4
DIB,"DIB,DEL,LONDON",14.142572540640302,3
IMF,"IMF,GAU,DEL,LONDON",14.09391773727938,4
IXA,"IXA,CCU,DEL,LONDON",13.923243904885602,4
IXB,"IXB,DEL,LONDON",13.083122326540806,3
IXR,"IXR,DEL,LONDON",12.887299789558755,3
RPR,"RPR,DEL,LONDON",12.782567194048912,3
VNS,"VNS,DEL,LONDON",12.319532252046782,3
ETH,"ETH,TLV,LONDON",6.4311705537716986,3
SDV,"SDV,ETH,TLV,LONDON",6.905220518706465,4
SXF,"SXF,LONDON",1.5933799343966542,2
TBS,"TBS,KUT,KTW,LONDON",5.97190426016466,4
CPH,"CPH,LONDON",1.6190526083028758,2
SGD,"SGD,CPH,LONDON",1.944636137388149,3
YHI,"YHI,YCO,YZF,YEG,LONDON",14.611472869114245,5
YPC,"YPC,YEV,YVQ,YZF,YEG,LONDON",16.22814823051875,6
YSY,"YSY,YHI,YCO,YZF,YEG,LONDON",15.106715979956892,6
YUB,"YUB,YEV,YVQ,YZF,YEG,LONDON",15.131611587345542,6
ZFM,"ZFM,YEV,YVQ,YZF,YEG,LONDON",15.112164919729828,6
KRR,"KRR,PRG,LONDON",4.967673293385996,3
PYJ,"PYJ,DME,LONDON",10.763261969489674,3
KJA,"KJA,LED,LONDON",9.429120386350114,3
AKY,"AKY,RGN,DAC,LONDON",15.800210521904905,4
SNW,"SNW,RGN,DAC,LONDON",15.405437821123233,4
HEH,"HEH,RGN,DAC,LONDON",15.693189997306902,4
MDL,"MDL,RGN,DAC,LONDON",15.861294179833711,4
KAW,"KAW,MGZ,TVY,RGN,DAC,LONDON",16.370679919007014,6
MGZ,"MGZ,TVY,RGN,DAC,LONDON",15.927393880540144,5
NYU,"NYU,RGN,DAC,LONDON",15.790806108494712,4
THL,"THL,RGN,DAC,LONDON",15.912809964378498,4
TVY,"TVY,RGN,DAC,LONDON",15.609921546151636,4
RTW,"RTW,DME,LONDON",5.40034708013959,3
EVN,"EVN,PRG,LONDON",6.043627977610258,3
RIX,"RIX,LONDON",2.8029815883211913,2
CJJ,"CJJ,PEK,LONDON",15.276559074342101,3
CJU,"CJU,PEK,LONDON",15.481447621797912,3
GMP,"GMP,PEK,LONDON",15.119571707273526,3
FUK,"FUK,ICN,LONDON",15.693361402069163,3
GUM,"GUM,ICN,LONDON",20.133257414387025,3
GWT,"GWT,DUS,LONDON",1.5211970209095234,3
YAB,"YAB,YFB,YVP,YKL,YWK,YYR,YYT,LONDON",12.374342430885045,8
YLC,"YLC,YFB,YVP,YKL,YWK,YYR,YYT,LONDON",10.539772624535892,8
YFS,"YFS,YZF,YEG,LONDON",13.64776547856072,4
YHY,"YHY,YEG,LONDON",12.759169114532405,3
HND,"HND,LONDON",15.971779816367956,2
KKJ,"KKJ,HND,LONDON",17.340700795496947,3
ABL,"ABL,OTZ,ANC,SEA,LONDON",18.522335422151958,5
OTZ,"OTZ,ANC,SEA,LONDON",18.176599062832675,4
SHG,"SHG,OTZ,ANC,SEA,LONDON",18.571948820207005,5
ANC,"ANC,SEA,LONDON",16.710070057984822,3
AIN,"AIN,BRW,FAI,SEA,LONDON",18.511160507648626,5
ATK,"ATK,BRW,FAI,SEA,LONDON",18.43907456693608,5
BRW,"BRW,FAI,SEA,LONDON",18.282092289029997,4
ANI,"ANI,ANC,SEA,LONDON",17.560164206119,4
CDV,"CDV,YAK,JNU,SEA,LONDON",16.36907351203182,5
ENA,"ENA,ANC,SEA,LONDON",16.868500966819283,4
HOM,"HOM,ANC,SEA,LONDON",17.024092635719832,4
KSM,"KSM,ANC,SEA,LONDON",17.891533063156896,4
UNK,"UNK,ANC,SEA,LONDON",17.759736453707998,4
VDZ,"VDZ,ANC,SEA,LONDON",17.04522141769292,4
CHU,"CHU,ANI,ANC,SEA,LONDON",17.589048520301425,5
HCR,"HCR,ANI,ANC,SEA,LONDON",17.674411591923022,5
KLG,"KLG,ANI,ANC,SEA,LONDON",17.631095211104324,5
RSH,"RSH,ANI,ANC,SEA,LONDON",17.720407098174313,5
SHX,"SHX,ANI,ANC,SEA,LONDON",17.76600256564084,5
ANV,"ANV,HCR,ANI,ANC,SEA,LONDON",17.766559243636657,6
KGX,"KGX,ANV,HCR,ANI,ANC,SEA,LONDON",17.813699119049755,7
AUK,"AUK,SXP,KSM,ANC,SEA,LONDON",18.083291513441015,6
EMK,"EMK,AUK,SXP,KSM,ANC,SEA,LONDON",18.107643246378156,7
SXP,"SXP,KSM,ANC,SEA,LONDON",18.049681833408414,5
HPB,"HPB,BET,ANC,SEA,LONDON",18.184958414113538,5
VAK,"VAK,BET,ANC,SEA,LONDON",18.138639069946706,5
BKC,"BKC,OTZ,ANC,SEA,LONDON",18.375433394223567,5
DRG,"DRG,OTZ,ANC,SEA,LONDON",18.328160073407894,5
NUI,"NUI,SCC,FAI,SEA,LONDON",18.09400146798104,5
PIZ,"PIZ,BRW,FAI,SEA,LONDON",18.763006806297994,5
BTI,"BTI,FYU,FAI,SEA,LONDON",17.987893470706396,5
SCC,"SCC,FAI,SEA,LONDON",17.934529467039276,4
CKD,"CKD,CHU,ANI,ANC,SEA,LONDON",17.69795182524061,6
RDV,"RDV,CKD,CHU,ANI,ANC,SEA,LONDON",17.76818287512249,7
SLQ,"SLQ,ANI,ANC,SEA,LONDON",17.77056793141253,5
ELI,"ELI,KKA,UNK,ANC,SEA,LONDON",18.06331183098766,6
KKA,"KKA,UNK,ANC,SEA,LONDON",17.956597069076526,5
OME,"OME,ANC,SEA,LONDON",18.150957059697667,4
KOT,"KOT,WBB,UNK,ANC,SEA,LONDON",18.037354631355157,6
GAL,"GAL,FAI,SEA,LONDON",17.653379366774168,4
RBY,"RBY,FAI,SEA,LONDON",17.537908368934207,4
HSL,"HSL,TAL,FAI,SEA,LONDON",17.616906097414162,5
KAL,"KAL,GAL,FAI,SEA,LONDON",17.816586390558008,5
NUL,"NUL,GAL,FAI,SEA,LONDON",17.74330838508876,5
GAM,"GAM,OME,ANC,SEA,LONDON",18.677420542757318,5
SVA,"SVA,OME,ANC,SEA,LONDON",18.587157523915963,5
GLV,"GLV,ELI,KKA,UNK,ANC,SEA,LONDON",18.123112574710408,7
WMO,"WMO,GLV,ELI,KKA,UNK,ANC,SEA,LONDON",18.164315441511164,8
SCM,"SCM,BET,ANC,SEA,LONDON",18.162128056153108,5
KYU,"KYU,FAI,SEA,LONDON",17.713760484108718,4
IAN,"IAN,OTZ,ANC,SEA,LONDON",18.334492725954817,5
ORV,"ORV,OTZ,ANC,SEA,LONDON",18.292112629691886,5
SKK,"SKK,UNK,ANC,SEA,LONDON",17.855580159202695,5
WBB,"WBB,UNK,ANC,SEA,LONDON",17.89942911364734,5
MOU,"MOU,KSM,ANC,SEA,LONDON",17.925138479777182,5
KTS,"KTS,OME,ANC,SEA,LONDON",18.32263438580405,5
TLA,"TLA,OME,ANC,SEA,LONDON",18.303126646635306,5
WAA,"WAA,OME,ANC,SEA,LONDON",18.442789757454037,5
KVL,"KVL,OTZ,ANC,SEA,LONDON",18.387825082366295,5
TOG,"TOG,KWN,BET,ANC,SEA,LONDON",18.154401024784523,6
MYU,"MYU,BET,ANC,SEA,LONDON",18.186371855496816,5
OBU,"OBU,OTZ,ANC,SEA,LONDON",18.591054586392424,5
SHH,"SHH,OME,ANC,SEA,LONDON",18.476748623684216,5
PHO,"PHO,OTZ,ANC,SEA,LONDON",18.578312969956905,5
WLK,"WLK,OTZ,ANC,SEA,LONDON",18.374922777105052,5
WTK,"WTK,OTZ,ANC,SEA,LONDON",18.305738401072027,5
SRV,"SRV,ANI,ANC,SEA,LONDON",17.822415163755664,5
SMK,"SMK,UNK,ANC,SEA,LONDON",17.890321941110187,5
CCS,"CCS,PMV,GND,UVF,LONDON",12.681391011929367,5
LRM,"LRM,SJU,ANU,LONDON",12.225053562070034,4
VLN,"VLN,PMV,GND,UVF,LONDON",12.863408950451666,5
BRM,"BRM,PMV,GND,UVF,LONDON",13.123576109731198,5
CLT,"CLT,LONDON",10.687499605184394,2
KIN,"KIN,LONDON",12.53772724824446,2
MDE,"MDE,CUR,SXM,ANU,LONDON",14.351838240714647,5
PBM,"PBM,CAY,ORY,LONDON",12.956285113827622,4
POS,"POS,LONDON",11.831593749204663,2
PAP,"PAP,SDQ,PUJ,LONDON",12.171834551112774,4
DYU,"DYU,ROV,KBP,LONDON",9.085863779782434,4
ALA,"ALA,LONDON",9.360399894977217,2
LBD,"LBD,DME,LONDON",9.017515037439505,3
FRU,"FRU,DME,LONDON",9.133504684256486,3
IKA,"IKA,LONDON",7.36246571030016,2
IST,"IST,LONDON",4.182611542370337,2
SGC,"SGC,SVO,LONDON",7.72544329722633,3
SHJ,"SHJ,EBL,FRA,LONDON",9.170407577541292,4
ACU,"ACU,PAC,BOC,SJO,SDQ,PUJ,LONDON",15.91816905957376,7
PAC,"PAC,BOC,SJO,SDQ,PUJ,LONDON",15.626795334803557,6
BFQ,"BFQ,PAC,BOC,SJO,SDQ,PUJ,LONDON",15.984835065349085,7
JQE,"JQE,PAC,BOC,SJO,SDQ,PUJ,LONDON",15.99900756546238,7
CHX,"CHX,BOC,SJO,SDQ,PUJ,LONDON",15.182285661077099,6
DAV,"DAV,SJO,SDQ,PUJ,LONDON",15.191291299203895,5
GHE,"GHE,PAC,BOC,SJO,SDQ,PUJ,LONDON",15.903682301736268,7
MPP,"MPP,PAC,BOC,SJO,SDQ,PUJ,LONDON",15.957357972374176,7
OTD,"OTD,PAC,BOC,SJO,SDQ,PUJ,LONDON",15.741592279797592,7
SIC,"SIC,PAC,BOC,SJO,SDQ,PUJ,LONDON",34.458766358699584,7
PUE,"PUE,PAC,BOC,SJO,SDQ,PUJ,LONDON",16.001013301374243,7
PVE,"PVE,PAC,BOC,SJO,SDQ,PUJ,LONDON",15.779161405771156,7
PYC,"PYC,PAC,BOC,SJO,SDQ,PUJ,LONDON",15.875847520425104,7
SAX,"SAX,PAC,BOC,SJO,SDQ,PUJ,LONDON",15.931993460180045,7
AKX,"AKX,DME,LONDON",6.582228984997895,3
CSY,"CSY,DME,LONDON",5.220817899469222,3
ESL,"ESL,DME,LONDON",6.062030342481693,3
GRV,"GRV,DME,LONDON",6.6626734110462245,3
IJK,"IJK,LED,LONDON",5.819920019822588,3
MCX,"MCX,KRR,PRG,LONDON",6.17138745710347,4
PES,"PES,DME,LONDON",5.481878653153006,3
PEZ,"PEZ,DME,LONDON",5.108312424177313,3
SKX,"SKX,DME,LONDON",5.0449057403534905,3
ULV,"ULV,DME,LONDON",5.349255838967069,3
VKT,"VKT,SCW,LED,LONDON",6.896849674622526,4
VOZ,"VOZ,MUC,LONDON",4.868790687062629,3
KUF,"KUF,DME,LONDON",5.592530778053158,3
ROV,"ROV,KBP,LONDON",4.8605769247624195,3
VOG,"VOG,ROV,KBP,LONDON",5.488736478917981,4
IAR,"IAR,LED,LONDON",4.54722493534392,3
KRO,"KRO,SVX,LED,LONDON",7.0418618199085685,4
KVX,"KVX,LED,LONDON",5.331916879045451,3
MQF,"MQF,SVO,LONDON",6.493649843837085,3
URJ,"URJ,SVX,LED,LONDON",7.244960872574655,4
CNX,"CNX,RGN,DAC,LONDON",15.578810983504628,4
AKK,"AKK,ADQ,ANC,SEA,LONDON",17.612842410948417,5
LUR,"LUR,OTZ,ANC,SEA,LONDON",18.61930435548131,5
TNC,"TNC,OME,ANC,SEA,LONDON",18.425584798676073,5
BAV,"BAV,URC,TSE,LONDON",13.515615359127356,4
TCZ,"TCZ,CTU,LONDON",15.199521721131513,3
DIG,"DIG,CTU,LONDON",14.685527219257915,3
DLU,"DLU,CTU,LONDON",14.912178878373824,3
SYM,"SYM,KMG,CTU,LONDON",15.38462557164187,4
YIC,"YIC,PEK,LONDON",15.87635757198536,3
SHA,"SHA,PEK,LONDON",15.368832769397216,3
QBC,"QBC,YVR,LONDON",13.341788028176994,3
YAA,"YAA,YVR,LONDON",13.280576872445282,3
YBL,"YBL,YQQ,YEG,LONDON",12.872834600570194,4
YQQ,"YQQ,YEG,LONDON",12.808902562788829,3
ZEL,"ZEL,YBL,YQQ,YEG,LONDON",13.392793459039424,5
YXC,"YXC,YYC,LONDON",12.036943005673374,3
YPW,"YPW,YVR,LONDON",12.825628912005518,3
YWL,"YWL,YVR,LONDON",13.197420844804457,3
YYJ,"YYJ,YVR,LONDON",12.733338674426625,3
YZT,"YZT,YVR,LONDON",13.197561441576417,3
YZZ,"YZZ,YVR,LONDON",13.30429811077294,3
ZMT,"ZMT,YVR,LONDON",13.990227613211824,3
ADA,"ADA,SAW,LONDON",5.371669022628695,3
ADB,"ADB,LONDON",4.327057048387465,2
BJV,"BJV,LONDON",4.515369027988227,2
DIY,"DIY,ESB,FRA,LONDON",5.862225849084677,4
DLM,"DLM,LONDON",4.7035034573133565,2
ECN,"ECN,AYT,LONDON",5.410232196868323,3
ERZ,"ERZ,ESB,FRA,LONDON",5.905332540882675,4
EZS,"EZS,ESB,FRA,LONDON",5.6903013566792815,4
GNY,"GNY,ESB,FRA,LONDON",5.731974373900268,4
GZP,"GZP,IST,LONDON",5.185508116397098,3
GZT,"GZT,ESB,FRA,LONDON",5.6226675149136645,4
MLX,"MLX,ESB,FRA,LONDON",5.540745668693495,4
ODS,"ODS,VIE,LONDON",3.9165287641437088,3
TZX,"TZX,AER,KIV,LONDON",5.653594920206505,4
MDQ,"MDQ,AEP,GRU,LONDON",19.24253085538513,4
PRA,"PRA,AEP,GRU,LONDON",19.208670687865613,4
ROS,"ROS,GRU,LONDON",18.699493585451016,3
SFN,"SFN,AEP,GRU,LONDON",19.250031853425597,4
BHI,"BHI,AEP,GRU,LONDON",19.55698900196194,4
REL,"REL,EZE,LONDON",20.405827654015557,3
BRC,"BRC,EZE,LONDON",20.756734082594633,3
CRD,"CRD,REL,EZE,LONDON",20.964259640664356,4
EQS,"EQS,AEP,GRU,LONDON",21.00336344612662,4
COR,"COR,GRU,LONDON",19.03939415712958,3
MDZ,"MDZ,COR,GRU,LONDON",19.811618735199346,4
NQN,"NQN,AEP,GRU,LONDON",20.262526030824542,4
RGL,"RGL,CRD,REL,EZE,LONDON",22.066803157248014,5
RGA,"RGA,AEP,GRU,LONDON",22.368514665652246,4
USH,"USH,EZE,LONDON",22.492183700622807,3
YLE,"YLE,YZF,YEG,LONDON",13.31276408158611,4
YRA,"YRA,YZF,YEG,LONDON",13.43325493343128,4
YSG,"YSG,YZF,YEG,LONDON",13.367021306249185,4
AKF,"AKF,BEN,MLA,LONDON",6.1859082404187,4
BEN,"BEN,MLA,LONDON",4.63668288695327,3
AMM,"AMM,LONDON",6.133935819301934,2
TIP,"TIP,LONDON",3.9464634940704997,2
MRA,"MRA,TUN,LONDON",4.1730097911878055,3
HBE,"HBE,ATH,LONDON",5.610953354084506,3
SFA,"SFA,CDG,LONDON",3.45482290415117,3
TOB,"TOB,TUN,LONDON",5.341696864374766,3
AET,"AET,FAI,SEA,LONDON",17.422071096325304,4
HUS,"HUS,FAI,SEA,LONDON",17.47979155181084,4
ARC,"ARC,VEE,FYU,FAI,SEA,LONDON",17.645282767096493,6
VEE,"VEE,FYU,FAI,SEA,LONDON",17.432869212724643,5
KBC,"KBC,FAI,SEA,LONDON",17.24628718118353,4
CGD,"CGD,XIY,HEL,LONDON",14.864375117167752,4
LYA,"LYA,PEK,LONDON",14.802041698544308,3
HIA,"HIA,PEK,LONDON",14.802735033240273,3
HSG,"HSG,ICN,LONDON",15.744242089323961,3
IBR,"IBR,NGO,HEL,LONDON",16.597795470722104,4
KHH,"KHH,XMN,XIY,HEL,LONDON",16.643629916265226,5
TAK,"TAK,ICN,LONDON",16.040562902825044,3
NDJ,"NDJ,CDG,LONDON",7.679804270905883,3
AZO,"AZO,DTW,LONDON",10.379670963110396,3
CHA,"CHA,DCA,EWR,LONDON",11.207406480151908,4
CID,"CID,ORD,LONDON",11.101066595535269,3
CRW,"CRW,IAD,LONDON",10.44961669164054,3
CVG,"CVG,YYZ,LONDON",10.622775045500719,3
EVV,"EVV,DTW,LONDON",11.052039375852493,3
FWA,"FWA,DTW,LONDON",10.420608876722138,3
GSO,"GSO,PHL,LONDON",10.467816362744413,3
